,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,72.22,152.68,85.78,166.12,54.52,125.28,82.62,138.64,39.83,120.62
1,Revenue Growth (YoY),-15.80%,-8.09%,57.34%,32.60%,-34.01%,-9.64%,107.43%,14.94%,-14.94%,-
2,Cost of Revenue,54.49,74.72,68.55,77.79,45.86,63.99,44.78,51.01,23.88,50.89
3,Gross Profit,17.73,77.97,17.23,88.33,8.66,61.29,37.83,87.63,15.95,69.73
4,"Selling, General & Admin",33.56,41.7,30.49,30.75,26.78,53.49,20.48,36.44,19.56,19.98
5,Research & Development,7.07,9.59,8.17,12.41,7.88,10,7.19,5.01,3.86,3.86
6,Other Operating Expenses,-1.97,-3.69,2,-11.6,2.25,-3.1,-5.26,-1.83,-0.08,-0.46
7,Operating Expenses,38.66,54.18,40.66,39.31,36.91,64.6,22.4,40.67,23.33,23.38
8,Operating Income,-20.93,23.79,-23.43,49.02,-28.26,-3.32,15.43,46.96,-7.39,46.35
9,Interest Expense,-0.78,-0.96,-0.98,-0.61,-0.4,-0.56,-0.53,-0.43,-0.94,-1.12
10,Interest & Investment Income,8.56,8.83,7.36,4.77,0.71,0.39,0.31,0.05,0.06,0.03
11,Earnings From Equity Investments,0.23,0.55,0.9,0.63,-0.45,0.93,-0.43,-0.54,-,-
12,Currency Exchange Gain (Loss),-0.14,0.43,-0.77,-0.74,-4.09,0.01,-0.02,-0.51,-,-
13,Other Non Operating Income (Expenses),-,-0.32,-,-0.1,-,-,-,-,-,-
14,EBT Excluding Unusual Items,-13.07,32.32,-16.91,52.97,-32.49,-2.55,14.76,45.53,-8.26,45.27
15,Gain (Loss) on Sale of Investments,3.48,2.2,3.43,0.79,1.8,4.47,1.37,0.68,0.81,1.36
16,Gain (Loss) on Sale of Assets,-,-0.03,-,0.63,-,-,-,-,0.37,1.41
17,Other Unusual Items,-,-,-,-,-,-,-,-,-,-2.88
18,Pretax Income,-9.59,34.49,-13.48,54.39,-30.69,1.92,16.13,46.2,-7.08,45.15
19,Income Tax Expense,-1.96,8.66,-3.69,10.37,-6.31,3.05,3.54,9.68,-2.01,10.11
20,Earnings From Continuing Operations,-7.63,25.83,-9.79,44.02,-24.39,-1.13,12.6,36.52,-5.07,35.04
21,Minority Interest in Earnings,0.23,-0.24,0.33,0.72,-,-,-,-,-,-
22,Net Income,-7.4,25.58,-9.46,44.74,-24.39,-1.13,12.6,36.52,-5.07,35.04
23,Net Income to Common,-7.4,25.58,-9.46,44.74,-24.39,-1.13,12.6,36.52,-5.07,35.04
24,Net Income Growth,-,-42.82%,-,-,-,-,-,4.22%,-,-
25,Shares Outstanding (Basic),306,307,307,311,311,312,305,260,260,260
26,Shares Outstanding (Diluted),306,307,307,311,311,312,305,260,260,260
27,Shares Change (YoY),-0.36%,-1.29%,-1.25%,-0.29%,1.89%,19.75%,17.44%,0.17%,-0.00%,-
28,EPS (Basic),-0.02,0.08,-0.03,0.14,-0.08,-0.00,0.04,0.14,-0.02,0.13
29,EPS (Diluted),-0.02,0.08,-0.03,0.14,-0.08,-0.00,0.04,0.14,-0.02,0.13
30,EPS Growth,-,-42.07%,-,-,-,-,-,4.05%,-,-
31,Free Cash Flow,-18.99,25.29,-8.56,31.01,-23.15,49.73,-16.03,84.6,-6.58,33.74
32,Free Cash Flow Per Share,-0.06,0.08,-0.03,0.10,-0.07,0.16,-0.05,0.32,-0.03,0.13
33,Operating Margin,-28.98%,15.58%,-27.31%,29.51%,-51.83%,-2.65%,18.68%,33.87%,-18.54%,38.43%
34,Profit Margin,-10.24%,16.75%,-11.02%,26.93%,-44.73%,-0.90%,15.24%,26.34%,-12.73%,29.05%
35,Free Cash Flow Margin,-26.30%,16.57%,-9.98%,18.67%,-42.46%,39.70%,-19.40%,61.02%,-16.51%,27.97%
36,EBITDA,-19.56,25.46,-22.13,50.54,-27.2,-2.01,15.84,48.19,-6.31,48.15
37,D&A For EBITDA,1.37,1.67,1.29,1.51,1.06,1.31,0.41,1.23,1.07,1.79
38,EBIT,-20.93,23.79,-23.43,49.02,-28.26,-3.32,15.43,46.96,-7.39,46.35
39,Advertising Expenses,1.9,-,2.53,-,2.42,-,2.63,-,1.62,-
