,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,118.59,103.68,56.95,142.28,390.7,427.86,389.7,403.06,47.16,21.02
1,Short-Term Investments,260.26,309.47,344.49,304.08,-,-,-,-,-,-
2,Trading Asset Securities,206.45,163.04,164.76,115.13,140.8,122.56,127.97,84.88,9.15,78.05
3,Cash & Short-Term Investments,585.3,576.2,566.2,561.49,531.5,550.42,517.67,487.94,56.31,99.08
4,Cash Growth,3.37%,2.62%,6.53%,2.01%,2.67%,12.81%,819.37%,392.50%,-,-
5,Accounts Receivable,18.45,35.32,27.6,70.61,32.94,43.64,41.36,29.04,29.9,27.28
6,Other Receivables,5.34,0.57,3.63,2.54,3.82,2.47,0.59,0.96,0.31,0.1
7,Receivables,23.79,35.89,31.23,73.15,36.76,46.11,41.96,30,30.21,27.37
8,Prepaid Expenses,2.19,0.76,6.57,1.29,5.27,0.11,7.57,0.13,0.57,0.31
9,Other Current Assets,13.32,13.53,15.16,19.19,13.85,9.07,3.84,3.04,4.33,3.3
10,Total Current Assets,624.6,626.38,619.16,655.11,587.37,605.71,571.04,521.11,91.41,130.06
11,"Property, Plant & Equipment",36.8,45.38,54.6,54.09,20.68,23.22,22.62,24.9,27.01,32.55
12,Long-Term Investments,47.09,45.85,35.87,33.3,1.7,2.15,1.23,0.46,1,-
13,Other Intangible Assets,3.12,3,3.25,3.35,3.4,3.44,0.13,0.14,0.15,0.16
14,Long-Term Deferred Tax Assets,12.62,8.09,15.62,10.07,12.87,6.49,5.95,8.33,8.14,5.21
15,Other Long-Term Assets,7.43,10.75,19.51,6.4,4.52,4.79,5.78,2.92,2.58,2.58
16,Total Assets,731.65,739.45,748.01,762.31,630.55,645.81,606.74,557.86,130.29,170.55
17,Accounts Payable,5.41,4.49,5.09,6.37,2.76,1.35,3.64,3.91,0.78,4.19
18,Accrued Expenses,8.06,21.08,10.36,20.5,7.76,20.5,8.88,14.32,5.39,14.89
19,Current Portion of Leases,24.55,18.62,18.27,14.36,7.92,11.72,10.59,10.02,8.82,8.99
20,Current Income Taxes Payable,5.17,5.91,4.98,11.71,4.16,7.61,4.06,13.62,4.09,9.07
21,Current Unearned Revenue,93,72.27,101.81,102.2,88.55,73.8,64.22,45.12,40.03,25.18
22,Other Current Liabilities,14.01,13.7,14.36,15.69,8.9,6.89,5.2,20.35,10.33,3.26
23,Total Current Liabilities,150.19,136.07,154.87,170.82,120.05,121.86,96.59,107.34,69.44,65.57
24,Long-Term Leases,10.37,25.51,31.88,32.18,2.72,2.35,3.9,8.27,10.93,14.95
25,Long-Term Unearned Revenue,9.9,10.06,10.26,10.45,10.65,10.84,11,11.2,11.39,11.68
26,Long-Term Deferred Tax Liabilities,0.02,0.05,-,0,0.02,0.05,-,0.02,-,0.01
27,Total Liabilities,170.47,171.7,197.01,213.45,133.43,135.09,111.49,126.82,91.75,92.2
28,Common Stock,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.06,30
29,Additional Paid-In Capital,414.4,414.53,414.7,418.33,425.11,435.95,411.02,355.82,-,-
30,Retained Earnings,62.05,87.23,46.18,71.11,15.84,50.76,43.54,39.29,2.77,37.84
31,Treasury Stock,-2.68,-1.49,-0.13,-1.99,-0.95,-3.6,-,-,-,-
32,Comprehensive Income & Other,87.8,67.64,90.65,61.49,56.91,27.4,40.49,35.73,35.71,10.51
33,Total Common Equity,561.77,568.11,551.6,549.13,497.12,510.71,495.25,431.03,38.54,78.35
34,Minority Interest,-0.59,-0.36,-0.61,-0.27,-,-,-,-,-,-
35,Shareholders' Equity,561.18,567.75,551,548.86,497.12,510.71,495.25,431.03,38.54,78.35
36,Total Liabilities & Equity,731.65,739.45,748.01,762.31,630.55,645.81,606.74,557.86,130.29,170.55
37,Total Debt,34.92,44.13,50.15,46.54,10.64,14.06,14.49,18.3,19.75,23.94
38,Net Cash (Debt),550.38,532.07,516.05,514.95,520.86,536.36,503.18,469.65,36.56,75.14
39,Net Cash Growth,6.65%,3.32%,-0.92%,-3.99%,3.51%,14.21%,1276.27%,525.03%,-,-
40,Net Cash Per Share,1.80,1.73,1.68,1.66,1.67,1.72,1.65,1.80,0.14,0.29
41,Filing Date Shares Outstanding,305.85,306.97,307.23,310.98,311.11,311.88,306,300,260,0.15
42,Total Common Shares Outstanding,305.85,306.97,307.23,310.98,311.11,311.88,306,300,260,0.15
43,Working Capital,474.42,490.31,464.28,484.29,467.33,483.86,474.45,413.77,21.98,64.49
44,Book Value Per Share,1.84,1.85,1.80,1.77,1.60,1.64,1.62,1.44,0.15,512.80
45,Tangible Book Value,558.65,565.11,548.35,545.78,493.72,507.27,495.12,430.89,38.38,78.19
46,Tangible Book Value Per Share,1.83,1.84,1.78,1.76,1.59,1.63,1.62,1.44,0.15,511.73
47,Buildings,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96,8.17,8.32
48,Machinery,20.46,19.5,18.67,15.2,14.34,13.66,12.23,10.69,10.37,10.51
