,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,150.67,152.38,188.2,191,219.42,241.38,259.89,236.63,219.74,227.27,Upgrade
1,Revenue Growth (YoY),-19.94%,-20.22%,-14.23%,-20.87%,-15.57%,2.01%,18.27%,4.12%,-6.08%,4.43%,Upgrade
2,Cost of Revenue,109.59,115.29,135.8,143.18,161.16,180.08,189.42,182.38,164.14,177.14,Upgrade
3,Gross Profit,41.08,37.09,52.4,47.82,58.27,61.3,70.47,54.25,55.61,50.13,Upgrade
4,"Selling, General & Admin",43.66,33.48,48.49,43.38,54.81,50.21,54.29,47.22,50.79,50.01,Upgrade
5,Other Operating Expenses,-1.34,0.25,-2.24,-0.54,-4.98,-1.45,-1.08,3.83,-7.34,-1.72,Upgrade
6,Operating Expenses,42.32,33.73,46.24,42.84,49.84,48.77,53.21,51.05,43.45,48.29,Upgrade
7,Operating Income,-1.24,3.37,6.16,4.97,8.43,12.53,17.26,3.2,12.16,1.84,Upgrade
8,Interest Expense,-1.44,-1.72,-2.15,-2.93,-1.39,-1.7,-0.94,-1.33,-1.37,-1.89,Upgrade
9,Interest & Investment Income,-,0.72,-,0.15,-,0.25,-,0.17,-,0.19,Upgrade
10,EBT Excluding Unusual Items,-2.68,2.36,4.01,2.19,7.04,11.09,16.32,2.04,10.79,0.14,Upgrade
11,Gain (Loss) on Sale of Assets,-,0.03,-,-,-,0.04,-,0.03,-,-,Upgrade
12,Other Unusual Items,-,-,-,-,-,-,-,7.69,-,0.87,Upgrade
13,Pretax Income,-2.68,2.39,4.01,2.19,7.04,11.12,16.32,9.75,10.79,1.01,Upgrade
14,Income Tax Expense,2.16,1.58,3.06,2.24,1.72,2.71,3.58,0.68,1.27,2.47,Upgrade
15,Earnings From Continuing Operations,-4.83,0.81,0.95,-0.05,5.31,8.41,12.73,9.07,9.52,-1.47,Upgrade
16,Minority Interest in Earnings,-0.15,-3.41,-3.24,-2.92,-2.73,-2.5,-5.43,-4.27,-2.17,-0.28,Upgrade
17,Net Income,-4.99,-2.6,-2.29,-2.97,2.59,5.91,7.3,4.81,7.34,-1.75,Upgrade
18,Net Income to Common,-4.99,-2.6,-2.29,-2.97,2.59,5.91,7.3,4.81,7.34,-1.75,Upgrade
19,Net Income Growth,-,-,-,-,-64.56%,22.99%,-0.61%,-,-,-,Upgrade
20,Shares Outstanding (Basic),200,200,200,200,200,200,200,200,200,200,Upgrade
21,Shares Outstanding (Diluted),200,200,200,200,200,200,200,200,200,200,Upgrade
22,EPS (Basic),-0.02,-0.01,-0.01,-0.01,0.01,0.03,0.04,0.02,0.04,-0.01,Upgrade
23,EPS (Diluted),-0.02,-0.01,-0.01,-0.01,0.01,0.03,0.04,0.02,0.04,-0.01,Upgrade
24,EPS Growth,-,-,-,-,-64.56%,22.99%,-0.61%,-,-,-,Upgrade
25,Free Cash Flow,4.74,6.03,14.43,11.29,15.32,-2.93,19.54,11.56,10.84,15.01,Upgrade
26,Free Cash Flow Per Share,0.02,0.03,0.07,0.06,0.08,-0.01,0.10,0.06,0.05,0.08,Upgrade
27,Dividend Per Share,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,Upgrade
28,Operating Margin,-0.82%,2.21%,3.27%,2.60%,3.84%,5.19%,6.64%,1.35%,5.53%,0.81%,Upgrade
29,Profit Margin,-3.31%,-1.71%,-1.22%,-1.55%,1.18%,2.45%,2.81%,2.03%,3.34%,-0.77%,Upgrade
30,Free Cash Flow Margin,3.15%,3.96%,7.67%,5.91%,6.98%,-1.21%,7.52%,4.89%,4.93%,6.61%,Upgrade
31,EBITDA,-0.17,5.06,6.86,5.73,9.18,13.82,17.89,4.47,12.97,3.03,Upgrade
32,D&A For EBITDA,1.07,1.7,0.7,0.76,0.75,1.29,0.63,1.27,0.81,1.19,Upgrade
33,EBIT,-1.24,3.37,6.16,4.97,8.43,12.53,17.26,3.2,12.16,1.84,Upgrade
