,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1389,1321,1233,1298,1601,1126,1143,981.86,872.69,1059,Upgrade
1,Revenue Growth (YoY),12.62%,1.72%,-22.99%,15.34%,40.13%,14.65%,30.94%,-7.30%,-19.84%,-10.17%,Upgrade
2,Cost of Revenue,1281,1158,1111,1165,1479,982.88,1024,872.04,796.38,894.81,Upgrade
3,Gross Profit,108.15,162.96,122.51,132.94,121.95,142.83,118.42,109.82,76.31,164.37,Upgrade
4,"Selling, General & Admin",141.77,166.92,149.1,149.77,146.71,152.67,148.37,171,119.57,164.05,Upgrade
5,Other Operating Expenses,-93.05,-65.72,-92.82,-63.64,-131.74,-75.89,-89.29,-58.54,-77.18,-14.01,Upgrade
6,Operating Expenses,48.73,101.2,56.28,86.14,14.97,76.78,59.08,112.47,42.39,150.04,Upgrade
7,Operating Income,59.43,61.76,66.23,46.8,106.98,66.06,59.34,-2.65,33.93,14.33,Upgrade
8,Interest Expense,-12.87,-11.19,-12.07,-15.31,-8.82,-7.79,-3.74,-4.27,-5.85,-5.87,Upgrade
9,Interest & Investment Income,11.93,7.1,8.63,6.24,5.69,-,10.08,9.02,13.32,15.78,Upgrade
10,Earnings From Equity Investments,21.32,17.12,14.75,-4.22,-14.9,-15.48,-19.71,-10.15,-8.24,117.38,Upgrade
11,Currency Exchange Gain (Loss),0.68,2.18,-3.3,-3.07,-8.08,3.57,0.3,6.83,-4.66,-3.33,Upgrade
12,EBT Excluding Unusual Items,80.5,76.97,74.25,30.44,80.88,46.36,46.27,-1.22,28.51,138.3,Upgrade
13,Gain (Loss) on Sale of Investments,3.04,-,2.23,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,1.57,0.74,0.27,-0.36,0.94,1.21,3.13,2.03,-1.53,0.28,Upgrade
15,Asset Writedown,-,-,-,-,-,-2.84,-,-,-,-2.39,Upgrade
16,Other Unusual Items,-,-,-,19.17,-,-,-,46.7,-,-,Upgrade
17,Pretax Income,85.11,77.71,76.75,49.25,81.82,41.15,52.99,47.51,26.98,136.19,Upgrade
18,Income Tax Expense,13.6,17.37,14.46,2.92,20.13,14.57,13.29,2.38,6.8,22.15,Upgrade
19,Earnings From Continuing Operations,71.51,60.34,62.3,46.34,61.69,26.58,39.7,45.12,20.17,114.05,Upgrade
20,Minority Interest in Earnings,-4.39,-4.65,-3.91,-7.79,-6.75,-8.6,-13.6,-13.08,-2.39,-16.34,Upgrade
21,Net Income,67.12,55.68,58.39,38.55,54.94,17.98,26.1,32.04,17.78,97.71,Upgrade
22,Net Income to Common,67.12,55.68,58.39,38.55,54.94,17.98,26.1,32.04,17.78,97.71,Upgrade
23,Net Income Growth,14.95%,44.46%,6.27%,114.39%,110.55%,-43.89%,46.77%,-67.21%,-84.72%,52.39%,Upgrade
24,Shares Outstanding (Basic),1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,Upgrade
25,Shares Outstanding (Diluted),1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.15%,Upgrade
27,EPS (Basic),0.06,0.05,0.05,0.03,0.05,0.02,0.02,0.03,0.02,0.09,Upgrade
28,EPS (Diluted),0.06,0.05,0.05,0.03,0.05,0.02,0.02,0.03,0.02,0.09,Upgrade
29,EPS Growth,14.95%,44.39%,6.28%,114.74%,110.54%,-43.90%,46.77%,-67.25%,-84.72%,52.31%,Upgrade
30,Free Cash Flow,-22.85,114.53,57.63,137.66,55.34,121.23,-5.22,-68.3,-86.45,-45.73,Upgrade
31,Free Cash Flow Per Share,-0.02,0.10,0.05,0.12,0.05,0.11,-0.00,-0.06,-0.08,-0.04,Upgrade
32,Dividend Per Share,0.020,-,-,-,-,-,-,-,-,0.030,Upgrade
33,Dividend Growth,-,-,-,-,-,-,-,-,-,-50.00%,Upgrade
34,Operating Margin,4.28%,4.68%,5.37%,3.60%,6.68%,5.87%,5.19%,-0.27%,3.89%,1.35%,Upgrade
35,Profit Margin,4.83%,4.22%,4.73%,2.97%,3.43%,1.60%,2.28%,3.26%,2.04%,9.22%,Upgrade
36,Free Cash Flow Margin,-1.65%,8.67%,4.67%,10.60%,3.46%,10.77%,-0.46%,-6.96%,-9.91%,-4.32%,Upgrade
37,EBITDA,113.06,81.27,123.94,69.96,166.65,89.82,116.58,17.18,88.99,86.37,Upgrade
38,D&A For EBITDA,53.63,19.51,57.7,23.16,59.67,23.77,57.24,19.83,55.06,72.04,Upgrade
39,EBIT,59.43,61.76,66.23,46.8,106.98,66.06,59.34,-2.65,33.93,14.33,Upgrade
