,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Revenue,93577,82251,73276,73696,76467,67965,58617,60129,62619,50938,46269,49523,48829,43759,37016,38550,35183,24520,16542,27960,Upgrade
1,Revenue Growth (YoY),22.38%,21.02%,25.01%,22.56%,22.11%,33.43%,26.69%,21.42%,28.24%,16.41%,25.00%,28.46%,38.79%,78.46%,123.77%,37.87%,29.04%,8.97%,-13.01%,43.46%,Upgrade
2,Cost of Revenue,56823,48361,47579,48703,49485,42567,38800,43196,44114,35364,35528,37541,38051,31246,29816,28462,24578,16147,11557,18440,Upgrade
3,Gross Profit,36754,33890,25697,24993,26982,25398,19817,16933,18505,15574,10740,11983,10778,12513,7200,10088,10604,8373,4984,9520,Upgrade
4,"Selling, General & Admin",20751,17527,16187,19426,19443,16692,12428,13218,13392,11490,11418,13675,13775,12902,8944,9626,7251,5330,4269,6582,Upgrade
5,Research & Development,5293,5340,5000,5425,5321,5407,5047,5243,5414,5204,4879,4582,4716,3901,3477,3249,2970,2377,2296,2240,Upgrade
6,Other Operating Expenses,-2210,1627,-1217,363.92,-1112,831.91,-1080,249.04,-1395,21.66,-775.42,743.07,2272,-156.09,-411.89,0.73,-342.12,-65.37,-399.45,567.17,Upgrade
7,Operating Expenses,23834,24495,19970,25215,23652,22931,16396,18710,17411,16715,15522,19000,20763,16646,12009,12876,9879,7642,6166,9389,Upgrade
8,Operating Income,12920,9395,5727,-221.46,3330,2467,3422,-1776,1094,-1140,-4781,-7017,-9985,-4133,-4809,-2788,725.63,731.43,-1182,131.75,Upgrade
