,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,68130,61251,68744,66061,65280,75564,85500,85923,69227,49107,50596,49898,57496,40305,29955,29000,21547,15859,14154,14265,12131,Upgrade
1,Market Cap Growth,-18.94%,-18.94%,-19.60%,-23.12%,-5.70%,53.88%,68.99%,72.20%,20.40%,21.84%,68.90%,72.06%,166.84%,154.15%,111.63%,103.29%,77.61%,35.99%,7.70%,2.63%,2.44%,Upgrade
2,Enterprise Value,144221,133449,133968,123329,122548,123725,129784,121049,119485,99808,97414,93607,100259,82308,68214,66513,59060,52596,49395,47402,45268,Upgrade
3,Last Close Price,7.82,7.00,7.32,7.04,6.95,8.05,9.11,8.58,6.91,6.35,6.55,6.23,7.17,5.03,3.59,3.48,2.58,2.45,2.15,2.17,1.89,Upgrade
4,PE Ratio,11.21,10.17,10.50,8.23,7.25,6.52,6.97,7.23,6.17,4.62,5.80,6.60,8.58,8.53,6.51,7.38,7.16,6.13,7.34,8.73,7.13,Upgrade
5,Forward PE,8.66,7.32,7.13,4.02,3.92,5.22,6.14,6.10,5.97,5.92,6.80,7.16,9.96,8.21,6.46,6.60,6.54,8.76,8.04,8.63,7.84,Upgrade
6,PS Ratio,0.69,0.63,0.73,0.62,0.57,0.55,0.59,0.60,0.51,0.36,0.40,0.44,0.56,0.50,0.38,0.40,0.33,0.27,0.26,0.28,0.23,Upgrade
7,PB Ratio,1.50,1.19,1.38,1.26,1.29,1.51,1.83,1.75,1.50,1.40,1.55,1.54,1.69,1.44,1.12,1.11,0.83,0.82,0.77,0.81,0.70,Upgrade
8,P/TBV Ratio,5.08,5.08,6.43,4.75,5.68,6.27,8.61,6.88,7.24,151.95,-,-,-,-,-,-,-,-,-,-,-,Upgrade
