,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3942,2746,4065,3722,2672,3246,4405,2948,3821,2991,Upgrade
1,Short-Term Investments,420.84,1491,881.86,460.4,1640,641.62,233.64,537.14,262.79,922.54,Upgrade
2,Trading Asset Securities,0.38,0.37,0.4,0.43,0.38,-,-,-,-,31.68,Upgrade
3,Cash & Short-Term Investments,4363,4238,4947,4183,4312,3888,4638,3485,4084,3945,Upgrade
4,Cash Growth,-11.80%,1.33%,14.72%,7.58%,-7.04%,11.55%,13.58%,-11.65%,7.24%,7.19%,Upgrade
5,Receivables,1230,888.33,1405,1497,1528,1193,1339,1045,959.42,1195,Upgrade
6,Inventory,5076,4744,3141,3239,2994,2847,2612,2733,2560,2322,Upgrade
7,Other Current Assets,142.99,188.2,134.25,153.22,94.83,202.23,152.5,190.2,200.78,119.06,Upgrade
8,Total Current Assets,10812,10059,9627,9072,8929,8130,8743,7453,7804,7580,Upgrade
9,"Property, Plant & Equipment",3204,3220,3233,3206,3215,3258,3259,3307,3241,2705,Upgrade
10,Long-Term Investments,99.45,42.04,45.8,42.78,40.89,38.37,29.72,29.38,30.9,35.52,Upgrade
11,Goodwill,-,45.78,-,45.14,-,41.4,-,43.49,-,47.4,Upgrade
12,Other Intangible Assets,57.29,14.45,64.34,17.76,61.46,21.54,57.8,15.96,66.38,18.75,Upgrade
13,Long-Term Deferred Tax Assets,67.09,81.69,64.94,60.98,70.52,66.49,58.26,51.88,46.07,40.77,Upgrade
14,Other Long-Term Assets,49.3,44.71,45.61,39.86,36.52,37.99,47.89,39.94,80.94,41.97,Upgrade
15,Total Assets,14289,13508,13080,12485,12353,11594,12195,10941,11270,10470,Upgrade
16,Accounts Payable,973.41,1377,909.42,823.23,814.93,893.71,684.31,717.83,766.05,682.31,Upgrade
17,Accrued Expenses,32.01,300.72,17.85,386.49,19.72,305.47,28.07,239.21,69.99,289.58,Upgrade
18,Short-Term Debt,16.94,3,34.3,235.3,-,-,-,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,480.35,73.65,42.15,15.2,575.73,760.69,1601,1056,339.2,140.2,Upgrade
