,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,198.44,348.96,191.67,262.56,261.9,236.84,247.62,449.83,245.11,263.51,Upgrade
1,Short-Term Investments,17.51,-,14.43,-,18.75,-,26.19,-,17.18,35.06,Upgrade
2,Cash & Short-Term Investments,215.95,348.96,206.1,262.56,280.65,236.84,273.81,449.83,262.29,298.57,Upgrade
3,Cash Growth,4.78%,32.91%,-26.56%,10.86%,2.50%,-47.35%,4.39%,50.66%,26.17%,23.47%,Upgrade
4,Accounts Receivable,1228,1482,1053,1237,1050,1385,1138,1489,1396,1880,Upgrade
5,Other Receivables,0.64,16.42,2.55,18.58,2.78,42.94,7.49,35.63,18.34,27.52,Upgrade
6,Receivables,1229,1499,1056,1256,1052,1428,1146,1525,1415,1907,Upgrade
7,Other Current Assets,-,20.11,20.11,20.11,20.11,20.11,20.11,20.11,25.13,25.41,Upgrade
8,Total Current Assets,1445,1868,1282,1539,1353,1685,1440,1995,1702,2231,Upgrade
9,"Property, Plant & Equipment",40.11,46.14,46.58,44.45,47.17,57.31,84.46,95.67,97.33,110.3,Upgrade
10,Goodwill,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,Upgrade
11,Long-Term Deferred Tax Assets,27.5,26.61,31.6,32.08,59.27,57.45,59.69,60.45,46.43,39.05,Upgrade
12,Total Assets,1513,1942,1361,1616,1461,1801,1585,2152,1847,2382,Upgrade
13,Accounts Payable,183.83,273.32,165.59,222,193.81,211.83,202.97,238.85,194.15,354.72,Upgrade
14,Accrued Expenses,116.18,392.06,132.31,459.26,253.26,536,283.27,652.63,230.77,565.39,Upgrade
15,Short-Term Debt,310,240,150,50,90,82.12,65.28,200.42,343.04,408.46,Upgrade
16,Current Portion of Leases,12.74,13.26,11.46,9.58,10.17,13.89,25.15,27.31,16.65,17.91,Upgrade
17,Current Income Taxes Payable,0.88,0.33,1.98,0.54,2.54,1.14,2.7,1.85,2.95,8.03,Upgrade
18,Current Unearned Revenue,125.67,258.73,151.48,126.8,144.86,160.53,210.78,189.1,207.76,118.19,Upgrade
19,Other Current Liabilities,382,373.4,359.73,358.54,369.53,396.34,380.74,400.28,401.82,406.49,Upgrade
20,Total Current Liabilities,1131,1551,972.54,1227,1064,1402,1171,1710,1397,1879,Upgrade
21,Long-Term Leases,12.92,17.23,19.48,15.71,17.36,20.6,35.12,40.06,44.11,49.71,Upgrade
22,Long-Term Deferred Tax Liabilities,2.07,2.02,1.99,2.22,2.41,2.69,3.82,4.1,4.16,4.54,Upgrade
23,Total Liabilities,1146,1570,994,1245,1084,1425,1210,1755,1445,1933,Upgrade
24,Common Stock,40,40,40,40,40,40,40,40,40,40,Upgrade
25,Additional Paid-In Capital,82.87,82.87,82.87,82.87,82.87,82.87,82.87,82.87,82.87,82.87,Upgrade
26,Retained Earnings,243.92,248.16,244.13,248.83,253.25,252.1,251.97,274.68,279.23,325.7,Upgrade
27,Comprehensive Income & Other,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.43,-0.26,Upgrade
28,Total Common Equity,366.9,371.14,367.11,371.82,376.24,375.09,374.95,397.66,401.66,448.31,Upgrade
29,Minority Interest,0.22,0.44,0.34,0.03,0.59,0.5,0.46,-0.07,0.14,-0.14,Upgrade
30,Shareholders' Equity,367.12,371.58,367.45,371.84,376.84,375.59,375.41,397.59,401.8,448.17,Upgrade
31,Total Liabilities & Equity,1513,1942,1361,1616,1461,1801,1585,2152,1847,2382,Upgrade
32,Total Debt,335.66,270.49,180.94,75.28,117.53,116.6,125.55,267.78,403.81,476.08,Upgrade
33,Net Cash (Debt),-119.71,78.47,25.17,187.28,163.12,120.23,148.26,182.05,-141.52,-177.52,Upgrade
34,Net Cash Growth,-,-58.10%,-84.57%,55.76%,10.03%,-33.95%,-,-,-,-,Upgrade
35,Net Cash Per Share,-0.30,0.20,0.06,0.47,0.41,0.30,0.37,0.46,-0.35,-0.44,Upgrade
36,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400,Upgrade
37,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400,Upgrade
38,Working Capital,313.29,316.88,309.53,312.03,288.96,282.92,268.98,284.42,305.11,351.87,Upgrade
39,Book Value Per Share,0.92,0.93,0.92,0.93,0.94,0.94,0.94,0.99,1.00,1.12,Upgrade
40,Tangible Book Value,365.69,369.93,365.9,370.61,375.03,373.88,373.74,396.45,400.45,447.1,Upgrade
41,Tangible Book Value Per Share,0.91,0.92,0.91,0.93,0.94,0.93,0.93,0.99,1.00,1.12,Upgrade
42,Machinery,-,114.49,-,110.03,-,129.38,-,133.8,-,119.9,Upgrade
43,Order Backlog,18000,-,-,-,-,-,-,-,-,-,Upgrade
