,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Revenue,29.21,29.21,44.24,21.33,44.62,7.26,76.32,45.92,44.84,10.06,54.98,54.07,38.89,22.08,63.05,39.01,30.54,11.57,81.85,52.26,Upgrade
1,Revenue Growth (YoY),-34.53%,302.48%,-42.03%,-53.55%,-0.49%,-27.89%,38.81%,-15.07%,15.29%,-54.42%,-12.79%,38.59%,27.34%,90.85%,-22.97%,-25.35%,-60.73%,-29.39%,56.19%,90.66%,Upgrade
2,Cost of Revenue,25.79,25.79,40.14,20.6,43.22,7.63,75.27,41.81,43.72,10.95,54.22,48.37,31.79,21.32,63.16,40.07,28.1,12.21,78.78,47.57,Upgrade
3,Gross Profit,3.42,3.42,4.11,0.73,1.4,-0.37,1.04,4.1,1.12,-0.88,0.76,5.7,7.1,0.76,-0.12,-1.06,2.44,-0.64,3.07,4.69,Upgrade
4,"Selling, General & Admin",4.71,4.71,6.38,4.2,6.08,4.9,5.82,5.37,5.82,2.55,6.7,4.23,4.04,3.62,6.92,4.24,2.81,2.52,6.07,3.97,Upgrade
5,Other Operating Expenses,-4.8,-4.8,0.08,0.06,0,-0.06,-0.06,-0.49,-0.27,0,-0.02,-0.02,-0.05,-0.24,-0.04,-0.32,0.01,-0.69,0.29,-0.26,Upgrade
6,Operating Expenses,0.2,0.2,8.28,4.26,6.09,4.84,28.14,4.88,5.55,2.55,9.75,4.21,4,3.38,8.41,3.92,2.82,1.84,8.36,3.71,Upgrade
7,Operating Income,3.22,3.22,-4.17,-3.53,-4.69,-5.21,-27.09,-0.78,-4.43,-3.43,-8.99,1.49,3.1,-2.62,-8.53,-4.98,-0.38,-2.48,-5.3,0.98,Upgrade
8,Interest Expense,-0.18,-0.18,-0.06,-0.2,-0.12,-0.17,-0.13,-0.17,-0.18,-0.18,-0.32,-0.24,-0.06,-0.12,-0.27,-0.07,-0.07,-0.08,-0.13,-0.06,Upgrade
