,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,77.53,37.21,60.26,140.74,162.31,299.68,78.67,156.55,159.19,113.23,62.07,153.04,11.51,87.68,60.37,18.01,25.03,16.19,23.01,51.25,Upgrade
1,Trading Asset Securities,143.68,283.48,278.21,212.48,167.68,259.4,242.47,236.15,460.63,494.45,435.1,385.59,497,401.14,453.54,502.73,513.5,494.12,557.77,544,Upgrade
2,Cash & Short-Term Investments,221.2,320.68,338.47,353.22,329.99,559.07,321.14,392.71,619.81,607.68,497.17,538.63,508.51,488.82,513.91,520.74,538.54,510.32,580.78,595.25,Upgrade
3,Cash Growth,-32.97%,-42.64%,5.40%,-10.06%,-46.76%,-8.00%,-35.41%,-27.09%,21.89%,24.32%,-3.26%,3.44%,-5.58%,-4.21%,-11.51%,-12.52%,-1.30%,6.88%,31.72%,1162.78%,Upgrade
4,Accounts Receivable,90.82,85.34,96.56,84.95,124.4,101.68,103.07,97.41,137.95,115.05,111.57,89.95,104.09,85.67,92,59.92,79.9,72,84.19,81.05,Upgrade
5,Other Receivables,106.48,8.9,10.95,4.91,8.71,7.11,10.37,7.67,48.49,44.82,42.4,31.43,8.98,9.38,8.59,4.83,17.09,16.62,19.08,5.04,Upgrade
6,Receivables,197.3,94.24,107.51,89.86,133.11,108.78,113.44,105.08,186.44,159.87,153.98,121.37,113.07,95.05,100.58,64.75,96.99,88.62,103.27,86.09,Upgrade
7,Inventory,84.79,102.81,93.05,102.82,94.89,119.38,154.89,144.89,131.98,143.23,137.56,142.62,124.64,129.74,112.27,115.95,96.32,98.86,110.88,113.75,Upgrade
8,Other Current Assets,666.51,5.64,17.07,16.65,21.3,16,23.01,22.36,230.17,233.47,205.28,172.82,70.84,43.72,40.02,41.06,17.49,15.5,11.65,10.75,Upgrade
9,Total Current Assets,1170,523.38,556.09,562.55,579.29,803.24,612.48,665.03,1168,1144,993.99,975.44,817.05,757.33,766.79,742.49,749.33,713.3,806.57,805.84,Upgrade
10,"Property, Plant & Equipment",153.06,153.84,159.48,164.6,172.53,177.59,212.55,219.45,228.65,208.71,240.99,275.9,378.39,417.03,426.51,434.57,460.16,470.83,468.47,476.05,Upgrade
