,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3982,2994,2739,3159,3330,2860,2748,2603,2378,2409,2779,2748,3185,2715,2820,3067,3105,3716,4000,3553,3689,Upgrade
1,Market Cap Growth,4.68%,4.68%,-0.32%,21.34%,40.06%,18.70%,-1.12%,-5.28%,-25.35%,-11.26%,-1.42%,-10.40%,2.59%,-26.95%,-29.50%,-13.68%,-15.84%,22.69%,28.00%,-4.91%,10.97%,Upgrade
2,Enterprise Value,3315,2327,2011,2386,2558,2080,1694,1532,1307,1268,1605,1527,1964,1580,1550,1843,1881,2412,2619,2991,3127,Upgrade
3,Last Close Price,17.85,13.42,12.28,13.57,14.30,12.28,11.80,10.69,9.77,9.90,11.42,10.82,12.54,10.69,11.10,11.53,11.67,13.97,15.03,12.84,13.33,Upgrade
4,PE Ratio,19.62,14.69,14.53,18.09,20.48,22.72,24.29,24.62,20.69,20.86,22.58,19.60,21.90,15.53,15.17,16.45,17.32,21.40,22.89,20.63,20.64,Upgrade
5,Forward PE,-,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,14.30,13.73,14.60,17.75,20.69,16.35,17.62,Upgrade
6,PS Ratio,2.72,2.04,1.89,2.32,2.64,2.46,2.51,2.50,2.29,2.42,2.91,2.84,3.38,2.81,2.90,3.27,3.48,4.08,4.45,3.98,3.91,Upgrade
7,PB Ratio,1.96,1.47,1.39,1.54,1.65,1.46,1.43,1.31,1.21,-,1.46,1.40,1.65,1.42,-,1.57,1.63,2.00,2.22,1.88,1.99,Upgrade
8,P/TBV Ratio,1.56,1.56,1.47,1.60,1.73,1.52,1.50,1.37,1.27,-,1.52,1.41,1.67,1.44,-,1.59,1.65,2.03,2.25,1.90,2.01,Upgrade
