,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,3739,3189,2804,2628,2683,2749,2969,3684,4508,7367,8247,8687,8906,10666,10996,10996,10556,12645,13305,16933,16054,Upgrade
1,Market Cap Growth,16.00%,16.00%,-5.56%,-28.66%,-40.49%,-62.69%,-64.00%,-57.59%,-49.38%,-30.93%,-25.00%,-21.00%,-15.63%,-15.65%,-17.36%,-35.06%,-34.25%,-29.45%,-35.98%,-14.92%,-21.51%,Upgrade
2,Last Close Price,0.34,0.29,0.26,0.24,0.24,0.25,0.27,0.34,0.41,0.67,0.75,0.79,0.81,0.97,1.00,1.00,0.96,1.15,1.10,1.41,1.33,Upgrade
3,PE Ratio,10.03,8.56,11.95,-,21.33,-,269.18,-,-9.60,-,9.07,-,66.00,-33.98,-,-,3.62,3.56,3.58,4.25,3.37,Upgrade
4,PS Ratio,0.55,0.47,0.42,0.38,0.42,0.43,0.42,0.52,0.80,1.14,1.05,1.26,1.34,1.68,1.85,1.47,1.10,1.22,1.25,1.52,1.38,Upgrade
5,PB Ratio,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.05,-,0.10,0.11,0.11,0.12,0.15,0.18,0.18,-,0.22,0.23,0.29,0.28,Upgrade
6,P/FCF Ratio,0.76,-,-0.05,-,0.10,-,0.07,-,0.47,-,-2.81,-,-0.11,-,-0.80,-,0.26,-,-,-,-,Upgrade
7,P/OCF Ratio,0.62,-,-0.05,-,0.10,-,0.06,-,0.45,-,-3.36,-,-0.11,-,-0.86,-,0.25,-,-,-,-,Upgrade
8,Debt / Equity Ratio,1.39,1.39,1.11,0.97,0.74,0.74,0.71,0.83,-,1.22,1.10,0.79,0.89,0.84,0.99,0.99,-,1.18,1.18,1.65,1.65,Upgrade
9,Debt / FCF Ratio,19.86,-,-1.29,-,1.93,-,1.13,-,-,-,-29.18,-,-0.77,-,-4.35,-,-,-,-,-,-,Upgrade
10,Return on Equity (ROE),2.91%,2.33%,1.12%,0.06%,2.37%,2.03%,-,-,1.57%,2.17%,-5.93%,-,7.68%,-0.99%,-,-,7.09%,7.13%,5.52%,5.61%,Upgrade,
11,Return on Assets (ROA),0.22%,0.18%,0.09%,0.00%,0.19%,0.17%,-,-,0.15%,0.21%,-0.57%,-,-,-,-,-,0.58%,0.61%,0.49%,0.47%,Upgrade,
12,Earnings Yield,9.97%,30.81%,30.31%,31.02%,26.05%,25.50%,20.93%,17.03%,-10.42%,-1.31%,11.03%,3.87%,1.52%,-2.94%,-3.62%,8.05%,27.63%,28.12%,27.97%,23.51%,29.64%,Upgrade
13,FCF Yield,130.88%,153.44%,-2141.23%,-1625.67%,973.78%,-1351.62%,1538.04%,43.78%,212.82%,-106.97%,-35.56%,80.76%,-949.08%,88.52%,-125.46%,-516.38%,385.96%,-481.74%,-272.20%,-70.37%,34.65%,Upgrade
14,Payout Ratio,60.91%,91.43%,-,152.68%,1010.15%,68.48%,65.63%,422.31%,1208.85%,-,23.45%,-,241.88%,0.07%,-,-,31374.14%,28.60%,28.60%,-,-,Upgrade
15,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,0.00%,-,0.00%,-,-,-,-,-,Upgrade,
16,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,0.00%,-,0.00%,-,-,-,-,-,Upgrade,
