,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,82726,40597,37085,28015,64323,79151,56460,-,32710,37198,32008,22651,30053,-,20522,-,41339,41339,16414,16414,Upgrade
1,Investment Securities,276326,317226,278291,294058,227777,165443,209547,-,198930,196270,183980,176017,167411,-,163051,-,168907,168907,172037,172037,Upgrade
2,Trading Asset Securities,85756,98665,86559,103352,97542,156398,83641,-,69655,66085,63313,58723,59328,-,53590,-,64414,64414,59635,59635,Upgrade
3,Total Investments,362083,415891,364850,397410,325319,321841,293188,-,268585,262354,247293,234740,226740,-,216641,-,233321,233321,231672,231672,Upgrade
4,Gross Loans,381908,345814,349028,318535,332959,298117,307979,-,313140,286058,320828,290652,320568,-,307338,-,308346,308346,290284,290284,Upgrade
5,Allowance for Loan Losses,-21297,-,-19283,-,-17726,-,-15848,-,-15569,-,-15183,-,-13975,-,-12303,-,-9769,-9769,-8971,-8971,Upgrade
6,Other Adjustments to Gross Loans,-2548,-,-2200,-,-2058,-,-1977,-,-2277,-,-2363,-,-2524,-,-2783,-,-3173,-3173,-2847,-2847,Upgrade
7,Net Loans,358063,345814,327545,318535,313174,298117,290154,-,295294,286058,303282,290652,304070,-,292252,-,295403,295403,278466,278466,Upgrade
8,"Property, Plant & Equipment",8300,7756,8479,7921,8719,8112,8969,-,8989,6035,9077,8736,9347,-,9593,-,9563,9563,9548,9548,Upgrade
9,Other Intangible Assets,397.52,414.98,436.89,420.77,429.16,457.14,477.98,-,505.42,525.68,488.86,457.94,421.46,-,402.37,-,284.49,284.49,311.34,311.34,Upgrade
10,Accrued Interest Receivable,5519,-,4712,-,3974,-,3689,-,4869,-,4209,-,4371,-,4786,-,4035,4035,3923,3923,Upgrade
11,Other Receivables,13923,-,16576,-,16969,19345,9069,-,7037,24362,3987,24216,3274,-,1454,-,2652,2652,1806,1806,Upgrade
12,Restricted Cash,40921,-,42762,-,43495,21701,38447,-,35738,27379,36648,39245,46331,-,47403,-,48334,48334,37909,37909,Upgrade
13,Other Current Assets,202.71,-,471,-,393.89,-,850.24,-,338.81,-,322.71,-,254.61,-,164.03,-,176.5,176.5,202.59,202.59,Upgrade
14,Long-Term Deferred Tax Assets,5967,5592,5531,5321,5355,4849,4834,-,4641,4364,4356,4286,4114,-,3744,-,3003,3003,2638,2638,Upgrade
15,Other Real Estate Owned & Foreclosed,4220,-,4495,-,4119,-,4145,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,516.39,34506,385.14,35022,949.98,12132,2450,-,2949,11109,3375,10886,3339,-,1642,-,234.64,234.64,198.61,198.61,Upgrade
17,Total Assets,882838,850570,813329,792644,787220,765704,712733,-,661655,659386,645046,635871,632314,-,598604,-,638346,638346,583089,583089,Upgrade
18,Accrued Expenses,3490,596.1,3965,461.25,3050,591.87,3413,-,2895,569.97,2942,385.98,2589,-,3230,-,3238,3238,3155,3155,Upgrade
19,Interest Bearing Deposits,703989,707909,666090,674272,657694,649676,582420,-,509510,520300,521763,513125,509146,-,483554,-,511151,511151,434228,434228,Upgrade
20,Total Deposits,703989,707909,666090,674272,657694,649676,582420,-,509510,520300,521763,513125,509146,-,483554,-,511151,511151,434228,434228,Upgrade
21,Short-Term Borrowings,33628,18883,11403,4822,1723,1519,4276,-,1699,16939,10837,13075,15634,-,1516,-,2670,2670,18389,18389,Upgrade
22,Current Portion of Long-Term Debt,55607,29091,49157,18715,43627,24509,47362,-,5074,33826,35441,19272,17459,-,39559,-,14937,14937,56519,56519,Upgrade
23,Current Income Taxes Payable,412.43,486.06,234.69,477.68,357.56,768.63,390.69,-,536.33,681.91,586.08,846.91,647.39,-,885.6,-,496.65,496.65,830.39,830.39,Upgrade
24,Accrued Interest Payable,17533,-,14602,-,11803,-,8032,-,6264,-,5348,-,4949,-,7204,-,7081,7081,5801,5801,Upgrade
25,Other Current Liabilities,30.75,-,30.75,-,31.39,-,74.13,-,74.14,-,74.57,-,81.96,-,82.69,-,597.18,597.18,28.98,28.98,Upgrade
26,Long-Term Debt,884.24,23456,928.19,23563,1378,18973,721.46,-,69461,18506,2662,21457,16815,-,9000,-,43362,43362,9997,9997,Upgrade
27,Long-Term Leases,307.05,-,338.1,-,433.98,-,450.89,-,475.44,-,377.49,-,435.45,-,467.62,-,484.31,484.31,510.92,510.92,Upgrade
28,Long-Term Unearned Revenue,99.57,-,140.44,-,180.63,-,159.46,-,172.89,-,174.29,-,191.62,-,191.69,-,192.64,192.64,236.9,236.9,Upgrade
