,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,109,101,113,131,129,149,159,157,123,121,125,Upgrade
1,Market Cap Growth,-22.73%,-22.73%,-12.31%,-12.00%,-18.75%,-5.06%,29.03%,29.51%,-1.59%,-40.20%,-30.00%,Upgrade
2,Enterprise Value,49,55,97,133,185,205,230,181,147,154,147,Upgrade
3,Last Close Price,0.55,0.49,0.55,0.63,0.60,0.69,0.72,0.71,0.55,0.55,0.56,Upgrade
4,PE Ratio,6.39,4.78,5.72,7.60,6.99,10.28,11.63,-69.52,-,-,-,Upgrade
5,PS Ratio,0.35,0.33,0.37,0.45,0.40,0.39,0.43,0.47,0.44,0.47,0.42,Upgrade
6,PB Ratio,0.27,0.25,0.28,0.24,0.32,0.27,0.28,0.28,0.22,0.22,0.22,Upgrade
7,P/TBV Ratio,0.25,0.25,0.28,0.24,0.32,0.27,0.28,0.28,0.22,0.22,0.22,Upgrade
8,P/FCF Ratio,2.27,2.10,2.09,1.66,2.22,7.48,-4.93,-,-,-120.76,-,Upgrade
9,P/OCF Ratio,1.93,1.93,1.94,1.62,2.16,5.86,-6.89,-,4.95,19.13,-,Upgrade
10,EV/Sales Ratio,0.16,0.18,0.32,0.45,0.57,0.54,0.62,0.54,0.52,0.59,0.49,Upgrade
11,EV/EBITDA Ratio,1.37,1.53,2.64,4.76,5.33,5.38,6.36,11.19,-,-443.17,-,Upgrade
12,EV/EBIT Ratio,1.84,1.79,3.14,6.28,7.64,9.54,11.65,131.74,-,-,-,Upgrade
13,EV/FCF Ratio,1.02,1.14,1.78,1.68,3.17,10.27,-7.12,-,-,-153.01,-,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.02,0.06,0.14,0.13,0.16,0.08,0.12,0.12,Upgrade
15,Debt / FCF Ratio,0.01,0.01,0.01,0.14,0.39,3.95,-2.32,-,-,-62.39,-,Upgrade
16,Return on Capital Employed (ROCE),6.35%,7.36%,7.41%,3.57%,5.89%,3.62%,3.25%,0.23%,-,-,-,Upgrade
17,Earnings Yield,15.65%,20.90%,17.48%,13.15%,14.31%,9.73%,8.60%,-1.44%,-15.59%,-22.71%,-10.53%,Upgrade
18,FCF Yield,44.12%,47.58%,47.85%,60.23%,45.04%,13.37%,-20.30%,-31.22%,6.53%,-0.83%,-16.81%,Upgrade
19,Dividend Yield,7.27%,4.09%,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,7.27%,4.09%,-,-,-,-,-,-,-,-,-,Upgrade
