,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,50.49,78.26,53.15,66.02,103.42,168.37,115.47,179.08,116.84,200.33
1,Revenue Growth (YoY),-5.00%,18.55%,-48.61%,-60.79%,-10.44%,-5.98%,-1.17%,-10.61%,-6.88%,-5.90%
2,Cost of Revenue,41.89,72.04,44.34,50.7,90.41,124.03,79.04,118.94,76.81,123.43
3,Gross Profit,8.6,6.22,8.81,15.32,13.01,44.34,36.44,60.14,40.02,76.9
4,"Selling, General & Admin",12.1,21.34,15.37,23.43,53.61,27.25,22.77,30.43,32.71,48.21
5,Other Operating Expenses,0.41,0.85,-1.39,-2.98,-0.98,-5.89,-3.24,-2.16,-4.93,-3.35
6,Operating Expenses,19.91,59.45,17.46,44.47,52.63,24.61,21.66,32.78,30.09,49.05
7,Operating Income,-11.31,-53.23,-8.65,-29.15,-39.62,19.73,14.77,27.36,9.93,27.85
8,Interest Expense,-6.27,-8.94,-5.58,-4.66,-5.1,-3.91,-5.51,-3.86,-4.18,-5.15
9,Interest & Investment Income,-,-,-,0.01,-,7.5,-,1.2,-,0.63
10,Currency Exchange Gain (Loss),-,-0.53,-,-1.1,-,0.44,-,2.94,-,-
11,Other Non Operating Income (Expenses),-,-5.1,-,-1.04,-,-1.24,-0.09,0.05,-0.48,0.02
12,EBT Excluding Unusual Items,-17.58,-67.8,-14.23,-35.95,-44.71,22.52,9.17,27.68,5.27,23.35
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,3.77
14,Gain (Loss) on Sale of Assets,-,-9.57,-,-1.43,-,0.04,-,-,-,4.8
15,Other Unusual Items,-,0.24,-,0.01,-,-,-,-,-,-
16,Pretax Income,-17.58,-77.13,-14.23,-37.37,-44.71,22.56,9.17,27.68,5.27,31.92
17,Income Tax Expense,-,6.94,-,-4.26,-1.17,3.78,1.86,5.08,3.72,9.86
18,Earnings From Continuing Operations,-17.58,-84.06,-14.23,-33.12,-43.54,18.78,7.31,22.59,1.55,22.06
19,Minority Interest in Earnings,-,0.3,-,-,-,-,-,-,-,-
20,Net Income,-17.58,-83.76,-14.23,-33.12,-43.54,18.78,7.31,22.59,1.55,22.06
21,Net Income to Common,-17.58,-83.76,-14.23,-33.12,-43.54,18.78,7.31,22.59,1.55,22.06
22,Net Income Growth,-,-,-,-,-,-16.89%,371.61%,2.40%,-88.42%,-34.23%
23,Shares Outstanding (Basic),625,646,521,521,521,521,521,521,483,432
24,Shares Outstanding (Diluted),625,646,521,521,521,521,521,521,483,432
25,Shares Change (YoY),19.90%,24.10%,-,-,-,-0.08%,7.88%,20.78%,11.87%,-1.30%
26,EPS (Basic),-0.03,-0.13,-0.03,-0.06,-0.08,0.04,0.01,0.04,0.00,0.05
27,EPS (Diluted),-0.03,-0.13,-0.03,-0.06,-0.08,0.04,0.01,0.04,0.00,0.05
28,EPS Growth,-,-,-,-,-,-16.83%,337.17%,-15.22%,-89.65%,-33.36%
29,Free Cash Flow,-4.58,1.49,39.51,-107.43,-181.79,157.68,-1.28,-38.79,-30.55,6.76
30,Free Cash Flow Per Share,-0.01,0.00,0.08,-0.21,-0.35,0.30,-0.00,-0.07,-0.06,0.02
31,Operating Margin,-22.41%,-68.02%,-16.28%,-44.16%,-38.31%,11.72%,12.79%,15.28%,8.50%,13.90%
32,Profit Margin,-34.83%,-107.03%,-26.78%,-50.16%,-42.10%,11.15%,6.33%,12.62%,1.33%,11.01%
33,Free Cash Flow Margin,-9.06%,1.91%,74.34%,-162.73%,-175.78%,93.65%,-1.11%,-21.66%,-26.14%,3.37%
34,EBITDA,-6.17,-47.93,-1.66,-23.46,-28.67,30.77,27.37,37.71,20.82,37.57
35,D&A For EBITDA,5.15,5.3,6.99,5.69,10.95,11.04,12.6,10.36,10.88,9.72
36,EBIT,-11.31,-53.23,-8.65,-29.15,-39.62,19.73,14.77,27.36,9.93,27.85
