,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,47.27,48.9,30.55,6.22,87.69,286.51,109.59,132.42,109.86,116.63
1,Short-Term Investments,-,5,-,5.33,-,6.1,-,8.15,-,2.57
2,Cash & Short-Term Investments,47.27,53.9,30.55,11.55,87.69,292.62,109.59,140.57,109.86,119.2
3,Cash Growth,54.70%,366.50%,-65.16%,-96.05%,-19.98%,108.16%,-0.25%,17.93%,-,-37.14%
4,Accounts Receivable,247.65,247.37,389.9,327.54,183.9,117.01,78.67,77.82,100.46,60.24
5,Other Receivables,-,34.29,-,85.42,-,9.93,-,13.3,-,1.13
6,Receivables,247.65,281.66,389.9,412.97,183.9,126.94,78.67,91.12,100.46,61.37
7,Inventory,2.06,24.55,9.9,10.86,16.42,23.24,65.15,50.27,71.43,65.06
8,Prepaid Expenses,-,98.37,-,83.18,-,76.73,-,109.29,-,-
9,Restricted Cash,-,-,-,-,-,-,-,1.04,1.04,1.02
10,Other Current Assets,154.79,-,132.85,-,337.5,-,135.57,-,78.31,51.82
11,Total Current Assets,451.77,458.46,563.2,518.56,625.51,519.51,388.97,392.29,361.1,298.47
12,"Property, Plant & Equipment",162.33,167.73,168.65,178.14,187.4,200.16,212.78,209.51,201.83,166.3
13,Other Intangible Assets,-,0.07,0.18,0.29,0.41,2.81,5.37,7.2,7.11,6.75
14,Long-Term Deferred Tax Assets,-,-,9.44,9.41,4.41,6.41,4.01,3.54,5.93,5.45
15,Other Long-Term Assets,14.09,14.09,30.34,30.34,50.67,52.1,59.96,58.02,51.07,47.76
16,Total Assets,628.19,640.36,771.8,736.73,868.4,780.99,671.09,670.55,627.04,524.72
17,Accounts Payable,50.99,49.95,106.89,60.97,121.67,81.56,23.28,19.02,24.14,24.89
18,Accrued Expenses,67.32,67.71,58.9,50.68,118.84,50.57,36.46,29.85,21.81,20.31
19,Short-Term Debt,173.22,164.51,164.28,173.88,153.79,167,153.02,155.89,133.99,142.73
20,Current Portion of Leases,0.34,0.57,1.29,2.51,2.78,4.64,4.65,2.67,2.82,2.55
21,Current Income Taxes Payable,18.29,18.68,18.63,18.14,19.78,19.52,15.47,15.14,23.37,16.66
22,Current Unearned Revenue,0.91,0.89,0.85,0.82,2.84,1.9,1.9,0.96,1.35,0.74
23,Other Current Liabilities,5.48,1.13,30.66,25.94,3.51,3.51,0.96,12.33,5.99,8.68
24,Total Current Liabilities,316.55,303.44,381.5,332.95,423.21,328.7,235.76,235.85,213.46,216.55
25,Long-Term Leases,-,-,0.79,2.5,5.96,5.65,7.31,5.32,3.65,0.19
26,Long-Term Unearned Revenue,-,0.01,0.24,0.5,0.78,1.03,1.33,1.75,2.22,2.71
27,Long-Term Deferred Tax Liabilities,-,-,2.43,2.43,2.46,3.76,2.46,2.49,2.5,2.53
28,Other Long-Term Liabilities,-,-,-,-,0.6,0.1,0.61,1.6,1.2,1.85
29,Total Liabilities,316.55,303.45,384.95,338.38,433.01,339.23,247.47,247,223.03,223.83
30,Common Stock,0.56,0.56,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.07
31,Additional Paid-In Capital,134.12,134.12,101.38,101.38,101.38,101.38,101.38,101.38,-,-
32,Retained Earnings,-103.05,-85.47,-1.71,12.52,45.64,89.18,70.4,70.87,32.33,46.72
33,Comprehensive Income & Other,280.31,288,286.71,283.98,287.9,250.74,251.37,250.83,371.21,254.1
34,Total Common Equity,311.94,337.21,386.85,398.35,435.39,441.76,423.62,423.54,404.01,300.9
35,Minority Interest,-0.3,-0.3,-,-,-,-,-,-,-,-
36,Shareholders' Equity,311.64,336.91,386.85,398.35,435.39,441.76,423.62,423.54,404.01,300.9
37,Total Liabilities & Equity,628.19,640.36,771.8,736.73,868.4,780.99,671.09,670.55,627.04,524.72
38,Total Debt,173.55,165.08,166.36,178.89,162.53,177.28,164.99,163.88,140.47,145.46
39,Net Cash (Debt),-126.29,-111.18,-135.8,-167.34,-74.84,115.33,-55.4,-23.31,-30.61,-26.26
40,Net Cash Per Share,-0.20,-0.17,-0.26,-0.32,-0.14,0.22,-0.11,-0.04,-0.06,-0.06
41,Filing Date Shares Outstanding,624.56,624.56,520.89,520.89,520.89,520.89,520.89,520.89,520.89,431.57
42,Total Common Shares Outstanding,624.56,624.56,520.89,520.89,520.89,520.89,520.89,520.89,520.89,431.57
43,Working Capital,135.22,155.02,181.7,185.61,202.29,190.82,153.22,156.44,147.63,81.92
44,Book Value Per Share,0.50,0.54,0.74,0.76,0.84,0.85,0.81,0.81,0.78,0.70
45,Tangible Book Value,311.94,337.14,386.67,398.06,434.98,438.95,418.25,416.34,396.9,294.15
46,Tangible Book Value Per Share,0.50,0.54,0.74,0.76,0.84,0.84,0.80,0.80,0.76,0.68
47,Buildings,-,30.56,-,30.56,-,30.56,-,30.56,-,30.56
48,Machinery,-,119.79,-,119.79,-,121.86,-,122.2,-,92.7
49,Construction In Progress,-,84.85,-,84.85,-,84.85,-,75,-,57.76
50,Leasehold Improvements,-,18.26,-,18.21,-,17.98,-,17.91,-,11.17
