,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,84,106,131,229,427,849,510,844,568,500,-
1,Market Cap Growth,-53.95%,-53.95%,-69.29%,-73.01%,-16.33%,0.62%,-10.09%,68.75%,-,-,-
2,Enterprise Value,220,228,278,317,515,707,577,872,601,529,-
3,Last Close Price,0.14,0.17,0.21,0.44,0.82,1.63,0.98,1.62,1.08,0.95,-
4,PE Ratio,-,-,-,-,-,-,15.94,23.46,19.80,19.30,-
5,PS Ratio,0.62,0.76,0.91,1.78,2.23,2.67,1.47,2.38,1.62,1.44,-
6,PB Ratio,0.25,0.32,0.35,0.55,0.95,1.66,0.94,1.66,1.13,1.13,-
7,P/TBV Ratio,0.31,0.31,0.35,0.55,0.95,1.67,0.95,1.68,1.15,1.15,-
8,P/FCF Ratio,-,-,2.90,-3.12,-,-,2.66,-,-,-,-
9,P/OCF Ratio,-,-,2.90,-3.12,-,-,2.50,-,-33.00,-,-
10,EV/Sales Ratio,1.59,1.65,1.92,2.46,2.69,2.22,1.66,2.46,1.71,1.52,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,8.09,11.13,8.65,8.27,-
12,EV/EBIT Ratio,-,-,-,-,-,-,13.63,17.20,13.58,12.77,-
13,EV/FCF Ratio,-66.32,-,6.15,-4.32,-,-,3.01,-,-,-,-
14,Debt / Equity Ratio,0.56,0.56,0.49,0.43,0.45,0.37,0.40,0.39,0.39,0.35,0.48
15,Debt / FCF Ratio,-,-,4.03,-2.45,-,-,1.13,-,-,-,4.24
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,7.63%,9.68%,8.58%,9.14%,16.77%
17,Earnings Yield,-129.15%,-103.17%,-82.31%,-22.32%,-20.29%,-3.42%,6.27%,4.26%,5.05%,5.18%,-
18,FCF Yield,-3.93%,-3.14%,34.44%,-32.02%,-76.55%,-3.33%,37.61%,-5.71%,-14.50%,-5.22%,-
19,Buyback Yield / Dilution,-22.00%,-19.90%,-24.10%,-,-,-,0.08%,-7.88%,-20.78%,-11.87%,1.30%
20,Total Shareholder Return,-22.00%,-19.90%,-24.10%,-,-,-,0.08%,-7.88%,-20.78%,-11.87%,1.30%
