,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Cash & Equivalents,72.27,84.5,150.25,235.58,186.6,217.45,241.97,344.91,280.97,199.94,209.51,168.84,152.56,168.65,232.96,157.83,61.49,111.67,168.84,138.33,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Upgrade
2,Trading Asset Securities,-,0.65,0.65,-,-,-,25,-,-,-,-,-,-,4.85,4.49,12.56,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,72.27,85.15,150.9,235.58,186.6,217.45,266.97,344.91,280.97,199.94,209.51,168.84,152.56,173.5,237.46,170.39,61.49,111.67,168.84,142.33,Upgrade
4,Cash Growth,-61.27%,-60.84%,-43.48%,-31.70%,-33.59%,8.76%,27.43%,104.29%,84.18%,15.24%,-11.77%,-0.91%,148.10%,55.36%,40.64%,19.72%,-42.24%,-49.40%,57.31%,-35.88%,Upgrade
5,Accounts Receivable,416.05,498.83,415.94,505.27,557.54,571.83,629.51,680.45,905.74,749.3,726.23,899.4,1028,953.44,707.04,866.36,810.69,701.84,464.27,537.58,Upgrade
6,Other Receivables,8.66,7.71,10.74,9.32,10.44,7.16,5.76,4.77,7.34,6.56,6.58,6.26,4.56,3.31,4.75,5.25,5.77,4.94,9.85,3.88,Upgrade
7,Receivables,424.71,506.54,426.69,514.6,567.98,578.99,635.27,685.22,913.08,755.86,732.81,905.66,1033,956.75,711.79,871.61,816.46,706.78,474.11,541.46,Upgrade
8,Inventory,147.59,158.15,186.88,167.7,169.43,170.47,212.82,206.08,205.4,215.71,234.26,214.57,217.51,239.44,224.04,180.53,180.08,181.55,206.65,138.89,Upgrade
9,Other Current Assets,38.75,38.9,64.11,28.76,29.4,24.35,30.57,22.91,18.04,14.59,20.71,19.88,13.4,21.79,52.01,19.17,53.45,65.64,23.14,20.3,Upgrade
10,Total Current Assets,683.32,788.74,828.57,946.65,953.41,991.26,1146,1259,1418,1186,1197,1309,1416,1391,1225,1242,1111,1066,872.74,842.97,Upgrade
11,"Property, Plant & Equipment",668.8,686.84,690.36,673.12,697.9,697.2,701.69,709.4,716.41,519.07,498.32,498.52,424.05,398.87,400.15,403.04,400.72,376.92,355.36,335.79,Upgrade
12,Long-Term Investments,14.55,14.62,14.54,14.57,16.71,16.58,16.71,16.71,5,5,5,5,5,9.11,9.11,9.11,5,5,5,5,Upgrade
13,Goodwill,12.6,12.6,12.6,12.6,30.91,30.91,34.42,34.42,37.66,16.71,16.71,16.71,16.71,16.71,16.71,16.71,17.22,17.22,17.22,-,Upgrade
14,Other Intangible Assets,116.3,116.96,118.27,119.85,127.83,128.45,126.12,127.67,90.03,70.75,68.8,71.79,82.05,82.28,72.56,45.28,26.29,29.84,28.41,26.11,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
