,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1984,2319,2579,2597,2510,2179,1829,1738,2129,2095,Upgrade
1,Short-Term Investments,-,121.52,-,-,-,-,-,10.22,152.87,-,Upgrade
2,Trading Asset Securities,522.98,213.17,101.63,101.85,214.85,3.3,31.31,0.22,4.25,0.27,Upgrade
3,Cash & Short-Term Investments,2507,2653,2681,2699,2725,2182,1860,1748,2286,2095,Upgrade
4,Cash Growth,-6.46%,-1.69%,-1.62%,23.68%,46.49%,24.84%,-18.65%,-16.56%,-13.25%,-3.45%,Upgrade
5,Accounts Receivable,5332,4426,4955,4539,4329,4266,4063,4433,3976,3823,Upgrade
6,Other Receivables,438.83,656.65,612.45,796.7,805.02,951.73,1062,1102,898.98,982.56,Upgrade
7,Receivables,6175,5586,6199,6186,5820,6037,6120,6451,5758,5834,Upgrade
8,Inventory,2285,2343,2309,2084,2024,2129,2271,2293,2077,1981,Upgrade
9,Prepaid Expenses,1.44,0.19,0.5,0.31,2.38,1.61,1.21,1.21,1.97,8.71,Upgrade
10,Other Current Assets,202.92,796.71,795.88,327.2,219.9,500.15,289.1,244.98,512.54,431.85,Upgrade
11,Total Current Assets,11172,11379,11985,11296,10791,10850,10541,10738,10636,10351,Upgrade
12,"Property, Plant & Equipment",3146,3109,3004,2877,3033,2964,3055,3253,3293,3403,Upgrade
13,Long-Term Investments,1724,1453,1543,1368,1479,1392,1369,1156,1215,1049,Upgrade
14,Goodwill,88.8,88.8,90.14,106.09,115.58,131.02,143.31,143.31,143.31,143.31,Upgrade
15,Other Intangible Assets,429.88,475.84,496.3,519.91,537.28,562.03,579.14,590.31,613.86,656.25,Upgrade
16,Long-Term Accounts Receivable,10.82,25.69,187.99,147.09,185.85,185.46,209.31,192.86,219.07,216.97,Upgrade
17,Long-Term Deferred Tax Assets,161.23,159.27,129.24,129.21,105.74,100.2,121.67,117.19,117.43,121.91,Upgrade
18,Long-Term Deferred Charges,73.88,99.54,128.56,214.57,100.06,109.78,146.05,202.84,254.02,249.49,Upgrade
19,Other Long-Term Assets,212.5,289.35,266.05,408.67,329.14,286.7,206.92,91.57,118.78,114.47,Upgrade
20,Total Assets,17344,17486,17866,17229,16814,16735,16459,16624,16778,16518,Upgrade
21,Accounts Payable,4052,3810,3786,3314,3116,2978,3018,2762,2593,2870,Upgrade
22,Accrued Expenses,252.29,255.28,298.08,358.94,327.07,301.98,288.01,328.82,177.99,182.88,Upgrade
23,Short-Term Debt,295.28,568.38,715.71,790.7,479.99,518.98,756.93,802.35,1207,1207,Upgrade
24,Current Portion of Long-Term Debt,960.8,539.33,490.85,765.41,612.97,406.8,788.6,504.29,548.68,206,Upgrade
25,Current Portion of Leases,17,19.53,12.7,16,21.71,40.86,85.03,81.99,72.96,74.16,Upgrade
26,Current Income Taxes Payable,100.67,95,105.24,104.54,94.53,95.22,95.41,105.1,97.62,102.11,Upgrade
27,Current Unearned Revenue,692.54,697,877.1,698.37,720.11,893.51,794.9,1250,985.7,807.47,Upgrade
28,Other Current Liabilities,912.99,1129,1292,1413,1405,1354,1047,1259,1280,1566,Upgrade
29,Total Current Liabilities,7284,7114,7577,7461,6778,6590,6873,7094,6962,7015,Upgrade
30,Long-Term Debt,1082,1633,1761,1351,1785,1968,1482,1601,1941,1643,Upgrade
31,Long-Term Leases,195.01,143.47,77.27,47.64,57.56,5.65,1.3,37.69,71.52,127.7,Upgrade
