,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4348,2063,3242,2284,2284,2432,2469,1916,1695,1474,2137,Upgrade
1,Market Cap Growth,-9.68%,-9.68%,41.94%,-6.06%,-7.46%,26.92%,45.65%,30.00%,-20.69%,-43.66%,11.54%,Upgrade
2,Enterprise Value,4963,2921,4169,3110,3100,3936,4527,3972,3904,3272,3644,Upgrade
3,Last Close Price,1.18,0.56,0.85,0.60,0.57,0.60,0.58,0.45,0.39,0.34,0.48,Upgrade
4,PE Ratio,10.95,4.90,9.69,6.69,6.51,6.21,6.78,7.48,7.80,10.36,10.34,Upgrade
5,Forward PE,-,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,Upgrade
6,PS Ratio,0.51,0.23,0.37,0.28,0.28,0.29,0.27,0.22,0.22,0.23,0.35,Upgrade
7,PB Ratio,0.51,0.23,0.36,0.26,0.25,0.26,0.26,0.21,0.19,0.18,0.26,Upgrade
8,P/TBV Ratio,0.26,0.26,0.41,0.30,0.29,0.31,0.30,0.25,0.23,0.22,0.32,Upgrade
9,P/FCF Ratio,-,-,-57.93,-,-,3.29,7.69,-,20.33,-,-34.56,Upgrade
10,P/OCF Ratio,-,-,20.19,179.23,-,2.72,5.24,-,8.32,-,15.90,Upgrade
11,EV/Sales Ratio,0.55,0.32,0.47,0.38,0.38,0.47,0.50,0.45,0.52,0.51,0.59,Upgrade
12,EV/EBITDA Ratio,21.02,13.26,13.32,5.78,6.51,11.96,13.06,8.87,9.14,8.84,11.49,Upgrade
13,EV/EBIT Ratio,-,-78.99,-,11.34,14.91,53.16,52.83,20.45,23.98,40.97,50.62,Upgrade
14,EV/FCF Ratio,-14.07,-,-74.48,-,-,5.32,14.10,-,46.82,-,-58.94,Upgrade
15,Debt / Equity Ratio,0.30,0.30,0.35,0.38,0.37,0.38,0.38,0.41,0.40,0.52,0.45,Upgrade
16,Debt / FCF Ratio,-,-,-57.14,-,-,4.68,11.24,-,43.12,-,-58.93,Upgrade
17,Return on Capital Employed (ROCE),-,-0.34%,-,2.47%,1.88%,0.63%,0.69%,1.68%,1.44%,0.74%,0.68%,Upgrade
18,Earnings Yield,9.68%,20.40%,10.32%,14.94%,15.36%,16.11%,14.74%,13.37%,12.82%,9.65%,9.68%,Upgrade
19,FCF Yield,-8.11%,-17.10%,-1.73%,-5.59%,8.28%,30.41%,13.01%,7.58%,4.92%,0.35%,-2.89%,Upgrade
20,Buyback Yield / Dilution,0.73%,-6.06%,6.56%,-3.14%,-7.01%,-1.95%,-6.68%,4.25%,-12.19%,11.67%,11.10%,Upgrade
21,Total Shareholder Return,2.59%,-6.06%,6.56%,-3.14%,-7.01%,-1.95%,-6.68%,4.25%,-12.19%,11.67%,11.10%,Upgrade
