,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,68130,65863,68978,61635,67863,65729,65068,57691,63775,60796,60235,56490,58560,56298,54773,54179,59189,52081,43141,49238,Upgrade
1,Other Revenue,-781.71,781.71,-,1135,-831.98,831.98,-,1082,-609.61,609.61,-,985.44,-657.02,657.02,-,1133,-505.59,505.59,-,1291,Upgrade
2,Revenue,67349,66645,68978,62770,67031,66561,65068,58773,63166,61405,60235,57475,57903,56955,54773,55312,58684,52587,43141,50530,Upgrade
3,Revenue Growth (YoY),0.47%,0.13%,6.01%,6.80%,6.12%,8.40%,8.02%,2.26%,9.09%,7.81%,9.97%,3.91%,-1.33%,8.31%,26.96%,9.46%,16.88%,2.11%,-11.09%,10.13%,Upgrade
4,Cost of Revenue,45825,45533,49005,42503,45588,45663,46394,39947,43270,42215,42975,38770,39678,39390,39169,37355,41784,38045,31301,34500,Upgrade
5,Gross Profit,21524,21112,19972,20267,21442,20898,18674,18826,19895,19190,17259,18705,18225,17565,15604,17956,16900,14541,11840,16030,Upgrade
6,"Selling, General & Admin",12718,12625,11249,15132,13105,13079,11152,14213,12487,12119,10628,13369,11908,11822,9957,13251,11308,10717,8418,14035,Upgrade
7,Research & Development,3041,2147,2942,2176,3019,2287,2739,2050,2860,2114,2484,2159,2466,1670,2068,1846,2067,1340,1600,1794,Upgrade
8,Other Operating Expenses,-723.16,571.85,65.14,1042,-367.36,287.81,-86.2,978.52,-333.7,276.81,-130.6,965.66,-263.07,272.51,-82.27,194.09,-401.63,81.91,-134.59,-289.95,Upgrade
9,Operating Expenses,15065,15429,14296,18399,15813,15726,13912,17404,15118,14662,13052,16714,14220,13738,12002,15345,12980,12165,9967,15635,Upgrade
10,Operating Income,6459,5683,5676,1868,5629,5172,4762,1422,4777,4528,4207,1991,4005,3827,3601,2611,3920,2376,1873,394.74,Upgrade
11,Interest Expense,-609.83,-625.57,-600.82,-810.85,-424.06,-481.45,-393.63,-376.5,-263.18,-195.09,-153.26,-169.92,-179.26,-194.38,-168.9,-294.87,-312.96,-445.11,-274.14,-431,Upgrade
12,Interest & Investment Income,1014,1017,935.17,870.08,781.36,932.14,812.53,591.48,563.13,839.52,693.75,905.22,665.15,821.44,579.5,684.5,2885,539.35,437.06,638.34,Upgrade
13,Currency Exchange Gain (Loss),-262.62,262.62,-,135.18,-288.2,288.2,-,371.89,-169.14,169.14,-,-577.46,211.63,-211.63,-,-385.01,216.77,-216.77,-,272.4,Upgrade
14,Other Non Operating Income (Expenses),288.57,153.15,-95.96,-393.75,392.85,101.9,-80.64,-697.27,610.41,193.48,-146.21,49.68,-153.02,159.18,-119.43,568.35,-509.39,168.53,-143.3,30.5,Upgrade
15,EBT Excluding Unusual Items,6890,6490,5914,1668,6091,6013,5101,1312,5518,5535,4602,2199,4549,4401,3892,3184,6199,2422,1893,904.99,Upgrade
16,Gain (Loss) on Sale of Investments,31.72,-59,29.43,-24.37,12.86,-7.55,38.83,149.31,-153.81,-126.15,7.36,78.69,-24.5,30.76,33.51,12.28,37.58,18.6,-49.59,6.91,Upgrade
17,Gain (Loss) on Sale of Assets,5.26,-26.58,16.72,-87.94,0.91,-24.13,-0.69,145.75,13.93,21.42,1.2,-117.34,72.17,147.02,-11.61,-58.68,-41.21,-8.54,-2.84,411.1,Upgrade
