,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,259339,311299,263823,237255,206934,228179,228989,233486,249361,239816,284424,253832,325290,277973,274861,324149,291750,159055,124076,100935,139983,Upgrade
1,Market Cap Growth,36.43%,36.43%,15.21%,1.61%,-17.01%,-4.85%,-19.49%,-8.02%,-23.34%,-13.73%,3.48%,-21.69%,11.50%,74.77%,121.53%,221.15%,108.42%,51.90%,1.45%,-18.90%,42.30%,Upgrade
2,Enterprise Value,245467,289585,242738,213578,182907,201949,202444,204695,229975,212592,259954,226072,297706,257535,251796,315182,306193,180979,145986,125116,164698,Upgrade
3,Last Close Price,26.45,31.20,25.20,23.51,21.29,23.80,23.18,23.23,25.01,22.62,26.79,23.47,30.38,25.31,24.57,28.20,25.48,-,-,-,-,Upgrade
4,PE Ratio,12.59,15.11,13.60,12.58,11.32,13.13,13.49,13.48,14.99,14.69,17.12,15.16,20.26,18.36,17.63,25.14,27.66,20.21,19.07,12.94,15.25,Upgrade
5,PS Ratio,1.06,1.06,0.93,0.82,0.72,0.83,0.84,0.82,0.91,0.90,1.02,0.88,1.17,1.02,1.01,1.23,1.17,0.68,0.58,0.47,0.62,Upgrade
6,PB Ratio,2.51,2.51,2.26,1.99,1.77,2.09,2.16,2.08,2.33,2.34,2.77,2.41,3.26,2.91,3.04,3.58,3.61,2.04,1.70,1.39,1.93,Upgrade
7,P/TBV Ratio,3.75,3.75,3.48,3.03,2.75,3.25,3.46,3.24,3.72,3.75,4.50,3.88,5.45,5.04,5.47,6.44,7.16,8.35,8.41,6.64,9.04,Upgrade
8,P/FCF Ratio,17.71,17.71,15.14,-,12.23,15.68,16.97,-,18.31,16.78,18.40,-,16.71,449.56,148.66,242.97,-,24.86,21.71,-,14.08,Upgrade
9,P/OCF Ratio,10.84,10.84,9.34,8.54,7.44,9.57,10.05,9.98,10.89,10.32,11.70,9.55,11.41,536.33,134.88,200.12,-,11.31,10.36,-,8.30,Upgrade
10,EV/Sales Ratio,0.86,0.98,0.85,0.74,0.64,0.73,0.74,0.72,0.84,0.80,0.94,0.79,1.07,0.95,0.93,1.20,1.23,0.77,0.68,0.59,0.73,Upgrade
11,EV/EBITDA Ratio,9.33,10.91,9.71,8.60,7.50,8.62,8.93,8.78,10.25,9.43,11.27,9.66,13.20,11.21,11.11,15.34,16.63,12.01,12.22,9.60,11.39,Upgrade
12,EV/EBIT Ratio,11.61,13.28,11.98,10.74,9.52,11.08,11.61,11.56,13.62,12.43,15.06,13.04,18.07,15.18,15.00,21.24,23.92,18.52,20.11,14.72,16.12,Upgrade
13,EV/FCF Ratio,13.97,16.48,13.93,-,10.81,13.88,15.00,-,16.89,14.87,16.81,-,15.29,416.51,136.19,236.25,-,28.28,25.54,-,16.56,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.32,0.29,0.31,0.29,0.33,0.31,0.31,0.34,0.32,0.31,0.30,0.26,0.35,0.33,0.58,0.59,0.71,0.60,0.56,Upgrade
15,Debt / EBITDA Ratio,1.32,1.08,1.18,1.19,2.06,1.09,1.14,1.27,2.13,1.31,1.21,1.23,1.88,0.98,1.29,1.31,2.57,1.99,3.30,3.28,5.90,Upgrade
16,Debt / FCF Ratio,2.04,2.04,2.15,-,2.13,2.19,2.57,-,2.48,2.41,2.15,-,1.51,39.93,17.12,22.45,-,7.18,9.13,-,4.07,Upgrade
17,Asset Turnover,1.04,1.03,1.08,1.01,1.09,1.10,1.10,1.01,1.11,1.11,1.11,1.07,1.11,1.11,1.07,1.10,1.18,1.09,0.92,1.09,Upgrade,
18,Inventory Turnover,4.67,4.71,4.51,4.85,4.28,4.62,4.59,4.52,3.95,4.31,4.18,4.31,4.08,4.56,4.79,5.07,5.31,6.41,5.63,4.40,5.18,Upgrade
19,Quick Ratio,0.71,0.71,0.73,0.75,0.74,0.73,0.78,0.76,0.71,0.67,0.65,0.65,0.64,0.69,0.70,0.74,0.74,0.78,0.77,0.68,0.71,Upgrade
20,Current Ratio,1.10,1.10,1.07,1.14,1.11,1.11,1.13,1.16,1.10,1.04,1.00,1.02,0.99,1.03,1.02,1.07,1.04,1.08,1.07,1.07,1.05,Upgrade
21,Return on Equity (ROE),17.50%,21.05%,17.98%,13.36%,16.90%,20.45%,16.71%,12.86%,16.41%,20.49%,17.17%,15.72%,16.25%,20.32%,17.15%,19.40%,26.14%,13.67%,8.19%,7.80%,Upgrade,
22,Return on Assets (ROA),6.23%,5.46%,5.55%,1.87%,5.72%,5.34%,5.02%,1.53%,5.23%,5.12%,4.86%,2.31%,4.78%,4.65%,4.40%,3.23%,4.92%,3.07%,2.49%,0.53%,Upgrade,
23,Return on Capital (ROIC),11.21%,9.95%,10.11%,3.46%,10.77%,10.01%,9.41%,2.86%,9.94%,9.93%,9.68%,4.86%,9.96%,9.42%,8.61%,6.04%,8.80%,5.41%,4.53%,0.96%,Upgrade,
24,Return on Capital Employed (ROCE),14.06%,14.06%,13.80%,13.27%,13.07%,13.43%,12.83%,12.49%,12.74%,14.39%,14.89%,14.47%,14.46%,14.49%,15.03%,12.82%,11.46%,8.83%,6.94%,8.25%,9.95%,Upgrade
25,Earnings Yield,7.95%,6.62%,7.35%,7.95%,8.83%,7.62%,7.42%,7.42%,6.67%,6.81%,5.84%,6.59%,4.94%,5.45%,5.67%,3.98%,3.62%,4.95%,5.24%,7.73%,6.56%,Upgrade
26,FCF Yield,6.78%,5.65%,6.61%,7.07%,8.17%,6.38%,5.89%,5.98%,5.46%,5.96%,5.44%,6.87%,5.99%,0.22%,0.67%,0.41%,-3.01%,4.02%,4.61%,1.83%,7.10%,Upgrade
27,Dividend Yield,3.33%,-,-,-,4.15%,-,-,-,2.56%,-,-,-,1.86%,-,-,-,1.71%,-,-,-,-,Upgrade
28,Payout Ratio,53.10%,171.52%,11.66%,10.81%,16.96%,139.16%,9.51%,8.63%,7.57%,123.72%,5.05%,3.21%,5.25%,114.72%,4.35%,5.30%,-,96.56%,25.94%,11.63%,188.88%,Upgrade
29,Buyback Yield / Dilution,0.04%,0.16%,1.81%,1.04%,-0.65%,2.07%,0.13%,-1.90%,-0.52%,-1.39%,0.90%,-0.25%,-31.69%,-36.60%,-42.14%,-40.99%,-0.91%,7.93%,-1.11%,0.62%,-0.81%,Upgrade
30,Total Shareholder Return,3.37%,0.16%,1.81%,1.04%,3.50%,2.07%,0.13%,-1.90%,2.05%,-1.39%,0.90%,-0.25%,-29.83%,-36.60%,-42.14%,-40.99%,0.80%,7.93%,-1.11%,0.62%,-0.81%,Upgrade
