,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,44.62,23.65,31.54,16.61,22.99,19.7,48.08,25.7,33.41,28.37
1,Revenue Growth (YoY),41.47%,42.42%,37.23%,-15.69%,-52.19%,-23.34%,43.89%,-9.43%,-31.16%,-45.83%
2,Cost of Revenue,24.23,15.13,20.09,10.95,19.13,20.42,37.42,18.13,19.27,17.75
3,Gross Profit,20.39,8.52,11.45,5.66,3.86,-0.72,10.66,7.57,14.14,10.62
4,"Selling, General & Admin",18.04,17.7,13.56,15.89,9.54,18.23,10.03,8.62,7.5,8.23
5,Other Operating Expenses,-0.06,-0.79,-0.3,-0,-0.24,0.18,-0.23,-0.01,-,-
6,Operating Expenses,17.99,16.87,13.43,15.45,10.14,19.01,10.02,8.52,7.06,7.86
7,Operating Income,2.4,-8.34,-1.98,-9.8,-6.28,-19.73,0.64,-0.95,7.08,2.76
8,Interest Expense,-0.05,-0.07,-0.03,-0.07,-0.03,-0.04,-0.05,-0.05,-0.05,-0.1
9,Interest & Investment Income,0.69,0.87,0.6,0.22,0.01,0.01,0.02,0.02,0.28,0.6
10,Earnings From Equity Investments,0.21,0.12,-0.48,-6.03,1.57,-0.92,1.68,-0.33,3.93,1.78
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,0.06
12,EBT Excluding Unusual Items,3.25,-7.43,-1.89,-15.67,-4.74,-20.67,2.28,-1.31,11.25,5.11
13,Gain (Loss) on Sale of Investments,-,-,-,-0.47,-,-,-,-,-,-
14,Other Unusual Items,1.5,-,-,-,-,-,-,-,-,-
15,Pretax Income,4.75,-7.43,-1.89,-16.14,-4.74,-20.67,2.28,-1.31,11.25,5.11
16,Income Tax Expense,0.07,-0.07,0.07,-0.18,0.05,-0.23,0.36,0.2,0.39,0.58
17,Earnings From Continuing Operations,4.68,-7.36,-1.95,-15.96,-4.79,-20.45,1.92,-1.51,10.86,4.53
18,Minority Interest in Earnings,-0.45,0.1,-,0.36,-,2.2,-,-,-,-
19,Net Income,4.22,-7.26,-1.95,-15.6,-4.79,-18.25,1.92,-1.51,10.86,4.53
20,Net Income to Common,4.22,-7.26,-1.95,-15.6,-4.79,-18.25,1.92,-1.51,10.86,4.53
21,Net Income Growth,-,-,-,-,-,-,-82.29%,-,23.66%,-32.20%
22,Shares Outstanding (Basic),270,270,270,270,270,270,270,270,270,270
23,Shares Outstanding (Diluted),270,270,270,270,270,270,270,270,270,270
24,EPS (Basic),0.02,-0.03,-0.01,-0.06,-0.02,-0.07,0.01,-0.01,0.04,0.02
25,EPS (Diluted),0.02,-0.03,-0.01,-0.06,-0.02,-0.07,0.01,-0.01,0.04,0.02
26,EPS Growth,-,-,-,-,-,-,-82.29%,-,23.66%,-32.20%
27,Free Cash Flow,-0.4,-7.14,-3.82,-4.57,-9.1,-15.34,0.61,1.8,14.65,-0.91
28,Free Cash Flow Per Share,-0.00,-0.03,-0.01,-0.02,-0.03,-0.06,0.00,0.01,0.05,-0.00
29,Operating Margin,5.38%,-35.28%,-6.27%,-59.00%,-27.33%,-100.15%,1.32%,-3.69%,21.20%,9.72%
30,Profit Margin,9.46%,-30.71%,-6.19%,-93.94%,-20.82%,-92.63%,4.00%,-5.89%,32.49%,15.96%
31,Free Cash Flow Margin,-0.89%,-30.17%,-12.09%,-27.49%,-39.60%,-77.86%,1.26%,7.00%,43.86%,-3.21%
32,EBITDA,2.76,-7.99,-1.68,-9.45,-5.87,-19.27,1.01,-0.56,7.52,3.24
33,D&A For EBITDA,0.36,0.35,0.3,0.35,0.41,0.46,0.38,0.39,0.44,0.48
34,EBIT,2.4,-8.34,-1.98,-9.8,-6.28,-19.73,0.64,-0.95,7.08,2.76
