,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,340564,312607,317690,332939,404102,304982,292275,279567,259235,203322,330398,376145,508304,378686,432058,307524,223654,188072,170282,193156,177906,Upgrade
1,Market Cap Growth,2.50%,2.50%,8.70%,19.09%,55.88%,50.00%,-11.54%,-25.68%,-49.00%,-46.31%,-23.53%,22.31%,127.27%,101.35%,153.73%,59.21%,25.71%,10.45%,-5.63%,-2.56%,-2.78%,Upgrade
2,Enterprise Value,967138,1034812,1039895,1106329,1286436,1252835,1323222,1593793,1495521,1519179,1774641,2054902,2661823,2532205,2585577,2586316,2690546,2684196,2581288,2600818,2632238,Upgrade
3,Last Close Price,13400.00,12300.00,12500.00,13100.00,14964.71,11294.12,10823.53,10352.94,8970.49,7035.68,11432.98,12292.90,16612.02,12375.96,14120.22,9475.97,6891.62,5795.22,5247.03,5494.02,5060.28,Upgrade
4,PE Ratio,4.24,3.56,3.85,3.90,4.58,3.48,3.73,4.22,4.87,4.58,2.94,3.34,4.46,3.37,8.27,7.13,4.57,3.83,3.12,3.02,3.50,Upgrade
5,PS Ratio,0.11,0.10,0.11,0.11,0.13,0.10,0.09,0.08,0.07,0.05,0.09,0.10,0.15,0.12,0.14,0.11,0.08,0.07,0.06,0.06,0.06,Upgrade
6,PB Ratio,0.81,0.75,0.76,0.87,0.91,0.75,0.72,0.67,0.66,0.54,1.01,1.03,1.33,0.99,-,1.04,0.69,0.60,0.57,0.60,0.59,Upgrade
7,P/TBV Ratio,0.75,0.75,0.76,0.88,0.92,0.75,0.72,0.67,0.66,0.54,1.02,1.04,1.35,1.00,-,1.05,0.69,0.60,0.58,0.61,0.59,Upgrade
8,P/FCF Ratio,1.23,1.13,1.06,1.03,0.70,0.82,0.80,0.67,-,0.50,0.89,-,0.84,0.64,0.78,1.34,2.20,-,-,-,0.41,Upgrade
9,P/OCF Ratio,0.76,0.76,0.73,0.73,0.61,0.64,0.63,0.54,-,0.42,0.69,-,0.68,0.50,0.64,0.79,1.05,-,-,-,0.34,Upgrade
