,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,283.64,226.35,261.8,263.62,258.3,128,118.68,271.29,276.43,386.61,Upgrade
1,Short-Term Investments,182.38,257.9,200.83,174.91,304.42,449.82,467.82,249.12,375.92,345.75,Upgrade
2,Trading Asset Securities,11.88,31.81,70.4,84.44,22.09,21.94,173.07,213.46,118.99,30,Upgrade
3,Cash & Short-Term Investments,477.9,516.07,533.03,522.96,584.8,599.75,759.57,733.87,771.33,762.36,Upgrade
4,Cash Growth,-10.34%,-1.32%,-8.85%,-12.80%,-23.01%,-18.27%,-1.53%,-3.74%,-1.72%,-4.49%,Upgrade
5,Accounts Receivable,12.81,23.71,18.49,23.66,30.25,38.96,41.43,130.56,74.19,104.63,Upgrade
6,Receivables,12.81,38.38,33.24,38.01,39.39,73.28,41.43,152.68,74.19,104.63,Upgrade
7,Inventory,320.83,332.44,368.06,388.26,433.63,414.49,369.69,358.81,405.98,454.7,Upgrade
8,Other Current Assets,26.41,19.66,25.76,21.33,37.47,42.93,57.42,60.26,56.34,38.54,Upgrade
9,Total Current Assets,837.95,906.55,960.08,970.56,1095,1130,1228,1306,1308,1360,Upgrade
10,"Property, Plant & Equipment",276.37,283.55,294.49,303.88,288.09,316.14,320.06,346.23,345.26,357.53,Upgrade
11,Long-Term Investments,90.13,38.23,35.85,36.23,37.23,38.66,41.84,50.62,44.86,47.32,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,15.6,34.47,Upgrade
13,Other Intangible Assets,31.41,39.76,41.39,51.02,73.72,86.08,91.3,92.27,163.97,163.38,Upgrade
14,Long-Term Deferred Tax Assets,2.77,2.77,8.34,35.43,84.28,105.81,143.4,142.12,177.35,189.32,Upgrade
15,Other Long-Term Assets,52.09,53.74,76.25,72.29,75.11,68.65,46.44,47.75,45.03,46.31,Upgrade
16,Total Assets,1291,1325,1416,1469,1654,1746,1871,1985,2100,2199,Upgrade
17,Accounts Payable,17.37,9.08,12.62,9.21,17.75,15.78,20.35,24.21,18.34,38.17,Upgrade
18,Accrued Expenses,26.41,24.84,25.07,25.1,10.78,18.29,25.03,37.81,26.8,42.76,Upgrade
19,Current Portion of Leases,5.4,4.07,7.38,11.02,10.78,23.49,19.94,32.78,32.26,40.1,Upgrade
20,Current Income Taxes Payable,120.21,120.19,120.24,120.14,124.9,124.7,122.07,122.92,132.85,146.53,Upgrade
