,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,272,317,165,341,579,369,792,534,351,513,620,Upgrade
1,Market Cap Growth,-7.07%,-7.07%,-71.43%,-7.48%,-26.96%,-30.97%,125.49%,4.03%,-43.33%,-25.50%,-20.00%,Upgrade
2,Enterprise Value,-224,-235,-388,-232,-84,-334,-90,-314,-447,-287,-245,Upgrade
3,Last Close Price,0.08,0.07,0.04,0.08,0.13,0.08,0.18,0.12,0.08,0.12,0.14,Upgrade
4,Forward PE,-,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,Upgrade
5,PS Ratio,1.37,1.67,0.72,1.59,2.48,1.13,2.00,0.74,0.41,0.66,0.68,Upgrade
6,PB Ratio,0.25,0.29,0.13,0.26,0.40,0.22,0.43,0.28,0.18,0.26,0.31,Upgrade
7,P/TBV Ratio,0.30,0.30,0.14,0.27,0.42,0.23,0.46,0.29,0.19,0.29,0.34,Upgrade
8,P/FCF Ratio,-,-13.46,-,-21.35,-,-,-,10.22,2.91,4.88,-106.72,Upgrade
9,P/OCF Ratio,-,-15.83,-,-146.35,-,-,-,6.70,2.32,4.31,20.02,Upgrade
10,PEG Ratio,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,Upgrade
11,EV/FCF Ratio,9.53,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.03,Upgrade
13,Debt / FCF Ratio,-,-0.56,-,-1.04,-,-,-,0.54,0.41,0.44,-9.14,Upgrade
14,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,1.09%,-,4.56%,Upgrade
15,Earnings Yield,-46.12%,-39.61%,-94.94%,-78.08%,-49.25%,-56.23%,-23.52%,-28.24%,-41.28%,-12.01%,3.59%,Upgrade
16,FCF Yield,-8.65%,-7.43%,-7.74%,-4.68%,-9.25%,-41.99%,-16.18%,9.79%,34.40%,20.49%,-0.94%,Upgrade
17,Dividend Yield,25.64%,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,0.82%,1.20%,2.36%,2.95%,1.03%,Upgrade,
19,Total Shareholder Return,25.64%,-,-,-,-,-,0.82%,1.20%,2.36%,2.95%,1.03%,Upgrade
