,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q2 2021,Q1 2021,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+2 Quarters
0,Revenue,200786,36473,62581,57607,126441,177758,190904,159403,282216,270138,250445,173467,154846,154846,88169,88169,94882,70570,66552,66552,Upgrade
1,Revenue Growth (YoY),58.80%,-79.48%,-67.22%,-63.86%,-55.20%,-34.20%,-23.77%,-8.11%,82.26%,74.46%,184.05%,96.74%,63.20%,119.42%,32.48%,32.48%,16.75%,60.41%,-,-,Upgrade
2,Cost of Revenue,161945,31998,56395,45620,107542,165634,180567,147566,237639,234613,202959,147293,135802,135802,78175,78175,81335,62836,55359,55359,Upgrade
3,Gross Profit,38841,4475,6186,11988,18899,12123,10337,11837,44577,35525,47486,26174,19044,19044,9994,9994,13548,7734,11193,11193,Upgrade
4,"Selling, General & Admin",3164,3421,4110,2501,5536,2735,3079,6836,7169,6704,4662,3277,1604,1604,2375,2375,2012,2088,2255,2255,Upgrade
5,Operating Expenses,3164,3421,4110,2501,5536,2735,3079,6836,7169,6704,4662,3277,1604,1604,2375,2375,2012,2088,2255,2255,Upgrade
6,Operating Income,35677,1054,2076,9487,13363,9389,7258,5000,37408,28821,42824,22897,17440,17440,7619,7619,11536,5646,8938,8938,Upgrade
7,Interest Expense,-24737,-25056,-25540,-24346,-24435,-18054,-36287,-4985,-32102,-11714,-18168,-6464,-6730,-6730,-4354,-4354,-3805,-2991,-4044,-4044,Upgrade
8,Interest & Investment Income,-,29613,24818,2.77,8186,175.68,816.39,540.5,1361,66.71,517.99,4.39,410.39,410.39,567.92,567.92,0.64,0.37,0.4,0.4,Upgrade
9,Earnings From Equity Investments,-50.19,9.74,-2812,2986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-2526,365.05,2829,17004,3227,10014,-163794,-172.7,-3694,-498.11,-507,-107.49,1418,1418,-96.42,-96.42,0.65,-0.01,-1.44,-1.44,Upgrade
11,EBT Excluding Unusual Items,8363,5985,1372,5134,341.58,1525,-192007,383.55,2973,16676,24667,16330,12537,12537,3736,3736,7732,2656,4893,4893,Upgrade
12,Gain (Loss) on Sale of Assets,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,8363,5985,1372,5134,341.58,1525,-192007,383.55,2973,16676,24667,16330,12537,12537,3736,3736,7732,2656,4893,4893,Upgrade
14,Income Tax Expense,-197.51,-82.43,-151.04,122.58,243.15,42.56,1500,185.66,2970,3326,4490,2535,2508,2508,790.47,790.47,1546,531.25,1069,1069,Upgrade
15,Earnings From Continuing Operations,8561,6068,1523,5011,98.43,1483,-193507,197.89,2.97,13350,20176,13796,10030,10030,2946,2946,6186,2125,3824,3824,Upgrade
16,Minority Interest in Earnings,-105.4,-171.71,130,-49.41,-144.18,77.64,-58.27,-9.69,-130.86,-154.65,-110.79,-73.54,-,-,-,-,-,-,-,-,Upgrade
17,Net Income,8455,5896,1653,4962,-45.75,1560,-193565,188.2,-127.88,13195,20065,13722,10030,10030,2946,2946,6186,2125,3824,3824,Upgrade
18,Net Income to Common,8455,5896,1653,4962,-45.75,1560,-193565,188.2,-127.88,13195,20065,13722,10030,10030,2946,2946,6186,2125,3824,3824,Upgrade
19,Net Income Growth,-,277.92%,-,2536.50%,-,-88.18%,-,-98.63%,-,31.56%,581.14%,365.82%,62.14%,371.99%,-22.97%,-22.97%,154.88%,5878.89%,-,-,Upgrade
20,Shares Outstanding (Basic),75,76,79,80,60,60,60,63,68,57,57,57,57,57,8,8,12,-,12,12,Upgrade
21,Shares Outstanding (Diluted),75,76,79,80,60,60,60,63,68,57,57,57,57,57,8,8,12,-,12,12,Upgrade
22,Shares Change (YoY),25.61%,25.97%,31.53%,27.57%,-12.53%,5.05%,5.60%,10.63%,20.16%,0.24%,621.77%,622.05%,374.45%,-,-34.39%,-34.39%,-0.03%,-,-,-,Upgrade
23,EPS (Basic),112.38,78.00,21.00,62.00,-0.76,26.00,-3234.00,3.00,-1.87,231.00,354.00,242.00,176.00,176.00,375.11,375.11,515.00,-,319.52,319.52,Upgrade
24,EPS (Diluted),112.38,78.00,21.00,62.00,-0.76,26.00,-3234.00,3.00,-1.87,231.00,354.00,242.00,176.00,176.00,375.11,375.11,515.00,-,319.52,319.52,Upgrade
25,EPS Growth,-,200.00%,-,1966.67%,-,-88.74%,-,-98.76%,-,31.25%,-5.63%,-35.49%,-65.83%,-,17.40%,17.40%,154.95%,-,-,-,Upgrade
26,Free Cash Flow,16975,-14205,62717,-117897,37648,1062,76182,-16776,-40967,18477,-12734,-132255,-157470,-157470,-,-,31743,-164740,-,-,Upgrade
27,Free Cash Flow Per Share,225.60,-187.92,796.64,-1473.12,628.52,17.69,1272.81,-267.41,-598.27,323.46,-224.66,-2332.37,-2763.23,-2763.23,-,-,2642.72,-,-,-,Upgrade
28,Gross Margin,19.34%,12.27%,9.89%,20.81%,14.95%,6.82%,5.41%,7.43%,15.80%,13.15%,18.96%,15.09%,12.30%,12.30%,11.34%,11.34%,14.28%,10.96%,16.82%,16.82%,Upgrade
29,Operating Margin,17.77%,2.89%,3.32%,16.47%,10.57%,5.28%,3.80%,3.14%,13.26%,10.67%,17.10%,13.20%,11.26%,11.26%,8.64%,8.64%,12.16%,8.00%,13.43%,13.43%,Upgrade
30,Profit Margin,4.21%,16.17%,2.64%,8.61%,-0.04%,0.88%,-101.39%,0.12%,-0.05%,4.88%,8.01%,7.91%,6.48%,6.48%,3.34%,3.34%,6.52%,3.01%,5.75%,5.75%,Upgrade
31,Free Cash Flow Margin,8.45%,-38.95%,100.22%,-204.66%,29.77%,0.60%,39.91%,-10.52%,-14.52%,6.84%,-5.08%,-76.24%,-101.70%,-101.70%,-,-,33.45%,-233.44%,-,-,Upgrade
32,EBITDA,55200,23501,22041,29179,33935,28871,26594,23420,55509,45737,59602,35347,28122,28122,-,-,14353,30058,-,-,Upgrade
33,EBITDA Margin,27.49%,64.43%,35.22%,50.65%,26.84%,16.24%,13.93%,14.69%,19.67%,16.93%,23.80%,20.38%,18.16%,18.16%,-,-,15.13%,42.59%,-,-,Upgrade
34,D&A For EBITDA,19522,22448,19965,19692,20572,19482,19336,18420,18101,16915,16778,12450,10682,10682,-,-,2817,24411,-,-,Upgrade
35,EBIT,35677,1054,2076,9487,13363,9389,7258,5000,37408,28821,42824,22897,17440,17440,7619,7619,11536,5646,8938,8938,Upgrade
36,EBIT Margin,17.77%,2.89%,3.32%,16.47%,10.57%,5.28%,3.80%,3.14%,13.26%,10.67%,17.10%,13.20%,11.26%,11.26%,8.64%,8.64%,12.16%,8.00%,13.43%,13.43%,Upgrade
37,Effective Tax Rate,-,-,-,2.39%,71.18%,2.79%,-,48.41%,99.90%,19.94%,18.20%,15.52%,20.00%,20.00%,21.16%,21.16%,20.00%,20.00%,21.84%,21.84%,Upgrade
38,Revenue as Reported,200786,36473,62581,57607,126441,177758,190904,159403,282216,270138,250445,173467,154846,154846,88169,88169,94882,70570,66552,66552,Upgrade
