,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6263,5739,8122,4228,8579,1767,6999,1316,2049,1238,Upgrade
1,Short-Term Investments,51.77,3601,51.58,2443,184.15,1564,340.46,1312,325.73,1157,Upgrade
2,Accounts Receivable,32528,29346,20086,18733,13730,10898,8636,7286,3490,3919,Upgrade
3,Other Receivables,73.74,69.47,42.15,70.74,24.78,103.93,3064,1649,734.29,82.28,Upgrade
4,Inventory,1672,2380,1330,1091,1482,1469,598.42,697.62,628.53,689.86,Upgrade
5,Prepaid Expenses,8430,3302,7048,3347,3289,1368,2614,555.88,2069,308.36,Upgrade
6,Loans Receivable Current,-,-,-,-,-,-,155.08,155.08,55.08,-,Upgrade
7,Other Current Assets,3807,1204,32.52,972.47,16.6,1400,4171,5134,4459,956.79,Upgrade
8,Total Current Assets,52827,45642,36712,30886,27305,18570,26578,18106,13811,8352,Upgrade
9,"Property, Plant & Equipment",222581,211050,154014,149200,140261,135339,125658,119216,108894,105730,Upgrade
10,Goodwill,1241,1241,832.39,832.39,1083,1083,1103,1103,1187,1187,Upgrade
11,Other Intangible Assets,15548,16135,8048,8286,907.36,934.8,962.23,989.67,1023,1054,Upgrade
12,Long-Term Investments,15055,15022,11788,10788,8975,10191,7477,7295,7183,6694,Upgrade
13,Long-Term Loans Receivable,-,-,-,600,100,100,-,-,100,100,Upgrade
14,Long-Term Deferred Tax Assets,1055,1096,405.26,288.3,723.34,714.35,841.81,874.21,762.95,719.14,Upgrade
15,Long-Term Accounts Receivable,4961,2965,2390,2402,1603,1225,1272,1217,5450,3997,Upgrade
16,Other Long-Term Assets,12314,12655,8083,8122,6844,7087,5296,7148,7709,12456,Upgrade
17,Total Assets,325581,305807,222272,211405,187803,175246,169187,155949,146121,140290,Upgrade
18,Accounts Payable,3288,7656,4718,4693,2140,2796,2274,2200,2203,1746,Upgrade
19,Accrued Expenses,-,1547,715.8,1478,367.05,1599,372.7,1725,912.08,1591,Upgrade
20,Short-Term Debt,9101,19149,14293,15182,20161,15755,18042,15381,15265,13505,Upgrade
21,Current Portion of Long-Term Debt,39726,18092,10940,8385,11327,16992,13932,12695,9325,7756,Upgrade
22,Current Portion of Leases,517.1,734.02,425.18,517.01,357.42,417.92,423.18,543.39,529.9,681.48,Upgrade
23,Current Income Taxes Payable,565.86,496.35,444.31,370.4,400.31,223.03,292.98,288.4,375.01,195.6,Upgrade
24,Other Current Liabilities,33460,27498,15709,15299,12615,7754,13523,10445,10883,10061,Upgrade
25,Total Current Liabilities,86658,75171,47245,45925,47367,45536,48859,43278,39493,35535,Upgrade
26,Long-Term Debt,130487,127448,93208,89439,80412,69688,66889,59582,54883,52992,Upgrade
27,Long-Term Leases,3267,3399,2993,3190,3104,3174,3263,3337,3456,3741,Upgrade
28,Long-Term Unearned Revenue,92.6,58.11,38.56,35.63,38.4,33.39,63.02,64.59,69.73,70.72,Upgrade
29,Long-Term Deferred Tax Liabilities,2947,2850,2361,2275,2143,2380,1867,1916,1686,1743,Upgrade
30,Other Long-Term Liabilities,1858,1861,1928,1950,2017,2057,1979,1981,1894,1074,Upgrade
31,Total Liabilities,225310,210786,147774,142815,135082,122869,122920,110159,101481,95156,Upgrade
32,Common Stock,24509,24509,24509,24509,20418,20418,17268,17268,17268,17268,Upgrade
33,Retained Earnings,-,10664,9714,9491,7778,7536,9246,9215,8698,8800,Upgrade
34,Comprehensive Income & Other,30642,18466,16329,12969,7428,8099,6865,6914,4034,4252,Upgrade
35,Total Common Equity,55151,53640,50552,46969,35624,36052,33379,33398,30000,30320,Upgrade
36,Minority Interest,45121,41381,23946,21621,17097,16324,12888,12392,14639,14813,Upgrade
37,Shareholders' Equity,100271,95021,74498,68590,52721,52377,46267,45790,44639,45133,Upgrade
38,Total Liabilities & Equity,325581,305807,222272,211405,187803,175246,169187,155949,146121,140290,Upgrade
39,Total Debt,183098,168821,121859,116713,115361,106028,102548,91538,83459,78675,Upgrade
40,Net Cash (Debt),-176783,-159482,-113686,-110042,-106597,-102696,-95208,-88910,-81084,-76279,Upgrade
41,Net Cash Per Share,-14.29,-12.89,-9.19,-9.60,-9.84,-10.34,-9.71,-9.07,-8.27,-7.78,Upgrade
42,Filing Date Shares Outstanding,12370,12370,12370,12370,10833,10833,9807,9807,9807,9807,Upgrade
43,Total Common Shares Outstanding,12370,12370,12370,12370,10833,10833,9807,9807,9807,9807,Upgrade
44,Working Capital,-33831,-29528,-10533,-15039,-20062,-26965,-22282,-25172,-25682,-27183,Upgrade
45,Book Value Per Share,4.46,4.34,4.09,3.80,3.29,3.33,3.40,3.41,3.06,3.09,Upgrade
46,Tangible Book Value,38362,36264,41672,37850,33634,34034,31315,31306,27790,28079,Upgrade
47,Tangible Book Value Per Share,3.10,2.93,3.37,3.06,3.10,3.14,3.19,3.19,2.83,2.86,Upgrade
48,Buildings,-,31979,-,27820,-,29360,-,27906,-,24454,Upgrade
49,Machinery,-,179265,-,119823,-,100744,-,79297,-,69032,Upgrade
50,Construction In Progress,-,11871,-,6698,-,14207,-,15295,-,11865,Upgrade
