,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,26472,22945,21317,23384,20305,18511,16966,15372,13056,13919,Upgrade
1,Other Revenue,691.09,1354,364.6,445,266.16,320.88,136.4,179.58,51.77,77.81,Upgrade
2,Revenue,27163,24299,21682,23829,20571,18832,17102,15551,13108,13997,Upgrade
3,Revenue Growth (YoY),25.28%,1.97%,5.40%,26.53%,20.29%,21.09%,30.47%,11.10%,-5.70%,12.48%,Upgrade
4,Fuel & Purchased Power,7922,8327,8474,12481,10245,10567,7487,6146,4730,6181,Upgrade
5,Operations & Maintenance,384.43,739.48,356.1,635.75,328.9,622.38,245.91,458.84,318.83,443.16,Upgrade
6,"Selling, General & Admin",73.62,71.04,32.82,58.76,25.29,28.81,7.88,32.59,4.76,7.05,Upgrade
7,Depreciation & Amortization,6071,4951,4129,3989,3672,3196,2903,2763,2558,2451,Upgrade
8,Other Operating Expenses,5254,5763,4232,5029,2284,4292,1727,2868,1801,2612,Upgrade
9,Total Operating Expenses,19704,19852,17224,22194,16555,18706,12371,12268,9413,11693,Upgrade
10,Operating Income,7458,4447,4457,1635,4017,125.54,4731,3284,3694,2304,Upgrade
11,Interest Expense,-2572,-2299,-1945,-2107,-2161,-1913,-1992,-1753,-1640,-1590,Upgrade
12,Interest Income,197.57,107.3,197.32,62.79,90.83,31.55,135.02,213.83,163.75,84.53,Upgrade
13,Net Interest Expense,-2375,-2191,-1748,-2044,-2070,-1882,-1857,-1539,-1476,-1506,Upgrade
14,Income (Loss) on Equity Investments,483.64,393.49,312.66,-73.99,-78.87,-439.24,106.43,166.22,161.39,126.53,Upgrade
15,Currency Exchange Gain (Loss),-3.47,11.84,-41.97,-16.1,23.17,18.17,25.08,233.51,-44.75,-31.82,Upgrade
16,Other Non-Operating Income (Expenses),-,-,-,-,-,-,-,-,-,12.57,Upgrade
17,EBT Excluding Unusual Items,5564,2661,2980,-498.94,1891,-2177,3006,2144,2335,905.38,Upgrade
18,Impairment of Goodwill,-,-,-,-250.91,-,-,-,-84.6,-,-,Upgrade
19,Gain (Loss) on Sale of Investments,-12.98,-,-,154.34,-,322.39,-,18.42,-,-,Upgrade
20,Gain (Loss) on Sale of Assets,-0.27,-146.88,-0.69,511.45,0.07,-105.36,-6.6,-13.7,45.16,-80.46,Upgrade
21,Asset Writedown,-81.62,-66.96,-,-14.14,-,-1,-,-618.68,-,-498.24,Upgrade
22,Other Unusual Items,-,-,-,1552,-,-,-,-,-,24.31,Upgrade
23,Pretax Income,5469,2447,2980,1453,1891,-1961,2999,1446,2380,350.98,Upgrade
24,Income Tax Expense,877.05,462.55,430.09,198.49,460.24,-66.79,428.74,435.87,464.71,-38.79,Upgrade
25,Earnings From Continuing Ops.,4592,1984,2550,1255,1430,-1894,2571,1010,1916,389.77,Upgrade
26,Minority Interest in Earnings,-1790,-749.57,-699.92,543.26,-580.55,96.29,-1029,-474.53,-742.72,-82.13,Upgrade
27,Net Income,2802,1235,1850,1798,849.88,-1798,1542,535.32,1173,307.65,Upgrade
28,Preferred Dividends & Other Adjustments,232.32,254.35,169.8,101.01,66.21,68.05,66.21,18.14,-,-,Upgrade
29,Net Income to Common,2570,980.47,1680,1697,783.68,-1866,1476,517.18,1173,307.65,Upgrade
30,Net Income Growth,51.50%,-31.33%,117.64%,-,-44.87%,-,31.44%,74.00%,20.09%,-37.47%,Upgrade
31,Shares Outstanding (Basic),12370,12370,12370,11462,10833,9936,9807,9807,9807,9807,Upgrade
32,Shares Outstanding (Diluted),12370,12370,12370,11462,10833,9936,9807,9807,9807,9807,Upgrade
33,Shares Change (YoY),-,7.92%,14.19%,15.35%,10.47%,1.32%,-,-,-,-,Upgrade
34,EPS (Basic),0.21,0.08,0.14,0.15,0.07,-0.19,0.15,0.05,0.12,0.03,Upgrade
35,EPS (Diluted),0.21,0.08,0.14,0.15,0.07,-0.19,0.15,0.05,0.12,0.03,Upgrade
36,EPS Growth,52.98%,-46.38%,94.00%,-,-53.48%,-,25.79%,68.11%,20.09%,-37.26%,Upgrade
37,Free Cash Flow,-5657,-8973,-5772,-10009,-1861,-12349,-3269,-7712,-2954,-9030,Upgrade
38,Free Cash Flow Per Share,-0.46,-0.73,-0.47,-0.87,-0.17,-1.24,-0.33,-0.79,-0.30,-0.92,Upgrade
39,Profit Margin,9.46%,4.04%,7.75%,7.12%,3.81%,-9.91%,8.63%,3.33%,8.95%,2.20%,Upgrade
40,Free Cash Flow Margin,-20.83%,-36.93%,-26.62%,-42.00%,-9.05%,-65.57%,-19.11%,-49.59%,-22.54%,-64.51%,Upgrade
41,EBITDA,13873,9593,8614,5541,7533,3122,7511,5869,6099,4607,Upgrade
42,D&A For EBITDA,6414,5146,4156,3906,3517,2996,2780,2585,2405,2303,Upgrade
43,EBIT,7458,4447,4457,1635,4017,125.54,4731,3284,3694,2304,Upgrade
