,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,36863,50099,35502,35626,40821,53950,56875,16672,16279,13926,16378,Upgrade
1,Market Cap Growth,40.62%,40.62%,-13.03%,-33.97%,-28.23%,223.60%,249.37%,19.72%,-0.60%,-25.65%,-6.18%,Upgrade
2,Enterprise Value,275297,271384,184219,184472,185714,199744,186880,136977,121299,115827,107750,Upgrade
3,PE Ratio,9.66,13.13,12.11,9.76,14.56,-42.55,-,6.96,8.11,8.57,11.40,Upgrade
4,PS Ratio,0.66,0.91,0.70,0.72,0.81,1.17,1.29,0.42,0.48,0.47,0.52,Upgrade
5,PB Ratio,0.62,0.46,0.34,0.44,0.53,0.87,0.88,0.30,0.30,0.28,0.32,Upgrade
6,P/OCF Ratio,3.86,3.86,3.25,14.03,-,8.27,-,3.07,2.49,2.28,2.84,Upgrade
7,EV/Sales Ratio,4.96,4.91,3.64,3.75,3.70,4.33,4.24,3.49,3.56,3.89,3.45,Upgrade
8,EV/EBITDA Ratio,10.33,10.76,9.18,12.06,12.56,16.00,14.32,8.51,8.53,9.86,9.17,Upgrade
9,EV/EBIT Ratio,20.04,21.22,18.78,28.02,29.07,41.17,31.35,14.21,14.64,17.60,16.09,Upgrade
10,EV/FCF Ratio,-17.51,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,1.83,1.83,1.78,1.64,1.70,2.19,2.02,2.22,2.00,1.87,1.74,Upgrade
12,Return on Capital Employed (ROCE),4.98%,4.98%,3.86%,3.48%,3.42%,2.95%,3.74%,6.66%,6.19%,5.63%,5.71%,Upgrade
13,Earnings Yield,10.35%,8.66%,9.57%,11.06%,7.33%,-2.06%,-0.55%,14.98%,12.46%,11.67%,8.77%,Upgrade
14,Earnings Yield,10.35%,8.66%,9.57%,11.06%,7.33%,-2.06%,-0.55%,14.98%,12.46%,11.67%,8.77%,Upgrade
15,FCF Yield,-42.64%,-31.38%,-45.75%,-47.86%,-32.87%,-30.85%,-33.71%,-79.21%,-77.81%,-94.41%,-68.59%,Upgrade
16,Buyback Yield / Dilution,-3.81%,-,-7.92%,-14.19%,-15.35%,-10.47%,-1.32%,-,-,-,-,Upgrade
17,Total Shareholder Return,0.95%,-,-7.92%,-14.19%,-15.35%,-10.47%,-1.32%,-,-,-,-,Upgrade
