,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q4 2017,Q3 2017,Q2 2017,Q1 2017,+12 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017",+12 Quarters
0,Market Capitalization,2898,2586,2839,2914,3286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Enterprise Value,2404,2092,2329,2351,3104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Last Close Price,34.07,30.41,33.38,34.26,38.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,PE Ratio,69.53,66.78,42.91,-,47.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,13.86,13.31,14.01,14.66,17.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PB Ratio,3.70,3.31,3.63,3.76,4.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,P/TBV Ratio,3.34,3.34,3.67,3.81,4.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,EV/Sales Ratio,12.37,10.77,11.49,11.83,16.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,EV/EBITDA Ratio,53.71,46.22,32.53,-,41.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/EBIT Ratio,58.60,51.01,34.58,-,43.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.03,-,0.04,0.05,0.05,0.05,0.06,0.06,0.03,0.03,-,-,-,-,-,-,Upgrade
11,Debt / EBITDA Ratio,0.24,0.08,0.27,0.95,0.48,0.05,-,0.79,7.48,0.14,0.14,27.05,27.05,0.06,0.06,-,-,-,-,-,-,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,4.13,-,-,-,-,-,-,-,0.55,-14.72,-,-,-,-,-,-,Upgrade
13,Asset Turnover,-,0.19,0.16,-,-,-,-,-,0.50,0.53,0.28,-,0.92,1.00,0.41,0.39,0.81,0.87,0.43,0.41,Upgrade,
14,Inventory Turnover,-,-,19.40,25.46,-,-,-,-,-,16.27,9.92,25.46,-,9.16,8.15,4.77,5.34,4.90,7.26,7.11,6.58,Upgrade
15,Quick Ratio,-,-,27.81,28.70,33.17,8.05,-,14.47,-,11.14,11.14,11.64,11.64,6.15,6.15,5.85,5.85,8.11,8.11,8.58,8.58,Upgrade
16,Current Ratio,-,-,28.24,28.87,33.39,8.30,-,14.99,-,11.47,11.47,12.00,12.00,6.67,6.67,6.35,6.35,8.57,8.57,8.98,8.98,Upgrade
17,Return on Equity (ROE),14.84%,3.97%,-0.15%,-,-,-,1.17%,0.22%,26.37%,28.24%,0.53%,-,33.61%,36.70%,-13.26%,-12.72%,29.28%,31.59%,-14.49%,-13.85%,Upgrade,
18,Return on Assets (ROA),-,2.73%,-0.61%,-,-,-,-,-,15.38%,16.37%,-1.35%,-,15.00%,16.35%,-8.12%,-7.87%,18.24%,19.55%,-9.70%,-9.25%,Upgrade,
19,Return on Capital (ROIC),10.07%,2.80%,-0.63%,-,-,-,0.53%,-0.14%,16.55%,17.60%,-1.45%,-,16.71%,18.47%,-9.32%,-8.94%,20.53%,22.15%,-11.07%,-10.58%,Upgrade,
20,Return on Capital Employed (ROCE),-,-,8.58%,-,8.81%,17.00%,-,13.55%,-,12.33%,9.29%,-,-,7.29%,7.82%,-,-,8.45%,5.67%,-,-,Upgrade
21,Earnings Yield,1.34%,1.50%,2.33%,2.32%,2.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,FCF Yield,-,-1.88%,-1.40%,-0.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,9.55%,9.55%,-,-,11.82%,11.82%,-,-,Upgrade
24,Buyback Yield / Dilution,-24.50%,-17.67%,-41.21%,21.08%,-221.62%,-20.80%,-51.27%,-26.84%,76.61%,7.94%,7.94%,-34.07%,-34.07%,-,-,-0.67%,-,-3.24%,-3.24%,-0.17%,-0.84%,Upgrade
25,Total Shareholder Return,-23.79%,-17.67%,-41.21%,21.08%,-221.62%,-20.80%,-51.27%,-26.84%,76.61%,7.94%,7.94%,-34.07%,-34.07%,-,-,-0.67%,-,-3.24%,-3.24%,-0.17%,-0.84%,Upgrade
