,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1795,1897,2201,2201,2584,3462,3311,3650,-,5193,5193,Upgrade
1,Market Cap Growth,-13.85%,-13.85%,-14.81%,-36.41%,-21.96%,-5.15%,-,-29.71%,-,0%,0%,Upgrade
2,Enterprise Value,1370,1493,1894,1799,1232,2054,1947,2284,-,3741,3856,Upgrade
3,Last Close Price,0.27,0.28,0.32,0.32,0.38,0.45,0.43,0.48,-,0.68,0.68,Upgrade
4,PE Ratio,-,-,-,35.69,169.02,-,150.43,-20.11,-,-,-,Upgrade
5,PS Ratio,0.98,1.04,1.20,1.26,1.68,2.35,2.23,2.70,-,5.29,4.60,Upgrade
6,PB Ratio,0.57,0.54,0.61,0.58,0.67,0.84,0.78,0.88,-,1.24,1.21,Upgrade
7,P/TBV Ratio,0.91,0.91,1.02,0.98,1.13,1.16,1.09,1.22,-,1.68,1.62,Upgrade
8,P/FCF Ratio,6.16,6.51,9.58,24.44,443.72,-,21.93,168.13,-,50.67,32.31,Upgrade
9,P/OCF Ratio,6.07,6.07,8.89,20.37,60.07,23.35,19.37,64.90,-,33.84,24.07,Upgrade
10,EV/Sales Ratio,0.75,0.82,1.03,1.03,0.80,1.39,1.31,1.69,-,3.81,3.42,Upgrade
11,EV/EBITDA Ratio,5.31,7.91,10.77,14.13,15.55,19.82,11.63,18.85,-,-,47.47,Upgrade
12,EV/EBIT Ratio,12.60,12.99,17.91,28.93,74.75,42.85,17.06,34.26,-,-,-,Upgrade
13,EV/FCF Ratio,4.70,5.12,8.24,19.97,211.61,-,12.90,105.22,-,36.50,23.99,Upgrade
14,Debt / Equity Ratio,0.10,0.10,0.13,0.13,0.12,0.04,0.03,0.04,0.04,0.04,0.04,Upgrade
15,Debt / FCF Ratio,1.18,1.18,1.99,5.60,82.27,-,0.78,6.82,-,1.57,1.19,Upgrade
16,Return on Capital Employed (ROCE),3.04%,3.04%,2.71%,1.52%,0.39%,1.14%,2.65%,1.58%,-1.15%,-,-,Upgrade
17,Earnings Yield,-14.65%,-13.86%,-8.82%,2.80%,0.59%,-0.26%,0.66%,-4.97%,-,-2.24%,-0.16%,Upgrade
18,FCF Yield,16.24%,15.37%,10.44%,4.09%,0.23%,3.22%,4.56%,0.59%,-,1.97%,3.09%,Upgrade
19,Buyback Yield / Dilution,2.74%,0.01%,5.32%,9.99%,4.94%,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,3.19%,0.01%,5.32%,9.99%,4.94%,-,-,-,-,-,-,Upgrade
