,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1095,899.83,1103,1003,792.19,1001,176.24,341.63,233.61,185.36,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,210,260,Upgrade
2,Cash & Short-Term Investments,1095,899.83,1103,1003,792.19,1001,176.24,341.63,443.61,445.36,Upgrade
3,Cash Growth,-0.75%,-10.28%,39.21%,0.20%,349.48%,193.00%,-60.27%,-23.29%,17.07%,-60.34%,Upgrade
4,Accounts Receivable,537.06,403.28,334.17,385.13,464.55,351.66,628.54,570.25,514,635.17,Upgrade
5,Other Receivables,10.27,14.44,10.28,8.94,7.28,7.62,39.28,12.55,4.34,2.37,Upgrade
6,Receivables,547.33,417.73,344.45,394.06,471.83,359.28,667.82,582.8,518.35,637.54,Upgrade
7,Inventory,920.94,730.68,621.87,866.4,1110,602.31,1199,811.11,722.77,538.78,Upgrade
8,Prepaid Expenses,127.31,149.34,135.23,195.49,273.96,235.08,357.6,313.54,246.37,204.44,Upgrade
9,Other Current Assets,199.73,500.06,201.65,207.58,6.51,-,-,14.75,5.73,5.67,Upgrade
10,Total Current Assets,2890,2698,2406,2667,2655,2198,2401,2064,1937,1832,Upgrade
11,"Property, Plant & Equipment",2501,2588,2363,2328,2411,2451,2427,2437,2576,2487,Upgrade
12,Long-Term Investments,21.95,21.95,21.28,10,9.56,1.56,1.94,1.94,2,-,Upgrade
13,Long-Term Deferred Tax Assets,-,14.72,58.28,62,72.54,50.91,57.56,64.23,71.28,79.44,Upgrade
14,Other Long-Term Assets,27.02,29.91,66.65,38.95,9.8,17.56,4.31,-,3.44,27.22,Upgrade
15,Total Assets,5440,5353,4916,5106,5157,4719,4891,4567,4590,4425,Upgrade
16,Accounts Payable,288.44,136.44,173.34,196.5,181.72,195.78,248.59,189.57,150.74,139.35,Upgrade
17,Accrued Expenses,90.05,84.85,92.8,81.4,77.95,100.39,144.95,116.2,226.51,189.44,Upgrade
18,Current Portion of Long-Term Debt,73.32,559.37,227.37,285.93,189.38,108.18,395.76,126.85,184.76,151.35,Upgrade
19,Current Portion of Leases,-,-,-,-,0.12,0.44,0.6,0.6,0.64,0.62,Upgrade
20,Current Income Taxes Payable,13.59,-,15.18,54.52,88.83,75.61,41.19,40.71,22.37,35.43,Upgrade
21,Current Unearned Revenue,-,-,-,204.01,-,268.87,-,329.67,-,171.6,Upgrade
22,Other Current Liabilities,557.36,411.72,381.5,143.58,523.41,144.92,437.66,267.92,593.51,387.64,Upgrade
23,Total Current Liabilities,1023,1192,890.18,965.93,1061,894.17,1269,1072,1179,1075,Upgrade
24,Long-Term Debt,-,-,-,-,3,3,3,-,-,-,Upgrade
25,Long-Term Leases,-,-,-,-,-,-,0.17,0.5,0.89,1.22,Upgrade
26,Long-Term Unearned Revenue,181.16,164.75,203.86,244.72,283.04,259.41,290.99,303.04,320.77,349.07,Upgrade
27,Long-Term Deferred Tax Liabilities,86.74,58.95,68.18,73.41,75.76,70.55,64.54,58.31,49.66,38.1,Upgrade
28,Total Liabilities,1291,1416,1162,1284,1423,1227,1627,1433,1550,1464,Upgrade
29,Common Stock,529.87,530.23,532.5,532.5,532.5,532.5,532.5,532.5,532.66,532.66,Upgrade
30,Retained Earnings,3225,3048,2903,2979,2890,2662,2466,2362,2274,2205,Upgrade
31,Comprehensive Income & Other,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,Upgrade
32,Total Common Equity,3838,3662,3519,3595,3505,3278,3082,2977,2890,2821,Upgrade
33,Minority Interest,310.67,274.72,234.08,226.69,228.66,214.06,182.31,156.83,149.54,139.91,Upgrade
34,Shareholders' Equity,4149,3937,3753,3822,3734,3492,3264,3134,3040,2961,Upgrade
35,Total Liabilities & Equity,5440,5353,4916,5106,5157,4719,4891,4567,4590,4425,Upgrade
36,Total Debt,73.32,559.37,227.37,285.93,192.5,111.61,399.53,127.95,186.3,153.19,Upgrade
37,Net Cash (Debt),1021,340.47,875.46,717.06,599.68,889.36,-223.28,213.68,257.31,292.17,Upgrade
38,Net Cash Growth,16.65%,-52.52%,45.99%,-19.37%,-,316.21%,-,-26.86%,-25.84%,-73.87%,Upgrade
39,Net Cash Per Share,0.17,0.06,0.15,0.12,0.10,0.15,-0.04,0.04,0.04,0.05,Upgrade
40,Filing Date Shares Outstanding,5964,5969,5994,5994,5994,5994,5994,5994,5996,5996,Upgrade
41,Total Common Shares Outstanding,5964,5969,5994,5994,5994,5994,5994,5994,5996,5996,Upgrade
42,Working Capital,1867,1505,1516,1701,1593,1303,1132,992.32,758.29,756.36,Upgrade
43,Book Value Per Share,0.64,0.61,0.59,0.60,0.58,0.55,0.51,0.50,0.48,0.47,Upgrade
44,Tangible Book Value,3838,3662,3519,3595,3505,3278,3082,2977,2890,2821,Upgrade
45,Tangible Book Value Per Share,0.64,0.61,0.59,0.60,0.58,0.55,0.51,0.50,0.48,0.47,Upgrade
46,Buildings,-,1023,-,944.66,-,886.77,-,887.68,-,683.31,Upgrade
47,Machinery,-,3002,-,2579,-,2402,-,2196,-,1710,Upgrade
48,Construction In Progress,-,99.63,-,89.93,-,180.18,-,157.73,-,703.2,Upgrade
