,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,19963,19055,14591,17259,20753,23103,24171,38311,36271,31755,42939,45411,56671,84238,93107,88845,71971,63938,58974,57755,81243,Upgrade
1,Market Cap Growth,-17.52%,-17.52%,-39.63%,-54.95%,-42.78%,-27.24%,-43.71%,-15.63%,-36.00%,-62.30%,-53.88%,-48.89%,-21.26%,31.75%,57.88%,53.83%,-11.41%,-19.03%,-22.96%,-46.81%,-20.44%,Upgrade
2,Enterprise Value,16904,18331,10594,13702,19081,20477,21930,32900,32918,27924,36956,41137,55423,81073,86120,81113,66150,58932,53824,52225,75953,Upgrade
3,Last Close Price,83.55,81.50,60.90,67.45,78.07,91.39,93.58,148.51,126.19,116.24,163.45,163.02,207.40,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,8.54,6.54,5.80,7.56,7.75,7.35,10.06,19.25,54.37,-,21.19,-,16.97,31.67,61.90,36.73,29.62,21.75,15.47,18.80,21.09,Upgrade
5,PS Ratio,1.39,1.39,1.07,1.27,1.51,1.69,1.76,2.76,2.53,2.02,2.53,2.54,3.22,5.02,5.96,6.26,5.49,5.02,4.62,4.41,5.90,Upgrade
6,PB Ratio,0.67,0.67,0.55,0.67,0.76,0.90,0.97,1.40,1.37,1.22,1.55,1.58,1.97,3.25,3.86,3.87,3.22,3.09,3.00,3.22,4.57,Upgrade
7,P/TBV Ratio,0.74,0.74,0.61,0.76,0.86,0.99,1.06,1.54,1.51,1.36,1.72,1.77,2.20,3.70,4.38,4.29,3.57,3.14,3.06,3.29,4.66,Upgrade
8,P/FCF Ratio,-,-,-,-,12.61,-,-,-,32.33,-,-,-,30.49,-,-,-,29.68,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,12.18,-,-,-,29.23,-,-,-,29.11,-,-,-,28.90,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.24,1.34,0.78,1.01,1.39,1.50,1.59,2.37,2.30,1.77,2.18,2.30,3.15,4.83,5.51,5.72,5.05,4.62,4.22,3.98,5.52,Upgrade
11,EV/EBITDA Ratio,3.93,4.26,2.48,3.28,4.61,4.60,5.02,7.79,7.75,6.25,7.15,7.08,9.58,14.14,16.35,17.69,15.87,15.14,13.57,12.11,15.69,Upgrade
12,EV/EBIT Ratio,4.40,4.76,2.78,3.68,5.16,5.08,5.56,8.65,8.60,6.94,7.82,7.59,10.19,14.95,17.21,18.72,16.83,15.98,14.25,12.65,16.32,Upgrade
13,EV/FCF Ratio,-,-,-,-,11.59,-,-,-,29.34,-,-,-,29.82,-,-,-,27.28,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.51,0.51,0.78,0.81,0.77,0.76,0.76,0.70,0.73,0.74,0.69,0.67,0.68,0.73,0.78,0.82,0.84,0.91,0.67,0.73,0.74,Upgrade
