,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,369.18,570.91,388.16,372.85,387.65,519.54,276.66,311.77,226.64,450.83,394.12,428.57,454.18,654.83,594.18,564.28,580.08,729.17,446.07,311.27,Upgrade
1,Other Revenue,-,-27.07,27.07,-,-,-36.98,36.98,-,84.11,-45.61,45.61,-,79.81,-38.83,38.83,-,77.6,-35.68,35.68,-,Upgrade
2,Revenue,369.18,543.84,415.23,372.85,387.65,482.57,313.64,311.77,310.75,405.23,439.72,428.57,533.99,616,633.01,564.28,657.68,693.49,481.75,311.27,Upgrade
3,Revenue Growth (YoY),-4.76%,12.70%,32.39%,19.59%,24.75%,19.09%,-28.67%,-27.25%,-41.81%,-34.22%,-30.53%,-24.05%,-18.81%,-11.17%,31.40%,81.29%,30.35%,22.10%,-6.52%,-24.83%,Upgrade
4,Cost of Revenue,314.56,455.23,360.21,312.31,321.02,390.29,255.15,255.88,263.29,315.1,369.48,377.08,499.57,511.87,536.94,480.01,560.97,553.58,393.15,259.13,Upgrade
5,Gross Profit,54.63,88.62,55.02,60.55,66.64,92.28,58.48,55.89,47.46,90.13,70.25,51.49,34.41,104.14,96.07,84.27,96.71,139.91,88.6,52.14,Upgrade
6,"Selling, General & Admin",26.2,28.27,24.15,25.09,25.05,27.79,22.56,23.89,20.12,25.26,21.4,23.47,-8.58,33.86,30.7,34.13,29.23,37.55,40.24,27.87,Upgrade
7,Research & Development,15.79,17.92,15.5,15.73,16.61,16.34,13.88,14.37,5.18,20.06,16.53,16.87,12.32,20.36,14.75,14.8,12.92,17.09,14.29,15.42,Upgrade
8,Other Operating Expenses,0.48,3,2.06,1.57,1.88,1.96,1.42,-0.6,9.92,1.76,0.55,-4.03,5.2,1.7,2.2,0.97,8.89,-0.21,0.22,3.15,Upgrade
