,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,3492,2831,3390,2954,3809,3166,3792,3476,3244,2730,Upgrade
1,Revenue Growth (YoY),2.98%,-4.17%,-10.99%,-6.69%,0.46%,-8.92%,16.87%,27.33%,-23.78%,-15.44%,Upgrade
2,Cost of Revenue,1746,1153,1662,1296,2027,1418,2006,1787,1489,1079,Upgrade
3,Gross Profit,1745,1678,1728,1658,1782,1747,1785,1689,1755,1651,Upgrade
4,"Selling, General & Admin",22.32,15.9,15.08,11.82,16.93,18.05,20.71,21.04,19.11,22.23,Upgrade
5,Other Operating Expenses,444.02,461.72,473.3,460.97,489.17,450.38,466.48,480.14,460.84,472.77,Upgrade
6,Operating Expenses,1376,1338,1369,1345,1394,1394,1393,1394,1373,1404,Upgrade
7,Operating Income,369.81,339.58,359.6,313.14,388.63,353.3,392.17,294.86,382.45,247.16,Upgrade
8,Interest Expense,-22.55,-22.15,-14.92,-23.61,-37.99,-37.79,-38.36,-43.08,-47.2,-53.65,Upgrade
9,Interest & Investment Income,38.33,32.78,35.07,42.93,41.97,17.92,14.72,17.06,18.79,29.89,Upgrade
10,Currency Exchange Gain (Loss),-0.31,-0.14,1.2,0.38,-1.26,-7.25,-5.57,-2.11,-2.64,5.53,Upgrade
11,Other Non Operating Income (Expenses),-31.41,-31.44,-36.41,-235.42,-35.38,-66.17,-23.14,-13.09,-8.97,-6.54,Upgrade
12,EBT Excluding Unusual Items,353.86,318.64,344.54,97.42,355.97,260,339.81,253.65,342.43,222.39,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,4.3,-4.3,-0.05,-,-,Upgrade
14,Asset Writedown,-,-,-,-,-,-,-,-,-,-85.25,Upgrade
15,Pretax Income,353.86,318.64,344.54,97.42,355.97,264.3,335.51,253.61,342.43,137.14,Upgrade
16,Income Tax Expense,97.2,94.3,98.75,84.4,100.13,93.46,83.44,75.81,77.59,56.36,Upgrade
17,Earnings From Continuing Operations,256.66,224.33,245.79,13.01,255.83,170.85,252.08,177.8,264.84,80.78,Upgrade
18,Minority Interest in Earnings,-,-,-,-,-,0.94,-0.69,0.23,1.76,32.74,Upgrade
19,Net Income,256.66,224.33,245.79,13.01,255.83,171.79,251.38,178.03,266.6,113.52,Upgrade
20,Net Income to Common,256.66,224.33,245.79,13.01,255.83,171.79,251.38,178.03,266.6,113.52,Upgrade
21,Net Income Growth,4.42%,1623.79%,-3.92%,-92.42%,1.77%,-3.50%,-5.71%,56.83%,0.43%,-62.14%,Upgrade
22,Shares Outstanding (Basic),1102,1103,1105,1106,1105,1107,1111,1111,1118,1122,Upgrade
23,Shares Outstanding (Diluted),1102,1103,1105,1106,1105,1107,1111,1111,1119,1122,Upgrade
24,Shares Change (YoY),-0.25%,-0.31%,-0.05%,-0.08%,-0.46%,-0.34%,-0.71%,-0.97%,-0.32%,-0.22%,Upgrade
25,EPS (Basic),0.23,0.20,0.22,0.01,0.23,0.16,0.23,0.16,0.24,0.10,Upgrade
26,EPS (Diluted),0.23,0.20,0.22,0.01,0.23,0.16,0.23,0.16,0.24,0.10,Upgrade
27,EPS Growth,4.90%,1629.00%,-3.90%,-92.42%,2.21%,-3.18%,-5.04%,58.71%,0.55%,-62.04%,Upgrade
28,Free Cash Flow,-,1029,531.62,645.04,900.55,640.63,683.85,913.17,656.76,1024,Upgrade
29,Free Cash Flow Per Share,-,0.93,0.48,0.58,0.81,0.58,0.62,0.82,0.59,0.91,Upgrade
30,Dividend Per Share,0.145,0.175,0.145,0.175,0.145,0.155,0.145,0.155,0.145,0.150,Upgrade
31,Dividend Growth,0%,0%,0%,12.90%,0%,0%,0%,3.33%,0%,-28.57%,Upgrade
32,Operating Margin,10.59%,12.00%,10.61%,10.60%,10.20%,11.16%,10.34%,8.48%,11.79%,9.05%,Upgrade
33,Profit Margin,7.35%,7.92%,7.25%,0.44%,6.72%,5.43%,6.63%,5.12%,8.22%,4.16%,Upgrade
34,Free Cash Flow Margin,-,36.34%,15.68%,21.84%,23.64%,20.24%,18.04%,26.27%,20.24%,37.51%,Upgrade
35,EBITDA,869.68,838.57,860.35,811.85,896.27,906.21,910.93,793.43,869.68,729.84,Upgrade
36,D&A For EBITDA,499.87,498.99,500.75,498.72,507.64,552.91,518.76,498.57,487.23,482.69,Upgrade
37,EBIT,369.81,339.58,359.6,313.14,388.63,353.3,392.17,294.86,382.45,247.16,Upgrade
38,Revenue as Reported,3492,2831,3390,2954,3809,3166,3792,3476,3244,2730,Upgrade
