,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,105400,107880,105400,120280,119040,111600,111600,116560,126480,158720,174840,192200,198400,157480,136400,148800,157480,187240,177320,169880,186000,Upgrade
1,Market Cap Growth,-3.33%,-3.33%,-5.56%,3.19%,-5.88%,-29.69%,-36.17%,-39.35%,-36.25%,0.79%,28.18%,29.17%,25.98%,-15.89%,-23.08%,-12.41%,-15.33%,4.14%,2.14%,8.73%,6.38%,Upgrade
2,Enterprise Value,57179,68327,65847,107397,84049,49466,75309,71277,19790,52030,174625,164897,178672,170592,149512,155195,163875,168694,182854,174437,201230,Upgrade
3,Last Close Price,8500.00,8700.00,8500.00,9700.00,8987.23,8425.53,8425.53,8800.00,9256.62,11616.15,12795.92,14066.44,13718.46,10889.03,9431.44,10288.85,10111.24,12022.03,11385.10,10907.40,11456.95,Upgrade
4,PE Ratio,10.52,10.76,9.91,8.56,9.17,9.37,13.03,-55.28,78.28,35.60,-,12.25,14.88,11.38,-,8.28,13.65,24.32,24.65,-,8.72,Upgrade
5,PS Ratio,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.06,0.08,0.11,0.10,0.10,0.10,0.11,0.13,0.11,0.09,0.08,Upgrade
6,PB Ratio,0.54,0.56,0.54,0.64,0.62,0.57,0.58,0.63,0.68,0.85,0.94,1.00,0.99,0.80,-,0.78,-,0.95,0.93,0.92,0.98,Upgrade
7,P/TBV Ratio,0.92,0.92,0.90,1.08,1.03,0.96,0.99,1.10,1.18,1.48,1.64,2.24,2.09,1.73,-,1.79,-,2.12,2.14,2.22,2.33,Upgrade
8,P/FCF Ratio,5.40,5.53,-1.09,12.23,-,-,2.84,-,-,-,1.78,-,15.48,-,253.60,-,6.29,-,7.24,37.38,5.22,Upgrade
9,P/OCF Ratio,4.53,4.53,-1.13,14.75,-,-,3.14,-,-,-,1.71,-,12.96,-,50.59,-,6.17,-,4.85,10.22,3.84,Upgrade
10,EV/Sales Ratio,0.02,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.01,0.02,0.06,0.07,0.10,0.11,0.11,0.10,0.12,0.12,0.11,0.09,0.09,Upgrade
11,EV/EBITDA Ratio,3.14,3.75,3.41,4.59,3.89,3.18,6.46,-217.59,-,4.21,-,6.64,8.25,7.66,-,6.05,8.63,12.12,13.85,-,6.47,Upgrade
12,EV/EBIT Ratio,6.07,7.25,6.22,7.28,6.45,7.18,27.16,-7.17,-,-,-,10.02,13.47,12.32,-,9.06,15.50,30.18,36.70,-,-,Upgrade
13,EV/FCF Ratio,2.93,3.50,-0.68,10.92,-,-,1.91,-,-,-,1.78,-,13.94,-,277.98,-,6.55,-,7.47,38.39,5.64,Upgrade
14,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,0.10,-,-,-,0.12,-,0.11,0.04,0.09,0.11,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,0.67,-,-,-,1.29,-,0.69,0.30,-,2.69,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.33,3.74,0.56,Upgrade
17,Asset Turnover,7.18,6.91,6.89,6.99,6.96,7.20,7.45,-,7.46,8.02,9.18,8.09,-,-,-,-,4.74,4.46,4.15,5.44,Upgrade,
18,Inventory Turnover,41.83,48.95,42.94,30.09,28.59,30.04,34.41,47.54,-,45.51,35.71,34.23,37.09,-,-,-,-,18.83,21.52,25.81,24.44,Upgrade
19,Quick Ratio,0.95,0.95,0.95,0.82,0.59,0.77,0.66,0.86,0.79,0.71,0.95,0.47,0.86,0.59,-,0.38,-,0.37,0.55,0.43,0.68,Upgrade
20,Current Ratio,1.34,1.34,1.34,1.22,1.22,1.30,1.18,1.26,1.25,1.20,1.20,1.18,1.43,1.39,-,1.16,-,1.26,1.12,1.07,1.13,Upgrade
21,Return on Equity (ROE),5.83%,5.91%,4.88%,4.22%,7.15%,13.30%,2.69%,-,0.21%,-9.37%,10.14%,7.67%,-,-,-,-,10.51%,12.58%,-8.13%,0.99%,Upgrade,
22,Return on Assets (ROA),1.80%,1.73%,1.79%,1.31%,2.34%,4.46%,0.73%,-,-0.34%,-3.80%,3.58%,3.16%,-,-,-,-,4.25%,4.04%,-3.87%,-0.15%,Upgrade,
23,Return on Capital (ROIC),3.12%,3.17%,3.50%,2.46%,4.66%,8.77%,1.27%,-,-0.71%,-7.69%,6.54%,5.30%,-,-,-,-,6.35%,6.02%,-5.29%,-0.21%,Upgrade,
24,Return on Capital Employed (ROCE),4.53%,4.53%,5.09%,7.24%,6.21%,3.26%,1.33%,-4.89%,-,-,-,7.56%,5.82%,6.15%,-,8.31%,-,2.61%,2.48%,-,-,Upgrade
25,Earnings Yield,9.51%,9.29%,10.09%,11.69%,10.90%,10.67%,7.67%,-1.81%,1.28%,2.81%,9.64%,8.16%,6.72%,8.79%,4.73%,12.07%,7.33%,4.11%,4.06%,3.95%,11.46%,Upgrade
26,FCF Yield,18.52%,18.09%,-91.51%,8.17%,-24.17%,-12.97%,35.27%,30.49%,19.72%,25.45%,56.25%,-1.61%,6.46%,-,0.39%,-,15.89%,8.11%,13.81%,2.67%,19.17%,Upgrade
27,Dividend Yield,7.06%,-,-,-,-,7.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,74.22%,-,-,319.55%,-,-,-,297.87%,-,-,-,224.41%,-,-,-,-,-,-,-,-,5.91%,Upgrade
29,Buyback Yield / Dilution,0.07%,0.01%,-0.16%,-0.53%,-0.85%,0.01%,25.16%,25.37%,30.41%,29.84%,6.53%,-0.10%,2.77%,2.69%,2.94%,7.86%,-0.33%,-0.79%,-0.96%,0.56%,Upgrade,
30,Total Shareholder Return,7.06%,0.07%,0.01%,-0.16%,-0.53%,6.27%,0.01%,25.16%,25.37%,30.41%,29.84%,6.53%,-0.10%,2.77%,2.69%,2.94%,7.86%,-0.33%,-0.79%,-0.96%,0.56%,Upgrade
