,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Oct '21 Oct 1, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,559.34,490.54,556.25,638.18,1010,942.67,1122,1326,1456,1338,2008,1710,1710,887.68,887.68,553.33,553.33,350.49,350.49
1,Other Revenue,-5.17,5.17,-,5.3,-3.16,3.16,-,7.67,-3.74,3.74,-,3.14,3.14,1.17,1.17,3.7,3.7,-,-
2,Revenue,554.16,495.72,556.25,643.48,1007,945.83,1122,1334,1452,1342,2008,1713,1713,888.85,888.85,557.03,557.03,350.49,350.49
3,Revenue Growth (YoY),-44.96%,-47.59%,-50.43%,-51.76%,-30.65%,-29.50%,-44.11%,-22.12%,-15.24%,50.94%,125.89%,207.47%,207.47%,153.60%,153.60%,-,-,-,-
4,Cost of Revenue,427.6,382.51,466.71,533.06,804.01,754.86,874.54,1155,1183,1053,1553,1328,1328,719.26,719.26,455.91,381.83,236.08,236.08
5,Gross Profit,126.57,113.21,89.55,110.43,202.84,190.97,247.62,178.38,268.56,288.68,454.66,384.24,384.24,169.59,169.59,101.12,175.21,114.41,114.41
6,"Selling, General & Admin",48.67,37.99,30.47,45.57,34.71,37.24,28.76,38.75,41.22,31.09,36.07,46.34,46.34,22.97,22.97,-25.29,48.79,29.7,29.7
7,Research & Development,20.73,19.52,18.76,15.19,21.77,23.72,27.18,26.55,33.9,33.98,32.25,38.48,38.48,23.05,23.05,13.23,13.23,15.58,15.58
8,Other Operating Expenses,-1.01,2.38,3.57,1.93,0.73,0.78,9.31,23.98,0.02,8.09,-8.11,5.27,5.27,1.44,1.44,2.63,2.63,1.36,1.36
9,Operating Expenses,69.11,47.13,45.5,66.36,60.47,48.5,76.76,79.29,89.72,45.32,59.99,105.13,105.13,58.28,58.28,-1.03,73.05,41.77,41.77
10,Operating Income,57.45,66.08,44.05,44.07,142.37,142.47,170.87,99.09,178.84,243.36,394.67,279.1,279.1,111.31,111.31,102.16,102.16,72.64,72.64
11,Interest Expense,-11.72,-6,-6.52,-5.92,-7.51,-2.38,-2.86,-2.28,-1.37,-1.98,-0.08,-0.03,-0.03,-0.1,-0.1,-0.32,-0.32,-0.3,-0.3
12,Interest & Investment Income,7.89,35.97,26.41,36.69,32.84,34.86,23.08,16.32,14.86,11.09,2.81,4.72,4.72,5.46,5.46,5.51,5.51,4.86,4.86
13,Currency Exchange Gain (Loss),0.85,-0.85,-,6.09,9.4,-9.4,-,61.87,-19.93,19.93,-,2.9,2.9,-3.17,-3.17,-18.98,-18.98,1.24,1.24
14,Other Non Operating Income (Expenses),-1.01,-0.13,-0.17,-1.42,0.55,35.99,-19.44,-48.34,49.84,-1.54,-1.92,-0.35,-0.35,-0.25,-0.25,-0.19,-0.19,-0.16,-0.16
15,EBT Excluding Unusual Items,53.47,95.07,63.76,79.5,177.65,201.55,171.64,126.66,222.24,270.86,395.49,286.34,286.34,113.25,113.25,88.18,88.18,78.28,78.28
16,Gain (Loss) on Sale of Investments,5.01,-0.2,-5.12,1.58,-1.67,-0.09,2.32,9.09,-9.64,0.26,-1.74,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-0.16,-0.02,0.18,-,-0.32,0.12,0.11,0.11,-0.08,-0.11,0.05,0.05,-0.03,-0.03,0.05,0.05,-0.01,-0.01
18,Asset Writedown,2.72,-4.79,1.71,-3.78,3.07,-0.03,0.01,-1.86,-0.76,4.1,-4.18,-0.65,-0.65,-0.01,-0.01,-0,0,-0.11,-0.11
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,-0.01,-0.01,-0.44,-0.44,-,-
20,Other Unusual Items,-2.86,1.16,1.7,-1.26,-,-,-,19.95,-,-,-,4.5,4.5,-,-,1.36,1.36,4.5,4.5
21,Pretax Income,58.34,91.07,62.03,76.22,179.05,201.1,174.08,153.95,211.95,275.14,389.47,290.26,290.26,113.18,113.18,89.15,89.15,82.67,82.67
22,Income Tax Expense,9.25,17.79,12.95,12.67,37.32,37.35,30.59,26.05,31.35,41.16,70.92,50.33,50.33,16.12,16.12,12.3,12.3,10.48,10.48
23,Earnings From Continuing Operations,49.09,73.28,49.08,63.55,141.73,163.75,143.49,127.9,180.61,233.99,318.54,239.93,239.93,97.07,97.07,76.85,76.85,72.19,72.19
24,Minority Interest in Earnings,-7.64,-7.98,-6.33,-5.99,-13.3,-13.67,-13.13,-12.55,-17.28,-23.52,-30.78,-24.3,-24.3,-11.53,-11.53,-10.31,-10.31,-10.08,-10.08
25,Net Income,41.45,65.29,42.75,57.56,128.43,150.08,130.36,115.35,163.32,210.47,287.77,215.63,215.63,85.53,85.53,66.54,66.54,62.11,62.11
26,Net Income to Common,41.45,65.29,42.75,57.56,128.43,150.08,130.36,115.35,163.32,210.47,287.77,215.63,215.63,85.53,85.53,66.54,66.54,62.11,62.11
27,Net Income Growth,-67.73%,-56.49%,-67.21%,-50.10%,-21.37%,-28.69%,-54.70%,-46.51%,-24.26%,146.06%,236.43%,224.08%,224.08%,37.71%,37.71%,-,-,-,-
28,Shares Outstanding (Basic),802,728,713,725,714,752,724,731,743,542,553,543,543,552,552,560,560,540,540
29,Shares Outstanding (Diluted),802,728,713,725,714,752,724,731,743,542,553,543,543,552,552,560,560,540,540
30,Shares Change (YoY),12.24%,-3.15%,-1.62%,-0.80%,-3.81%,38.80%,30.87%,34.47%,36.68%,-1.85%,0.28%,-2.96%,-2.96%,2.17%,2.17%,-,-,-,-
31,EPS (Basic),0.05,0.09,0.06,0.08,0.18,0.20,0.18,0.16,0.22,0.39,0.52,0.40,0.40,0.15,0.15,0.12,0.12,0.12,0.12
32,EPS (Diluted),0.05,0.09,0.06,0.08,0.18,0.20,0.18,0.16,0.22,0.39,0.52,0.40,0.40,0.15,0.15,0.12,0.12,0.12,0.12
33,EPS Growth,-71.25%,-55.08%,-66.67%,-49.70%,-18.25%,-48.63%,-65.38%,-60.22%,-44.59%,150.70%,235.48%,237.00%,233.96%,34.78%,34.78%,-,-,-,-
34,Free Cash Flow,-210.64,-59.18,-273.58,-206.86,-222.31,-69.73,317.53,133.62,225.76,30.78,131.27,-30.21,-30.21,-84.6,-84.6,77.31,77.31,32.9,32.9
35,Free Cash Flow Per Share,-0.26,-0.08,-0.38,-0.29,-0.31,-0.09,0.44,0.18,0.30,0.06,0.24,-0.06,-0.06,-0.15,-0.15,0.14,0.14,0.06,0.06
36,Dividend Per Share,-,-,-,0.200,-,-,-,0.100,-,-,-,-,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,100.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,22.84%,22.84%,16.10%,17.16%,20.15%,20.19%,22.07%,13.37%,18.50%,21.52%,22.64%,22.43%,22.43%,19.08%,19.08%,18.15%,31.45%,32.64%,32.64%
39,Operating Margin,10.37%,13.33%,7.92%,6.85%,14.14%,15.06%,15.23%,7.43%,12.32%,18.14%,19.66%,16.30%,16.30%,12.52%,12.52%,18.34%,18.34%,20.73%,20.73%
40,Profit Margin,7.48%,13.17%,7.69%,8.94%,12.76%,15.87%,11.62%,8.65%,11.25%,15.69%,14.33%,12.59%,12.59%,9.62%,9.62%,11.95%,11.95%,17.72%,17.72%
41,Free Cash Flow Margin,-38.01%,-11.94%,-49.18%,-32.15%,-22.08%,-7.37%,28.30%,10.02%,15.55%,2.29%,6.54%,-1.76%,-1.76%,-9.52%,-9.52%,13.88%,13.88%,9.39%,9.39%
42,EBITDA,80.45,91.2,67.05,67.07,159.44,165.69,187.94,116.16,191.99,258.81,407.83,292.97,292.97,123.74,123.74,113.42,112.84,82.23,82.23
43,EBITDA Margin,14.52%,18.40%,12.05%,10.42%,15.84%,17.52%,16.75%,8.71%,13.22%,19.29%,20.31%,17.11%,17.11%,13.92%,13.92%,20.36%,20.26%,23.46%,23.46%
44,D&A For EBITDA,23,25.12,23,23,17.07,23.22,17.07,17.07,13.15,15.45,13.15,13.87,13.87,12.43,12.43,11.27,10.68,9.58,9.58
45,EBIT,57.45,66.08,44.05,44.07,142.37,142.47,170.87,99.09,178.84,243.36,394.67,279.1,279.1,111.31,111.31,102.16,102.16,72.64,72.64
46,EBIT Margin,10.37%,13.33%,7.92%,6.85%,14.14%,15.06%,15.23%,7.43%,12.32%,18.14%,19.66%,16.30%,16.30%,12.52%,12.52%,18.34%,18.34%,20.73%,20.73%
