,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Oct '21 Oct 1, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,14747,12995,10978,12650,12855,13215,14916,17879,16493,18663,27595,-,-,-,-,-,-,-,-,-
1,Market Cap Growth,-1.66%,-1.66%,-26.40%,-29.25%,-22.05%,-29.19%,-45.95%,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Enterprise Value,11149,9394,7219,8176,8381,8435,9949,13412,12026,14380,26750,-,-,-,-,-,-,-,-,-
3,Last Close Price,20.11,17.72,14.97,17.05,17.33,17.81,20.10,23.98,22.12,25.03,37.02,-,-,-,-,-,-,-,-,-
4,PE Ratio,72.05,62.76,37.34,33.39,27.56,25.21,26.68,28.86,21.23,21.28,29.69,-,-,-,-,-,-,-,-,-
5,Forward PE,-,21.27,21.27,21.27,21.27,21.27,16.40,19.66,-,-,-,-,-,-,-,-,-,-,-,-
6,PS Ratio,6.63,5.78,4.06,4.01,3.46,3.00,3.07,3.41,2.69,2.87,4.07,-,-,-,-,-,-,-,-,-
7,PB Ratio,2.05,1.73,1.47,1.68,1.72,1.78,2.04,2.49,2.35,-,4.12,-,-,-,-,-,-,-,-,-
8,P/TBV Ratio,1.87,1.87,1.59,1.80,1.84,1.92,2.20,2.68,2.52,-,4.42,-,-,-,-,-,-,-,-,-
9,P/FCF Ratio,-,-,-,-,-,-,-,25.26,31.63,52.19,271.51,-,-,-,-,-,-,-,-,-
10,P/OCF Ratio,-,-,-143.07,-,-,-,12.35,14.37,17.25,27.59,64.55,-,-,-,-,-,-,-,-,-
11,EV/Sales Ratio,4.96,4.18,2.67,2.59,2.25,1.91,2.05,2.55,1.96,2.21,3.95,-,-,-,-,-,-,-,-,-
12,EV/EBITDA Ratio,36.32,30.72,18.76,17.80,14.45,13.41,15.03,17.77,12.34,12.49,21.36,-,-,-,-,-,-,-,-,-
13,EV/EBIT Ratio,56.70,44.39,24.34,21.92,16.77,15.20,16.83,19.38,13.13,13.12,22.36,-,-,-,-,-,-,-,-,-
14,EV/FCF Ratio,-14.86,-,-,-,-,-,-,18.95,23.06,40.21,263.19,-,-,-,-,-,-,-,-,-
