,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,125,97,132,172,131,87,63,190,169,129,193,Upgrade
1,Market Cap Growth,-43.44%,-43.44%,0.71%,96.05%,108.94%,-54.03%,-63.02%,47.72%,-12.56%,-49.02%,-28.74%,Upgrade
2,Last Close Price,0.29,0.23,0.30,0.45,0.50,0.34,0.24,0.74,0.70,0.52,0.78,Upgrade
3,PS Ratio,3.73,2.92,2.84,2.74,1.97,1.19,0.71,1.97,1.84,1.44,1.92,Upgrade
4,PB Ratio,0.55,0.42,0.51,0.55,0.39,0.23,0.15,0.43,0.37,0.27,0.38,Upgrade
5,P/FCF Ratio,2.44,1.89,-44.72,-,-,0.11,-3.41,-,-14.76,-,-2.17,Upgrade
6,P/OCF Ratio,1.89,1.89,-46.68,-,-,0.11,-4.50,-,-17.45,-,-2.44,Upgrade
7,Debt / Equity Ratio,0.46,0.46,0.52,0.55,0.53,0.45,0.37,1.97,0.29,0.40,0.35,Upgrade
8,Debt / FCF Ratio,2.08,2.08,-45.37,-,-,0.21,-8.32,-,-11.43,-,-1.98,Upgrade
9,Earnings Yield,-71.49%,-92.15%,-72.43%,-35.96%,-48.84%,-71.41%,-85.55%,-15.81%,-23.18%,-89.79%,-59.01%,Upgrade
10,FCF Yield,40.96%,52.80%,-2.24%,-82.69%,15.02%,935.76%,-29.31%,-358.03%,-6.78%,55.45%,-46.07%,Upgrade
11,Buyback Yield / Dilution,-57.16%,-52.69%,-61.99%,-8.12%,-0.88%,-5.49%,-5.50%,0.09%,0.96%,-,0.04%,Upgrade
12,Total Shareholder Return,-57.16%,-52.69%,-61.99%,-8.12%,-0.88%,-5.49%,-5.50%,0.09%,0.96%,-,0.04%,Upgrade
