,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,14683,12862,7307,5862,5823,5942,7464,9496,7139,6304,9913,Upgrade
1,Market Cap Growth,119.41%,119.41%,25.50%,-1.33%,-21.99%,-37.43%,4.56%,50.62%,-27.98%,-39.74%,34.62%,Upgrade
2,Enterprise Value,12320,10806,6236,4502,5558,5251,7081,8817,6470,5839,10493,Upgrade
3,Last Close Price,17.76,15.15,8.45,6.43,6.04,5.85,6.88,8.58,6.44,5.69,8.43,Upgrade
4,PE Ratio,10.35,9.29,6.63,6.61,6.33,6.36,10.67,32.12,546.47,-,13.27,Upgrade
5,Forward PE,10.37,9.72,6.85,6.02,6.32,6.62,9.83,14.23,14.07,10.53,10.98,Upgrade
6,PS Ratio,1.17,1.07,0.63,0.49,0.46,0.45,0.62,0.93,0.81,0.62,0.82,Upgrade
7,PB Ratio,1.70,1.49,0.88,0.73,0.74,0.75,0.94,1.27,1.00,0.90,1.33,Upgrade
8,P/TBV Ratio,1.51,1.51,0.89,0.74,0.75,0.76,0.96,1.27,1.00,0.90,1.33,Upgrade
9,P/FCF Ratio,7.74,6.78,5.40,4.02,4.10,7.81,14.83,-,7.71,-,8.09,Upgrade
10,P/OCF Ratio,5.49,5.49,4.08,3.19,3.11,4.64,7.96,-,5.40,3.52,5.69,Upgrade
11,PEG Ratio,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,Upgrade
12,EV/Sales Ratio,1.02,0.89,0.53,0.38,0.44,0.40,0.59,0.86,0.73,0.58,0.87,Upgrade
13,EV/EBITDA Ratio,6.31,5.77,3.95,3.12,3.70,3.45,5.65,12.02,15.41,7.76,9.49,Upgrade
14,EV/EBIT Ratio,8.17,7.26,5.19,4.12,4.87,4.60,8.15,24.10,80.98,-,13.46,Upgrade
15,EV/FCF Ratio,6.49,5.69,4.61,3.09,3.91,6.90,14.07,-,6.99,-,8.56,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.06,0.01,Upgrade
17,Debt / FCF Ratio,0.07,0.07,0.09,0.13,0.12,0.26,0.45,-,0.19,-,0.06,Upgrade
18,Return on Capital Employed (ROCE),16.84%,16.84%,14.06%,13.32%,14.11%,14.07%,10.71%,4.79%,1.10%,-,10.35%,Upgrade
19,Earnings Yield,9.43%,10.76%,15.08%,15.13%,15.81%,15.73%,9.37%,3.11%,0.18%,6.36%,7.54%,Upgrade
20,FCF Yield,12.93%,14.75%,18.51%,24.89%,24.39%,12.80%,6.74%,7.22%,12.96%,21.07%,12.37%,Upgrade
21,Dividend Yield,7.09%,8.33%,12.20%,13.60%,14.41%,16.81%,11.19%,2.45%,-,-,10.08%,Upgrade
22,Buyback Yield / Dilution,-1.83%,-3.38%,-0.27%,-0.04%,0.26%,0.08%,-0.16%,0.02%,0.24%,-0.02%,-0.29%,Upgrade
23,Total Shareholder Return,5.27%,4.94%,11.93%,13.56%,14.67%,16.89%,11.02%,2.47%,0.24%,-0.02%,9.79%,Upgrade
