,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,50.16,43.65,24.33,24.23,29.55,30.23,20.91,45.92,54.82,31.54,79.18,168.26,256.78,244.01,228.01,254.21,314.83,214.82,191.92,119.15,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,80.42,-,110.57,-,290,-,140.28,-,126,-,260.82,Upgrade
2,Trading Asset Securities,355.46,332.02,320.08,332.43,329.58,262.39,274.79,238.95,231.11,171.11,40.45,60.84,-,-,20.31,80.86,-,70,-,70.16,Upgrade
3,Cash & Short-Term Investments,405.63,375.66,344.41,356.67,359.13,292.62,295.7,284.87,285.93,283.07,119.63,339.67,256.78,534.01,248.31,475.35,314.83,410.82,191.92,450.13,Upgrade
4,Cash Growth,12.95%,28.38%,16.47%,25.20%,25.60%,3.38%,147.18%,-16.13%,11.35%,-46.99%,-51.82%,-28.54%,-18.44%,29.99%,29.39%,5.60%,192.85%,12.92%,46.22%,29.63%,Upgrade
5,Accounts Receivable,71.55,85.94,85.42,88.09,78.74,74.59,67.29,52.28,50.68,37.46,43.74,39.47,17.54,25.52,62.8,56.42,27.15,28.21,36.36,33.06,Upgrade
6,Other Receivables,0.99,0.85,0.61,0.4,1.05,1.45,1.53,1.66,2.9,2.12,1.23,1.11,4.74,1.3,10.26,28.46,74.96,112.88,113.15,113.07,Upgrade
7,Receivables,160.18,87.26,86.55,89.14,79.79,76.75,68.83,54.74,54.39,40.37,45.78,41.42,23.1,27.68,73.89,85.59,102.11,141.1,149.51,146.12,Upgrade
8,Inventory,265.69,267.82,268.42,274.43,270.54,267.26,279.01,284.46,282.27,275.67,268.04,279.58,273.53,263.29,246.91,249.68,271.22,303.93,275.62,273.68,Upgrade
9,Other Current Assets,46.36,134.13,48.45,48.42,56.13,100.43,100.66,186.39,58.8,47.86,190.26,44.05,335.61,43,303.54,50.28,162.58,57.79,294.23,56.21,Upgrade
10,Total Current Assets,877.86,864.87,747.84,768.66,765.59,737.06,744.2,810.45,681.38,646.96,623.71,704.72,889.02,867.97,872.65,860.9,850.74,913.63,911.28,926.13,Upgrade
11,"Property, Plant & Equipment",487.43,492,497.36,505.46,509.49,515.14,476.22,478.99,483.8,484.37,477.23,485.85,491.26,497.71,500.89,503.5,502.75,505.97,503.53,505.5,Upgrade
12,Long-Term Investments,64.66,64.26,150.54,149.45,146.45,145.36,144.38,93.5,227.53,226.19,275.73,205.17,2.9,2.9,2.9,2.9,3.71,3.71,3.71,3.71,Upgrade
13,Other Intangible Assets,46.31,46.97,47.68,46.86,47.38,47.99,48.6,49.08,49.66,50.31,51.07,51.83,52.39,53.15,47.77,48.37,48.16,48.74,49.28,49.86,Upgrade
14,Long-Term Deferred Tax Assets,12.76,13.45,12.99,12.83,9.17,9.69,10.48,10.34,6.36,6.78,6.87,6.94,7.28,7.41,3.15,3.37,3.19,3.73,3.64,3.59,Upgrade
15,Long-Term Deferred Charges,1.14,1.05,1.12,1.14,0.82,0.78,0.87,0.95,1.04,1.07,1.15,1.19,1.08,0.93,0.99,1.05,0.89,0.94,0.99,-,Upgrade
16,Other Long-Term Assets,12.9,14.71,14.23,14.2,9.72,10.6,44.39,34.63,35.78,32.98,22.44,21.85,22.25,22.35,7.24,6.88,13.08,14.49,19.71,11.49,Upgrade
17,Total Assets,1504,1499,1473,1500,1490,1469,1471,1480,1488,1451,1461,1480,1469,1456,1439,1430,1425,1494,1494,1502,Upgrade
18,Accounts Payable,118.4,100.45,95.7,101.65,111.29,101.27,97.98,104.3,97.25,66.77,42.8,47.4,59.7,59.82,49.95,57.31,55.71,64.22,39.5,36.33,Upgrade
19,Accrued Expenses,0.04,1.96,0.04,6.55,0.03,1.94,0.03,5.22,0.03,2.14,0.02,8.84,0.02,0.22,0.02,8.34,0.02,1.68,0.02,4.88,Upgrade
20,Short-Term Debt,-,-,-,-,-,0.05,-,1.59,-,-,-,-,-,-,-,3,5,63,101,118.9,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,0.04,-,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Current Portion of Leases,-,-,-,-,-,0.11,-,0.24,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
