,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,799.8,1068,748.73,535.23,257.76,1136,1324,842.69,325.53,1715,Upgrade
1,Revenue Growth (YoY),6.82%,99.56%,190.47%,-52.88%,-80.54%,34.78%,306.86%,-50.86%,-70.06%,51.63%,Upgrade
2,Cost of Revenue,604.93,813.6,545.79,671.81,399.91,908.64,830.3,762.55,534.93,826.47,Upgrade
3,Gross Profit,194.87,254.52,202.94,-136.58,-142.14,227.13,494.13,80.15,-209.4,888.33,Upgrade
4,"Selling, General & Admin",15.6,397.5,57.42,347.86,195.43,501.3,300.3,609.92,235.19,472.93,Upgrade
5,Operating Expenses,11.55,392.39,63.48,378.37,197.17,515.01,301.84,635.83,235.19,486.62,Upgrade
6,Operating Income,183.32,-137.88,139.46,-514.95,-339.32,-287.88,192.3,-555.69,-444.6,401.7,Upgrade
7,Interest Expense,-168.52,-120.55,-149.58,-136.88,-153.74,-182.48,-307.4,-258.68,-323.79,-290.08,Upgrade
8,Interest & Investment Income,-,69.74,-,19.45,-,3.59,-,10.22,-,18.04,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-80.69,-0.15,1.36,-0,0.37,Upgrade
10,Other Non Operating Income (Expenses),79.88,-57.77,67.66,19.61,-19.36,-16.39,116.57,145.49,48.13,31.87,Upgrade
11,EBT Excluding Unusual Items,94.68,-246.45,57.54,-612.76,-512.41,-563.85,1.32,-657.29,-720.25,161.9,Upgrade
12,Gain (Loss) on Sale of Investments,-,57.04,-,-44.11,-,-4.2,-,43.75,-41.83,13.8,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,2474,-,-,-,-,Upgrade
14,Asset Writedown,-178.09,48.65,-154.1,-292.45,-35.5,-608.95,-140,14.39,-168.33,-0.59,Upgrade
15,Other Unusual Items,-,40.56,-,56.09,-,17.75,-,0.78,-,37.34,Upgrade
16,Pretax Income,-83.41,-89.55,-96.56,-870.48,-547.91,1336,-138.68,-587.11,-930.41,230.93,Upgrade
17,Income Tax Expense,3.79,7.65,-11.85,-10.1,0.57,223.24,139.69,0.68,-39.75,108.37,Upgrade
18,Earnings From Continuing Operations,-87.19,-97.2,-84.71,-860.38,-548.48,1113,-278.37,-587.79,-890.67,122.56,Upgrade
19,Minority Interest in Earnings,2.97,-11.07,-4.28,3.74,9.2,9.49,1.13,12.25,14.56,-3.98,Upgrade
20,Net Income,-84.23,-108.27,-88.99,-856.64,-539.27,1122,-277.24,-575.53,-876.1,118.57,Upgrade
21,Net Income to Common,-84.23,-108.27,-88.99,-856.64,-539.27,1122,-277.24,-575.53,-876.1,118.57,Upgrade
22,Shares Outstanding (Basic),8104,8104,8104,8114,8013,8000,8000,8000,8000,8000,Upgrade
23,Shares Outstanding (Diluted),8104,8104,8104,8114,8013,8000,8000,8000,8000,8000,Upgrade
24,Shares Change (YoY),-0.00%,-0.12%,1.14%,1.43%,0.16%,-,-,-,-,-,Upgrade
25,EPS (Basic),-0.01,-0.01,-0.01,-0.11,-0.07,0.14,-0.03,-0.07,-0.11,0.01,Upgrade
26,EPS (Diluted),-0.01,-0.01,-0.01,-0.11,-0.07,0.14,-0.03,-0.07,-0.11,0.01,Upgrade
27,Free Cash Flow,21.39,-551.52,-234.8,-153.3,-563.03,-174.27,236.22,-11.81,-65.38,298.13,Upgrade
28,Free Cash Flow Per Share,0.00,-0.07,-0.03,-0.02,-0.07,-0.02,0.03,-0.00,-0.01,0.04,Upgrade
29,Operating Margin,22.92%,-12.91%,18.63%,-96.21%,-131.64%,-25.35%,14.52%,-65.94%,-136.58%,23.43%,Upgrade
30,Profit Margin,-10.53%,-10.14%,-11.89%,-160.05%,-209.21%,98.80%,-20.93%,-68.30%,-269.13%,6.91%,Upgrade
31,Free Cash Flow Margin,2.67%,-51.63%,-31.36%,-28.64%,-218.43%,-15.34%,17.84%,-1.40%,-20.08%,17.39%,Upgrade
32,EBITDA,365.02,34.52,298.45,-347.53,-207.38,-86.8,403.9,-325.49,-226.19,618.47,Upgrade
33,D&A For EBITDA,181.7,172.4,158.99,167.42,131.94,201.08,211.61,230.19,218.41,216.77,Upgrade
34,EBIT,183.32,-137.88,139.46,-514.95,-339.32,-287.88,192.3,-555.69,-444.6,401.7,Upgrade
