,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5112,5680,7708,9656,12982,32294,12720,2160,1900,1840,3960,Upgrade
1,Market Cap Growth,-41.18%,-41.18%,-40.63%,-70.10%,2.06%,1395.08%,569.47%,17.39%,-52.02%,-64.34%,-36.94%,Upgrade
2,Enterprise Value,10295,10736,12050,14139,16896,34885,21380,10373,8889,8761,11071,Upgrade
3,Last Close Price,0.63,0.70,0.95,1.19,1.60,3.98,1.59,0.27,0.24,0.23,0.49,Upgrade
4,PE Ratio,-,-,-,-,-,-,12.27,-,-,-,141.15,Upgrade
5,Forward PE,58.66,65.15,24.09,55.06,-,-,3.78,3.78,3.78,5.86,9.24,Upgrade
6,PS Ratio,2.54,2.83,3.85,6.96,14.48,19.78,4.21,0.83,1.37,0.82,1.26,Upgrade
7,PB Ratio,2.04,2.17,2.78,3.46,4.29,7.80,2.71,0.66,0.53,0.47,0.79,Upgrade
8,P/TBV Ratio,2.28,2.28,2.92,3.62,4.40,7.94,2.76,0.68,0.55,0.48,0.81,Upgrade
9,P/FCF Ratio,-,-9.97,-,-,-,-,-,8.00,-,-,5.00,Upgrade
10,P/OCF Ratio,11.81,11.81,13.11,22.79,9283.55,-,-,4.67,13.61,2.30,2.92,Upgrade
11,PEG Ratio,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,Upgrade
12,EV/Sales Ratio,5.13,5.35,6.02,10.19,18.85,21.37,7.08,3.98,6.41,3.91,3.53,Upgrade
13,EV/EBITDA Ratio,30.59,25.01,32.85,-266.60,-,-,-,109.99,-,-,11.22,Upgrade
14,EV/EBIT Ratio,-,219.86,-,-34.85,-,-,-,-23.73,-,-,22.02,Upgrade
15,EV/FCF Ratio,-18.07,-18.85,-,-,-,-,-,38.43,-,-,13.97,Upgrade
16,Debt / Equity Ratio,2.50,2.50,2.50,2.21,1.97,1.50,1.37,3.26,3.08,2.49,1.91,Upgrade
17,Debt / FCF Ratio,-,-11.49,-,-,-,-,-,39.54,-,-,12.09,Upgrade
18,Return on Capital Employed (ROCE),-,0.52%,-,-4.58%,-,-,-,-3.51%,-,-,3.65%,Upgrade
19,Earnings Yield,-4.05%,-3.64%,-2.82%,-10.58%,-12.16%,2.11%,8.15%,-47.48%,-90.73%,-45.17%,0.71%,Upgrade
20,FCF Yield,-11.14%,-10.03%,-11.24%,-4.34%,-6.24%,-2.67%,0.60%,12.50%,-4.82%,13.88%,20.02%,Upgrade
21,Buyback Yield / Dilution,0.06%,0.00%,0.12%,-1.14%,-1.43%,-0.16%,-,-,-,-,-,Upgrade
22,Total Shareholder Return,0.06%,0.00%,0.12%,-1.14%,-1.43%,-0.16%,-,-,-,-,-,Upgrade
