,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,31580,32652,19591,26651,27445,30887,33799,36206,28965,26580,30554,36559,35058,33822,34175,35323,38678,38375,34839,34575,42669,Upgrade
1,Market Cap Growth,5.71%,5.71%,-42.04%,-26.39%,-5.25%,16.20%,10.62%,-0.97%,-17.38%,-21.41%,-10.59%,3.50%,-9.36%,-11.87%,-1.91%,2.16%,-9.35%,-6.60%,-28.39%,-34.83%,12.11%,Upgrade
2,Last Close Price,3.58,3.70,2.21,3.01,3.10,3.48,3.75,4.02,3.21,2.95,3.24,3.88,3.72,3.59,3.52,3.64,3.99,3.90,3.52,3.49,4.31,Upgrade
3,PE Ratio,181.26,164.33,-98.50,-,-,-,31.34,19.70,-,7.82,7.33,9.57,7.84,9.49,10.05,11.15,11.81,10.61,11.24,11.35,13.93,Upgrade
4,PS Ratio,2.83,2.95,1.69,2.20,2.23,2.33,2.55,2.63,2.07,1.94,2.21,2.62,2.36,2.29,2.18,2.33,2.60,2.62,2.58,2.64,3.23,Upgrade
5,PB Ratio,0.84,0.50,0.30,0.41,0.42,0.46,0.49,0.52,0.43,0.37,0.43,0.53,0.50,0.50,0.54,0.56,0.61,0.73,0.68,0.70,0.89,Upgrade
6,P/FCF Ratio,1.33,1.38,-,-,31.18,-,-,-,1.59,-,-0.42,-,0.80,-,0.33,-,5.24,-,-,-,-6.27,Upgrade
7,P/OCF Ratio,1.17,1.17,-,-,3.78,-,-,-,1.44,-,-0.43,-,0.78,-,0.32,-,3.85,-,-,-,-8.62,Upgrade
8,Debt / Equity Ratio,3.07,3.07,3.22,3.00,2.98,2.89,2.83,2.81,2.73,2.20,2.20,2.71,2.50,2.61,2.70,2.56,1.98,3.17,3.28,3.26,3.25,Upgrade
9,Debt / FCF Ratio,8.52,8.52,-,-,222.67,-,-,-,10.21,-,-2.12,-,4.01,-,1.65,-,16.91,-,-,-,-23.00,Upgrade
10,Asset Turnover,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.04,0.03,0.04,0.02,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.05,Upgrade,
11,Quick Ratio,0.44,0.44,0.70,0.51,0.82,0.44,0.72,0.47,0.83,0.48,0.80,0.39,0.82,0.42,0.81,0.63,1.01,0.61,1.06,0.64,1.02,Upgrade
12,Current Ratio,0.95,0.95,0.71,0.98,0.82,0.95,0.73,0.99,0.84,1.03,0.81,1.00,0.83,0.77,0.82,1.01,1.03,1.02,1.08,1.06,1.03,Upgrade
13,Return on Equity (ROE),4.15%,5.43%,0.21%,-1.19%,0.93%,5.90%,2.94%,-2.43%,5.13%,11.98%,1.96%,10.09%,10.18%,9.90%,7.20%,8.86%,11.69%,10.80%,9.23%,10.94%,Upgrade,
14,Return on Assets (ROA),0.61%,0.78%,0.03%,-0.17%,0.15%,0.94%,0.43%,-0.38%,0.88%,1.99%,0.31%,1.63%,1.53%,1.49%,1.22%,1.42%,1.79%,1.60%,1.32%,1.55%,Upgrade,
15,Earnings Yield,0.63%,0.61%,-1.02%,-0.86%,1.06%,1.62%,3.19%,5.08%,5.81%,12.79%,13.64%,10.44%,12.75%,10.54%,9.95%,8.97%,8.46%,9.43%,8.90%,8.81%,7.18%,Upgrade
16,FCF Yield,75.17%,72.70%,29.05%,2.95%,3.21%,42.96%,-8.47%,116.81%,62.77%,-40.40%,-238.96%,-8.07%,124.44%,48.33%,304.86%,-22.78%,19.07%,-29.25%,-4.29%,43.63%,-15.94%,Upgrade
17,Dividend Yield,0.27%,-,-,-,0.32%,-,-,-,1.87%,-,-,-,4.09%,-,-,-,5.44%,-,4.00%,-,-,Upgrade
18,Payout Ratio,6150.02%,1445.87%,-,-,-,-,202.29%,1109.46%,-,1176.73%,166.47%,13504.36%,174.27%,142.07%,173.98%,208.49%,699.27%,54.26%,298.07%,161.35%,261.15%,Upgrade
19,Buyback Yield / Dilution,-2.12%,2.68%,5.84%,-0.09%,-10.26%,9.42%,-6.29%,0.02%,-0.24%,0.22%,5.47%,-6.12%,4.84%,-4.24%,-0.99%,2.82%,3.41%,-11.84%,4.84%,2.13%,3.68%,Upgrade
20,Total Shareholder Return,-1.84%,2.68%,5.84%,-0.09%,-9.94%,9.42%,-6.29%,0.02%,1.62%,0.22%,5.47%,-6.12%,8.93%,-4.24%,-0.99%,2.82%,8.86%,-11.84%,8.84%,2.13%,3.68%,Upgrade
