,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,266.88,294.05,372.57,447.45,458.65,414.8,463.98,359.99,473.24,393.6,406.76,381.16,451.72,450.07,418.98,338.01,478.59,710.5,565.2,898.92,Upgrade
1,Other Revenue,-4.7,4.7,-,15.47,-4.57,4.57,-,23.3,-8.58,8.58,-,26.19,-9.65,9.65,-,18.1,-5.97,5.97,-,7.46,Upgrade
2,Revenue,262.17,298.75,372.57,462.92,454.08,419.38,463.98,383.29,464.65,402.19,406.76,407.35,442.08,459.72,418.98,356.11,472.63,716.46,565.2,906.38,Upgrade
3,Revenue Growth (YoY),-42.26%,-28.76%,-19.70%,20.78%,-2.28%,4.27%,14.07%,-5.91%,5.11%,-12.51%,-2.92%,14.39%,-6.46%,-35.84%,-25.87%,-60.71%,43.09%,157.32%,79.03%,85.25%,Upgrade
4,Cost of Revenue,198.71,226.66,297.77,381.75,377.88,361.65,396.61,316.9,392.61,336.29,334.2,319.54,351.07,374.88,342.37,293.16,405.99,666.56,521.94,854.26,Upgrade
5,Gross Profit,63.46,72.09,74.8,81.17,76.19,57.73,67.37,66.38,72.04,65.89,72.56,87.81,91,84.84,76.61,62.95,66.64,49.91,43.26,52.11,Upgrade
6,"Selling, General & Admin",43.07,40.32,44.46,62.43,39.72,38.05,36.93,38.18,38.96,36.23,37.85,33.03,41.23,47.59,50.56,69.96,41.05,41.01,31.05,42.96,Upgrade
7,Research & Development,5.98,12.01,11.95,13.72,15.21,16.25,15.15,35.7,14.99,14.32,12.72,33.51,15.67,13.71,10.3,11.67,10.9,9.66,10.47,5.83,Upgrade
8,Other Operating Expenses,-1.12,36.37,-0.59,-0.12,-1.13,-1.53,-1.93,-1.56,-0.64,-2.13,-2.14,-0.74,-2.76,-2.35,-1.87,9.53,-2.18,-4.51,-1.06,3.84,Upgrade
