,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2019,Q3 2019,Q4 2018,Q3 2018,+5 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+5 Quarters
0,Revenue,276349,276349,63774,68281,330657,353866,208274,98497,464400,155626,223004,177915,229642,229642,106082,44920,278177,172758,234461,448844,Upgrade
1,Revenue Growth (YoY),-16.42%,-21.91%,-69.38%,-30.68%,-28.80%,127.38%,-6.61%,-44.64%,102.23%,-32.23%,110.22%,296.07%,-17.45%,32.93%,-54.76%,-89.99%,398.38%,257.16%,354.03%,902.53%,Upgrade
2,Cost of Revenue,220436,220436,54032,52423,272375,308063,183727,81261,390388,129984,192360,164585,202357,202357,90432,32098,196303,135070,183804,390037,Upgrade
3,Gross Profit,55913,55913,9743,15858,58282,45803,24547,17236,74012,25642,30643,13331,27285,27285,15650,12822,81875,37688,50656,58807,Upgrade
4,"Selling, General & Admin",30207,30207,6907,11168,34486,15468,6950,12205,36935,11867,13100,10134,12924,12924,8328,7624,64583,29179,37392,41930,Upgrade
5,Operating Expenses,30207,30207,6907,11168,34486,15468,6950,12205,36935,11867,13100,10134,12924,12924,8328,7624,64583,29179,37392,41930,Upgrade
6,Operating Income,25706,25706,2836,4690,23795,30335,17597,5031,37077,13775,17543,3196,14361,14361,7322,5198,17291,8509,13264,16877,Upgrade
7,Interest Expense,-565.19,-565.19,-483.42,-640.25,-1468,-3517,-4417,-3843,-4574,-3597,-2944,-2030,-2213,-2213,-3401,-5291,-779.43,-967.59,-1628,-2597,Upgrade
8,Interest & Investment Income,1000,1000,1191,137.16,1245,1259,943.12,751.94,428.16,763.97,1119,1395,845.82,845.82,1711,2315,1978,433.62,1248,695.48,Upgrade
9,Currency Exchange Gain (Loss),-72.64,-72.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),298.86,298.86,-64.67,-314.87,-2171,-352.36,298.49,59.98,-732.33,23.76,-4.87,-27.28,-210.72,-210.72,-120.26,-195.36,-439.95,2570,-255.48,-34.45,Upgrade
11,EBT Excluding Unusual Items,26367,26367,3479,3872,21402,27725,14422,2000,32199,10966,15713,2534,12783,12783,5512,2028,18049,10546,12628,14941,Upgrade
12,Other Unusual Items,-209.86,-209.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,26157,26157,3479,3872,21402,27725,14422,2000,32199,10966,15713,2534,12783,12783,5512,2028,18049,10546,12628,14941,Upgrade
14,Income Tax Expense,5372,5372,795.91,809.64,4377,6794,3022,559.24,5465,2428,3190,538.78,2516,2516,1350,993.07,3830,2180,2798,3005,Upgrade
15,Net Income,20786,20786,2683,3062,17026,20931,11400,1441,26733,8537,12522,1995,10268,10268,4162,1035,14219,8366,9830,11936,Upgrade
16,Net Income to Common,20786,20786,2683,3062,17026,20931,11400,1441,26733,8537,12522,1995,10268,10268,4162,1035,14219,8366,9830,11936,Upgrade
17,Net Income Growth,22.09%,-0.70%,-76.46%,112.49%,-36.31%,145.18%,-8.96%,-27.77%,160.37%,-16.85%,200.86%,92.86%,-27.79%,22.74%,-57.66%,-91.33%,502.32%,442.05%,362.80%,687.87%,Upgrade
18,Shares Outstanding (Basic),14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,13,9,9,Upgrade
19,Shares Outstanding (Diluted),14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,13,9,9,Upgrade
20,Shares Change (YoY),0.03%,-0.01%,0.04%,-0.39%,-0.05%,-0.01%,-0.00%,0.43%,-10.30%,-10.30%,-0.04%,0.39%,11.34%,13.96%,59.18%,58.29%,396.76%,384.81%,211.79%,211.63%,Upgrade
21,EPS (Basic),1519.44,1519.44,196.00,224.00,1245.00,1530.00,833.00,105.00,1954.00,624.00,915.00,146.00,673.15,673.15,304.00,76.00,1037.90,625.00,1142.93,1388.00,Upgrade
22,EPS (Diluted),1519.44,1519.44,196.00,224.00,1245.00,1530.00,833.00,105.00,1954.00,624.00,915.00,146.00,673.15,673.15,304.00,76.00,1037.90,625.00,1142.93,1388.00,Upgrade
23,EPS Growth,22.04%,-0.69%,-76.47%,113.33%,-36.28%,145.19%,-8.96%,-28.08%,190.28%,-7.30%,200.99%,92.11%,-35.14%,7.70%,-73.40%,-94.52%,21.25%,11.81%,48.43%,152.82%,Upgrade
24,Free Cash Flow,14415,14415,17240,-70690,78227,148099,-,-44093,118014,-28260,-127971,-75637,88826,88826,-28659,-135661,-24861,-,-26687,-,Upgrade
25,Free Cash Flow Per Share,1053.76,1053.76,1259.27,-5170.86,5720.36,10825.42,-,-3212.69,8625.88,-2065.57,-9350.92,-5534.78,5823.44,5823.44,-2093.27,-9965.90,-1814.68,-,-3102.87,-,Upgrade
26,Dividend Per Share,-,-,-,-,-,-,-,-,1500.000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Gross Margin,20.23%,20.23%,15.28%,23.22%,17.63%,12.94%,11.79%,17.50%,15.94%,16.48%,13.74%,7.49%,11.88%,11.88%,14.75%,28.54%,29.43%,21.82%,21.61%,13.10%,Upgrade
28,Operating Margin,9.30%,9.30%,4.45%,6.87%,7.20%,8.57%,8.45%,5.11%,7.98%,8.85%,7.87%,1.80%,6.25%,6.25%,6.90%,11.57%,6.22%,4.93%,5.66%,3.76%,Upgrade
29,Profit Margin,7.52%,7.52%,4.21%,4.48%,5.15%,5.92%,5.47%,1.46%,5.76%,5.49%,5.62%,1.12%,4.47%,4.47%,3.92%,2.30%,5.11%,4.84%,4.19%,2.66%,Upgrade
30,Free Cash Flow Margin,5.22%,5.22%,27.03%,-103.53%,23.66%,41.85%,-,-44.77%,25.41%,-18.16%,-57.39%,-42.51%,38.68%,38.68%,-27.02%,-302.01%,-8.94%,-,-11.38%,-,Upgrade
31,EBITDA,28694,28694,5751,7088,26150,32780,20161,7615,39712,16414,20183,5837,16999,16999,9852,7652,19336,10768,15265,-,Upgrade
32,EBITDA Margin,10.38%,10.38%,9.02%,10.38%,7.91%,9.26%,9.68%,7.73%,8.55%,10.55%,9.05%,3.28%,7.40%,7.40%,9.29%,17.04%,6.95%,6.23%,6.51%,-,Upgrade
33,D&A For EBITDA,2988,2988,2915,2399,2355,2445,2564,2584,2635,2639,2639,2641,2638,2638,2530,2454,2045,2258,2002,-,Upgrade
34,EBIT,25706,25706,2836,4690,23795,30335,17597,5031,37077,13775,17543,3196,14361,14361,7322,5198,17291,8509,13264,16877,Upgrade
