,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Feb '25 Feb 24, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,49,30,46,41,30,30,35,58,66,73,50,96,101,85,98,84,76,84,84,126,127,Upgrade
1,Market Cap Growth,0%,0%,30.43%,-30.43%,-53.85%,-58.62%,-30.30%,-39.47%,-35.00%,-13.17%,-48.70%,14.46%,33.33%,0.60%,16.27%,-33.33%,-40.00%,-42.76%,-27.83%,-4.23%,0%,Upgrade
2,Enterprise Value,45,24,42,18,8,-8,-3,19,24,-5,-27,69,75,23,37,44,37,44,43,101,100,Upgrade
3,Last Close Price,0.10,0.06,0.09,0.08,0.06,0.06,0.07,0.12,0.13,0.14,0.10,0.19,0.20,0.17,0.19,0.17,0.15,0.17,0.17,0.25,0.25,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-3.19,-,-,-,-,-,-,-,14.09,-9.39,-,-,-,-,Upgrade
5,PS Ratio,0.32,0.20,0.34,0.38,0.26,0.26,0.25,0.38,0.63,0.57,0.34,-,0.41,0.35,0.37,0.30,0.40,0.41,0.45,-,0.47,Upgrade
6,PB Ratio,0.98,0.61,0.91,0.68,0.33,0.33,0.32,0.53,-,0.82,0.38,0.74,-,0.67,0.73,0.63,-,0.78,0.71,1.04,-,Upgrade
7,P/TBV Ratio,0.61,0.61,0.91,0.68,0.34,0.34,0.32,0.54,-,0.66,0.37,0.71,-,0.70,0.75,0.64,-,0.82,0.73,1.08,-,Upgrade
8,P/FCF Ratio,-,64.29,191.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,64.29,191.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.30,0.16,0.32,0.17,0.07,-,-,0.12,0.23,-,-,-,0.31,0.10,0.14,0.16,0.20,0.22,0.23,-,0.37,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.46,-5.89,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.83,-5.57,-,-,-,-,Upgrade
13,EV/FCF Ratio,-2.27,50.34,175.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.26,0.26,0.26,0.22,0.12,0.12,0.10,0.10,-,0.47,0.15,0.15,-,0.09,0.03,0.03,-,0.04,0.09,0.09,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,27.50,54.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.12,1.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,12.26,16.62,11.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,2.03,2.03,2.03,1.95,-,3.08,-,3.76,-,1.55,-,2.14,-,4.31,-,3.77,-,2.62,-,1.99,-,Upgrade
20,Current Ratio,2.50,2.50,2.50,2.51,-,3.71,-,4.09,-,1.86,-,2.42,-,5.80,-,4.37,-,3.50,-,2.79,-,Upgrade
21,Return on Equity (ROE),-34.20%,-31.50%,-148.94%,-22.34%,-10.86%,-39.84%,-,-,-3.11%,-32.94%,-,-,-14.14%,-30.01%,-,-,-4.83%,-34.10%,-,-,Upgrade,
22,Return on Assets (ROA),-12.76%,-11.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-16.27%,-15.26%,-71.78%,-13.13%,-6.41%,-23.13%,-,-,-2.59%,-18.00%,-,-,-7.72%,-18.20%,-,-,-3.34%,-19.26%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.60%,-,-,-,-,-,Upgrade
25,Earnings Yield,-85.20%,-136.33%,-88.13%,-116.28%,-44.70%,-46.00%,-46.73%,-31.38%,-34.15%,-30.31%,-41.22%,-,-1.63%,8.70%,7.73%,7.10%,-10.65%,-18.72%,-14.71%,-,4.95%,Upgrade
26,FCF Yield,-40.63%,1.56%,0.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
