,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,3540,3869,3025,2923,2884,3205,2248,2038,2576,2343,1982,1807,1808,1907,1389,1504,2050,2060,1381,1803,Upgrade
1,Other Revenue,-103.27,103.27,-,201.71,-95.07,95.07,-,158.82,-72.35,72.35,-,112.31,-49.44,49.44,-,97.95,-48.92,48.92,-,74.84,Upgrade
2,Revenue,3436,3973,3025,3125,2789,3300,2248,2197,2503,2416,1982,1919,1758,1957,1389,1602,2001,2108,1381,1878,Upgrade
3,Revenue Growth (YoY),23.21%,20.37%,34.53%,42.24%,11.40%,36.63%,13.42%,14.46%,42.37%,23.46%,42.77%,19.80%,-12.13%,-7.20%,0.55%,-14.68%,9.98%,19.65%,2.61%,13.07%,Upgrade
4,Cost of Revenue,2066,2508,2081,2057,1712,2259,1564,1545,1708,1729,1505,1528,1305,1430,996.12,1267,1339,1480,980.23,1413,Upgrade
5,Gross Profit,1370,1464,943.84,1068,1077,1041,684.65,651.87,795.67,686.08,477.29,391.07,453.9,526.36,392.45,335.27,661.88,628.8,400.69,464.73,Upgrade
6,"Selling, General & Admin",464.58,486.97,415.78,607.17,364.53,376.98,286.3,391.73,312.76,271.59,212.33,340.07,152.07,191.41,162.23,162.74,221.5,246.44,140.84,172.5,Upgrade
7,Research & Development,143.87,161.54,107.61,144.3,114.99,125.12,79.36,73.27,106.9,73.69,66.94,58.15,87.49,74.47,65.83,52.67,90.74,95.1,60.21,55.12,Upgrade
8,Other Operating Expenses,-102.35,9.93,-16.83,137.54,-30.35,-19.39,-4.29,52.55,-0.84,-26.49,-1.86,47.66,-3.49,-2.99,-0.26,45.11,-0.73,-7.86,-14.11,33.72,Upgrade
9,Operating Expenses,517.23,672.13,505.37,872.38,464.76,484.44,385.23,503.14,402.68,331.76,284.68,501.83,194.76,299.09,219.21,99.03,401,352.26,214.67,306.07,Upgrade
10,Operating Income,852.88,792.29,438.47,195.52,612.5,556.71,299.43,148.74,392.99,354.31,192.61,-110.76,259.14,227.27,173.24,236.24,260.88,276.55,186.02,158.66,Upgrade
11,Interest Expense,-20.11,-30.82,-22.24,-28.5,-,-15.94,-8.81,-20.74,-89.28,-12.12,-14.56,-23.75,-19.23,-20.22,-20.05,-7.74,-10.19,-42.37,-49.68,-5.08,Upgrade
12,Interest & Investment Income,53.31,90.05,90.11,128.75,68.28,84.39,61.66,89.17,-,52.76,57.1,58.28,62.71,54.42,64.19,309.84,39.97,39.16,52.85,216.32,Upgrade
13,Currency Exchange Gain (Loss),40.63,-40.63,-,40.92,-66.9,66.9,-,55,-21.74,21.74,-,-32.97,-0.74,0.74,-,-79.98,65.24,-65.24,-,-3.38,Upgrade
14,Other Non Operating Income (Expenses),-48.34,8.19,-20.49,-23.64,21.67,-9.45,-3.81,-42.77,31.67,-34.59,28.23,58.83,-45.71,42.26,-12.88,-23.24,-59.56,-3.65,-27.25,19.54,Upgrade
15,EBT Excluding Unusual Items,878.36,819.08,485.86,313.05,635.55,682.61,348.46,229.4,313.64,382.12,263.39,-50.37,256.17,304.47,204.5,435.12,296.34,204.45,161.95,386.07,Upgrade
16,Impairment of Goodwill,-,-,-,-8.68,-,-,-,-9.49,-,-,-,-1.79,-,-,-,-15.48,-,-,-,-7.8,Upgrade
17,Gain (Loss) on Sale of Investments,-28.2,-5.3,-43.24,28.09,89.28,2.08,-2.48,5.11,83.02,-129.21,-66.41,71.4,-47.81,70.77,9.34,-143.34,-25.95,151.78,82.89,-126,Upgrade
18,Gain (Loss) on Sale of Assets,-0.25,-0.12,0.09,-1.33,1.35,-1.11,0,-1.43,0.86,-1.09,-0.23,-7.37,0.67,-0.82,-0.13,-5,0.07,0.04,-0.02,4.88,Upgrade
19,Asset Writedown,-24.76,2.59,-7.49,-4.66,5.42,3.64,-5.08,-2.85,6.17,-4.04,2.29,-0.05,-3.22,-0.54,-0.79,0.03,1.97,-2.08,0.01,-6.31,Upgrade
20,Other Unusual Items,-66.08,107.18,-,175.87,1.05,-1.05,-,80.78,-1.23,1.23,-,42.38,-0.88,0.88,-,45.75,0.29,-0.29,-,35.15,Upgrade
21,Pretax Income,759.06,923.43,435.22,502.34,732.65,686.17,340.9,301.53,402.47,249.01,199.04,54.19,204.94,374.76,212.92,317.08,272.72,353.9,244.83,285.99,Upgrade
22,Income Tax Expense,90.38,133.67,70.88,80.48,106.77,85.72,68.29,53.57,46.26,57.87,29.34,19.5,34.48,41.9,43.32,90.39,37.97,63.74,35.56,46.68,Upgrade
23,Earnings From Continuing Operations,668.68,789.75,364.34,421.86,625.88,600.45,272.61,247.95,356.21,191.15,169.7,34.69,170.46,332.86,169.61,226.69,234.75,290.17,209.27,239.31,Upgrade
24,Minority Interest in Earnings,-3,-4,-0.09,-7.49,-6.26,-0.26,-3.09,-1.44,-5.87,-4.38,-5.2,-11.86,-3.3,-2.8,0.39,-1.14,-2.01,0.08,-1.69,-1.63,Upgrade
25,Net Income,665.69,785.75,364.25,414.37,619.62,600.19,269.52,246.51,350.34,186.76,164.5,22.82,167.16,330.07,170,225.55,232.74,290.25,207.59,237.67,Upgrade
26,Net Income to Common,665.69,785.75,364.25,414.37,619.62,600.19,269.52,246.51,350.34,186.76,164.5,22.82,167.16,330.07,170,225.55,232.74,290.25,207.59,237.67,Upgrade
