,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Nov '24 Nov 6, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,379,361,699,715,721,809,733,760,757,775,789,Upgrade
1,Market Cap Growth,-49.53%,-49.53%,-3.13%,-11.70%,-1.54%,6.53%,-3.27%,-2.03%,-4.00%,-1.71%,2.94%,Upgrade
2,Enterprise Value,623,660,899,914,958,1079,983,885,1029,1045,1052,Upgrade
3,Last Close Price,1.68,1.60,3.03,3.10,3.10,3.48,3.12,3.23,3.20,3.27,3.30,Upgrade
4,PE Ratio,22.42,-,12.39,24.11,25.97,-38.70,-,9.54,120.87,-,-,Upgrade
5,PS Ratio,1.94,1.85,3.63,3.58,3.02,2.81,2.67,2.94,2.91,2.92,2.43,Upgrade
6,PB Ratio,0.34,0.32,0.61,0.66,0.67,0.76,0.68,0.69,0.72,0.76,0.76,Upgrade
7,P/TBV Ratio,0.33,0.33,0.62,0.67,0.68,0.77,0.69,0.70,0.73,0.77,0.77,Upgrade
8,P/FCF Ratio,-,-4.41,-,23.24,-,17.91,-,-,-,27.67,11.37,Upgrade
9,P/OCF Ratio,43.30,43.30,-,14.18,10.45,13.71,-28.34,-,-,24.94,10.89,Upgrade
10,EV/Sales Ratio,3.19,3.38,4.67,4.58,4.02,3.74,3.58,3.43,3.95,3.93,3.24,Upgrade
11,EV/EBITDA Ratio,1.92,28.47,42.67,139.17,-,39.38,31.47,41.50,34.70,30.59,28.40,Upgrade
12,EV/EBIT Ratio,1.98,44.47,71.04,-436.76,-,60.36,46.36,75.29,-,47.94,43.45,Upgrade
13,EV/FCF Ratio,-7.61,-8.06,-,29.72,-,23.88,-,-,-,37.27,15.17,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.29,0.23,0.27,0.28,0.32,0.29,0.27,0.38,0.35,Upgrade
15,Debt / FCF Ratio,-,-3.92,-,8.01,-,6.49,-,-,-,13.80,5.25,Upgrade
16,Return on Capital Employed (ROCE),0.99%,0.99%,0.86%,-0.16%,-,1.57%,1.94%,0.92%,-,1.80%,1.97%,Upgrade
17,Earnings Yield,4.46%,4.68%,8.07%,4.15%,3.85%,-2.58%,3.62%,10.49%,0.83%,-23.49%,-23.53%,Upgrade
18,FCF Yield,-21.62%,-22.70%,-10.13%,4.30%,6.84%,5.58%,-5.42%,-6.80%,-0.86%,3.61%,8.79%,Upgrade
19,Dividend Yield,1.79%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,1.79%,-,-,-,-,-,-,-,-,-,-,Upgrade
