,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Operating Revenue,92507,88888,75507,73244,70894,67355,59477,66047,70474,70171,73352,85575,78063,87789,76882,70463,72163,53538,49702,56470,Upgrade
1,Revenue,92507,88888,75507,73244,70894,67355,59477,66047,70474,70171,73352,85575,78063,87789,76882,70463,72163,53538,49702,56470,Upgrade
2,Revenue Growth (YoY),30.48%,31.97%,26.95%,10.90%,0.60%,-4.01%,-18.91%,-22.82%,-9.72%,-20.07%,-4.59%,21.45%,8.18%,63.98%,54.69%,24.78%,34.48%,3.05%,13.59%,27.12%,Upgrade
3,Cost of Revenue,73625,70494,58677,57630,54785,53194,47886,54670,58752,58403,60642,70916,63771,72641,62721,59137,61997,45836,42144,48626,Upgrade
4,Gross Profit,18881,18394,16830,15614,16110,14161,11592,11378,11722,11768,12710,14659,14292,15148,14161,11326,10166,7701,7558,7843,Upgrade
5,"Selling, General & Admin",7696,7082,7004,7393,6102,5620,5239,7151,6138,6648,6501,7581,6157,6831,5151,6366,4453,4060,3406,4606,Upgrade
6,Research & Development,5957,5498,5159,5463,4966,4555,4113,4700,4070,3763,3495,3853,3238,3064,3012,3106,2321,1958,1871,2253,Upgrade
7,Other Operating Expenses,-225.9,-161.91,-87.86,263.56,-248.54,-147.89,-340.86,-1257,219.31,-146.12,-125.87,535.07,237.41,-106.53,-87.35,-695.3,-139.29,-116.35,436.46,172.14,Upgrade
8,Operating Expenses,13426,12417,12076,13120,10819,10027,9012,10594,10427,10265,9869,11969,9632,9789,8076,8776,6635,5902,5714,7031,Upgrade
9,Operating Income,5455,5977,4754,2494,5290,4134,2580,783.61,1295,1503,2840,2691,4660,5359,6085,2550,3530,1799,1845,812.79,Upgrade
10,Interest Expense,-157.19,-366.36,-,-10.88,-95.6,-258.99,-1108,-698.98,-284.81,-292.21,-,-845.04,-1261,-1370,-,-1705,-1246,-767.03,-161.05,-528.46,Upgrade
11,Interest & Investment Income,933.12,948.19,1019,1215,971.59,920.81,678.15,688.42,455.13,423.12,265.7,483.66,317.99,450.34,275.21,1045,-,260.77,291.95,894.85,Upgrade
12,Earnings From Equity Investments,37.74,86.39,155.39,84.02,20.63,74.05,-133.08,3.56,-265,62.67,-201.33,247.1,45.12,-26.19,8.99,368.22,-10.7,892.65,130.74,-273.79,Upgrade
13,Currency Exchange Gain (Loss),-,-13.44,-,124.41,-,-28.2,-,-998.6,-,-572.29,-,-483.29,-,-91.06,-,-693.22,-241,33.79,-,-,Upgrade
14,Other Non Operating Income (Expenses),31.19,280.15,519.91,-461.77,-,322.87,-,866.79,-146.04,-83.97,229.63,-,-,-,634.01,-,-,-,-,-,Upgrade
15,EBT Excluding Unusual Items,6300,6912,6449,3445,6187,5165,2017,644.79,1054,1040,3134,2093,3763,4323,7004,1565,2033,2220,2106,905.39,Upgrade
16,Gain (Loss) on Sale of Investments,517.33,-180.27,-1226,2253,-299.9,-209.02,3453,3159,-2245,696.35,-3550,1792,-1976,5356,2063,7296,3418,2648,347.85,1805,Upgrade
17,Gain (Loss) on Sale of Assets,-,-52.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.91,Upgrade
18,Pretax Income,6817,6679,5222,5697,5887,4956,5471,3804,-1191,1737,-415.93,3884,1787,9679,9067,8861,5451,4868,2454,2716,Upgrade
19,Income Tax Expense,1477,1610,1049,973.99,1018,1290,1255,662.08,283.23,371.46,114.62,1442,998.6,1415,1278,65.87,586.33,374.32,294.2,280.12,Upgrade
20,Earnings From Continuing Operations,5340,5070,4173,4723,4869,3666,4216,3142,-1474,1365,-530.55,2443,788.52,8263,7789,8795,4864,4493,2160,2436,Upgrade
21,Minority Interest in Earnings,12.11,28.33,8.85,4.04,4.79,4.45,-12.3,9.61,-2.13,21.02,-57.05,43.2,3.74,5.17,3.98,18.27,16.25,4.66,3.62,4.97,Upgrade
22,Net Income,5352,5098,4182,4727,4874,3670,4204,3151,-1476,1386,-587.6,2486,792.26,8268,7793,8813,4881,4498,2164,2441,Upgrade
23,Net Income to Common,5352,5098,4182,4727,4874,3670,4204,3151,-1476,1386,-587.6,2486,792.26,8268,7793,8813,4881,4498,2164,2441,Upgrade
24,Net Income Growth,9.82%,38.91%,-0.52%,50.02%,-,164.71%,-,26.78%,-,-83.23%,-,-71.80%,-83.77%,83.82%,260.20%,261.02%,93.29%,130.44%,-30.79%,-28.39%,Upgrade
25,Shares Outstanding (Basic),24797,24834,25038,24885,24921,24878,24828,24793,24843,24816,29380,24927,26409,24940,25138,24256,24042,23827,23775,23708,Upgrade
