,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,196.32,229.17,336.44,326.15,165.61,171.45,214.21,239.35,247.5,210.95
1,Revenue Growth (YoY),-41.65%,-29.73%,103.15%,90.23%,-22.69%,-28.37%,-13.45%,13.46%,26.00%,10.94%
2,Cost of Revenue,90.45,108.78,157.32,180.86,85.88,78.55,95.98,106.12,114.67,105.28
3,Gross Profit,105.87,120.39,179.12,145.29,79.73,92.9,118.23,133.24,132.83,105.67
4,"Selling, General & Admin",88.43,75.57,114.85,100.97,72.5,73.74,82.44,82.1,104.18,88.73
5,Research & Development,57.06,65.2,24.03,15.18,-,-,-,-,-,-
6,Other Operating Expenses,-3.08,-3.03,1.44,-9.09,0.06,3.05,-14.02,0.24,-2.19,2.18
7,Operating Expenses,142.41,137.74,140.32,107.05,72.56,76.79,68.43,82.35,101.99,90.91
8,Operating Income,-36.54,-17.35,38.8,38.23,7.18,16.11,49.8,50.89,30.85,14.76
9,Interest Expense,-8.65,-7.62,-5.29,-6.17,-6.22,-3.34,-4.9,-4.51,-4.92,-5.21
10,Interest & Investment Income,0.02,-,0.75,1.02,0.95,1.35,1.21,0.63,0.8,2.78
11,Earnings From Equity Investments,-1.43,-6.63,-13.66,-16.46,-4.56,-11.78,9.81,12.02,12.23,4.54
12,Currency Exchange Gain (Loss),1.28,1.02,2.3,-0.65,-4.67,0.76,-2.17,0.19,0.09,0.49
13,EBT Excluding Unusual Items,-45.33,-30.58,22.9,15.98,-7.31,3.1,53.75,59.22,39.04,17.36
14,Impairment of Goodwill,-,-,-,-,-,-,-,-7.05,-,-
15,Gain (Loss) on Sale of Investments,-,-20.64,-,-37.99,-,-21.02,-,0.1,2.87,-
16,Gain (Loss) on Sale of Assets,-,-1.12,-,-1.67,-,-9.08,-2.96,-0.15,-0.03,-
17,Asset Writedown,-,-,-,-,-,-,-,-15.58,-,-
18,Other Unusual Items,-,-,-,-,-,-,-,-,-,18.88
19,Pretax Income,-45.33,-52.34,22.9,-23.68,-7.31,-27.01,50.8,36.53,41.88,36.24
20,Income Tax Expense,-8.38,0.4,6.45,3.9,-0.24,0.19,6.99,7.29,8.45,7.71
21,Earnings From Continuing Operations,-36.95,-52.74,16.45,-27.58,-7.08,-27.2,43.81,29.24,33.43,28.53
22,Minority Interest in Earnings,0.01,0.01,0.01,0.01,0.04,-0.08,0.11,5.96,1.5,1.25
23,Net Income,-36.94,-52.73,16.46,-27.57,-7.04,-27.27,43.92,35.2,34.93,29.78
24,Net Income to Common,-36.94,-52.73,16.46,-27.57,-7.04,-27.27,43.92,35.2,34.93,29.78
25,Net Income Growth,-,-,-,-,-,-,25.72%,18.19%,47.68%,-38.45%
26,Shares Outstanding (Basic),741,749,755,753,759,769,770,775,797,800
27,Shares Outstanding (Diluted),741,749,755,753,759,769,774,779,801,806
28,Shares Change (YoY),-1.89%,-0.52%,-0.54%,-2.10%,-1.92%,-1.30%,-3.37%,-3.28%,0.11%,2.07%
29,EPS (Basic),-0.05,-0.07,0.02,-0.04,-0.01,-0.04,0.06,0.05,0.04,0.04
30,EPS (Diluted),-0.05,-0.07,0.02,-0.04,-0.01,-0.04,0.06,0.05,0.04,0.04
31,EPS Growth,-,-,-,-,-,-,42.60%,22.02%,35.28%,-39.25%
32,Free Cash Flow,-52.26,-51.19,-88.39,152.45,-65.82,-30.18,-32.19,35.26,59.31,-5.92
33,Free Cash Flow Per Share,-0.07,-0.07,-0.12,0.20,-0.09,-0.04,-0.04,0.05,0.07,-0.01
34,Dividend Per Share,-,-,-,-,-,0.003,0.006,0.005,0.004,0.004
35,Dividend Growth,-,-,-,-,-,-26.09%,26.67%,24.32%,50.00%,-50.00%
36,Operating Margin,-18.61%,-7.57%,11.53%,11.72%,4.33%,9.40%,23.25%,21.26%,12.46%,7.00%
37,Profit Margin,-18.82%,-23.01%,4.89%,-8.45%,-4.25%,-15.91%,20.50%,14.71%,14.11%,14.12%
38,Free Cash Flow Margin,-26.62%,-22.34%,-26.27%,46.74%,-39.75%,-17.60%,-15.03%,14.73%,23.96%,-2.80%
39,EBITDA,-19.54,-2.23,51.78,53.09,19.24,25.81,57.54,59.06,39.08,22.85
40,D&A For EBITDA,17,15.12,12.98,14.86,12.06,9.7,7.73,8.17,8.24,8.09
41,EBIT,-36.54,-17.35,38.8,38.23,7.18,16.11,49.8,50.89,30.85,14.76
