,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,189,717,1021,937,1084,700,943,2479,3505,2565,3840
1,Market Cap Growth,-23.50%,-23.50%,-5.86%,33.93%,14.94%,-71.77%,-73.09%,-3.33%,-8.71%,4.08%,95.12%
2,Enterprise Value,561,1061,1249,1049,1351,894,1059,2342,3321,2438,3677
3,Last Close Price,0.26,0.97,1.37,1.25,1.43,0.95,1.23,3.20,4.51,3.24,4.75
4,PE Ratio,-,-,-,-78.08,-,-,-,26.06,42.09,36.12,64.24
5,PS Ratio,0.42,1.57,1.64,1.31,1.95,1.77,1.99,4.54,6.06,5.10,8.43
6,PB Ratio,0.34,1.29,1.65,1.40,1.56,0.93,1.17,2.96,4.48,3.47,5.04
7,P/TBV Ratio,1.36,1.36,1.71,1.40,1.56,0.93,1.17,2.96,4.48,3.62,5.28
8,P/FCF Ratio,-,-,-,-,11.07,-,-,-,31.21,43.78,-
9,P/OCF Ratio,-,-,-,-,8.68,-,16.09,24.77,19.27,15.17,168.35
10,EV/Sales Ratio,1.23,2.32,2.01,1.47,2.43,2.26,2.24,4.29,5.74,4.85,8.07
11,EV/EBITDA Ratio,-,-,-,9.26,16.52,16.94,10.35,16.70,28.49,35.88,51.84
12,EV/EBIT Ratio,-,-,-,12.61,26.31,32.75,13.09,19.34,34.21,48.73,69.54
13,EV/FCF Ratio,-5.05,-,-,-,13.79,-,-,-,29.57,41.63,-
14,Debt / Equity Ratio,0.68,0.68,0.62,0.47,0.38,0.44,0.38,0.22,0.30,0.34,0.31
15,Debt / FCF Ratio,-,-,-,-,2.69,-,-,-,2.10,4.29,-
16,Return on Capital Employed (ROCE),-,-,-,12.11%,7.23%,3.19%,8.79%,13.72%,11.78%,6.42%,6.61%
17,Earnings Yield,-51.11%,-13.44%,-3.92%,-1.28%,-3.61%,-5.74%,2.17%,3.84%,2.38%,2.77%,1.56%
18,FCF Yield,-58.96%,-15.50%,-15.06%,7.38%,9.03%,-16.07%,-8.12%,0.15%,3.20%,2.28%,-1.09%
19,Dividend Yield,0.00%,-,-,-,-,-,0.90%,0.39%,0.24%,0.28%,0.16%
20,Buyback Yield / Dilution,1.21%,1.89%,0.52%,0.54%,2.10%,1.92%,1.30%,3.37%,3.28%,-0.11%,-2.07%
21,Total Shareholder Return,1.21%,1.89%,0.52%,0.54%,2.10%,1.92%,2.21%,3.76%,3.52%,0.17%,-1.91%
