,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3358,3675,4519,5001,5270,5994,6262,5911,5803,6020,6020,7012,7537,7905,6338,7796,7056,7157,7336,7677,9686,Upgrade
1,Market Cap Growth,-38.68%,-38.68%,-27.84%,-15.39%,-9.19%,-0.44%,4.02%,-15.70%,-23.02%,-23.85%,-5.02%,-10.06%,6.82%,10.45%,-13.61%,1.55%,-27.15%,-29.33%,-31.65%,-43.44%,-20.69%,Upgrade
2,Enterprise Value,5112,5534,6464,6732,7000,7786,7824,7130,7451,7532,7142,7650,8862,9019,7094,8384,8096,8387,8167,9111,11119,Upgrade
3,PE Ratio,16.53,13.36,16.32,17.47,14.30,16.73,17.27,14.15,14.83,15.10,13.66,14.55,14.03,14.80,12.20,15.14,13.90,14.86,13.46,12.89,13.30,Upgrade
4,PS Ratio,0.86,0.70,0.85,0.93,1.01,1.18,1.24,1.18,1.16,1.24,1.25,1.46,1.63,1.72,1.41,1.75,1.64,1.75,1.70,1.73,1.98,Upgrade
5,PB Ratio,0.95,1.00,1.20,1.28,1.39,1.62,1.63,1.55,1.52,-,1.55,1.81,1.85,2.00,1.54,1.96,1.61,1.67,1.73,1.60,2.08,Upgrade
6,P/FCF Ratio,6.66,7.29,15.80,-,16.69,-,19.10,-,21.50,10.79,11.17,-,8.34,11.23,8.26,-,10.47,6.87,6.58,-,9.57,Upgrade
7,P/OCF Ratio,4.86,4.86,7.26,-,7.88,13.25,10.30,-,11.40,7.47,7.91,-,6.63,8.77,6.58,-,7.90,5.40,5.20,-,6.79,Upgrade
8,EV/Sales Ratio,0.97,1.05,1.22,1.25,1.34,1.54,1.55,1.42,1.49,1.55,1.49,1.60,1.92,1.97,1.57,1.88,1.88,2.06,1.89,2.06,2.28,Upgrade
9,EV/EBITDA Ratio,7.60,8.33,9.73,9.82,8.83,9.62,9.57,8.22,8.95,9.22,8.21,8.28,8.90,8.91,7.13,8.47,8.19,8.84,8.04,8.33,9.24,Upgrade
10,EV/EBIT Ratio,11.60,12.56,14.53,14.29,12.03,12.93,12.80,10.68,11.77,12.19,10.81,10.72,11.44,11.56,9.23,11.17,10.72,11.61,10.14,10.21,10.93,Upgrade
11,EV/FCF Ratio,10.14,10.98,22.60,-,22.17,-,23.86,-,27.61,13.50,13.25,-,9.80,12.81,9.24,-,12.01,8.05,7.33,-,10.99,Upgrade
12,Debt / Equity Ratio,0.57,0.57,0.57,0.58,0.48,0.57,0.53,0.49,0.43,-,0.48,0.49,0.39,0.49,0.37,0.42,0.25,0.31,0.37,0.33,0.36,Upgrade
13,Debt / EBITDA Ratio,3.11,3.72,4.05,2.82,2.34,3.73,3.32,1.51,1.96,-,2.30,1.74,2.04,2.41,1.47,1.20,1.32,1.78,1.57,1.17,2.46,Upgrade
