,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,501.51,445.66,481.33,685.86,531.42,405.01,452.97,591,-,512.76,926.83,1104,778.86,489.45,981.96,605.07,414.44,500.76,724.77,1347,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,50.34,60.52,60.1,-,-,191.71,81.05,Upgrade
2,Accounts Receivable,298.9,354.74,450.3,275.57,437.8,499.08,504.51,409.33,-,566.99,530.56,475.61,618.05,658.1,724.53,710.53,761.81,881.68,965.73,932.08,Upgrade
3,Other Receivables,8.37,36.24,32.72,30.89,17.63,18.17,9.19,8.91,-,12.73,20.68,9.95,13.27,16.24,13.61,15.0,21.43,34.19,25.4,28.83,Upgrade
4,Inventory,270.77,264.25,255.99,284.75,274.41,265.33,262.57,279.49,-,264.37,259.48,275.33,317.11,315.85,301.77,302.29,303.82,277.83,315.21,361.98,Upgrade
5,Prepaid Expenses,-,19.33,-,22.08,-,27.5,-,29.58,-,40.26,-,40.47,-,18.88,-,10.3,-,4.73,-,2.64,Upgrade
6,Other Current Assets,212.76,135.57,236.41,110.28,197.39,151.98,175.77,130.12,-,80.13,196.71,130.54,211.04,124.46,195.64,212.07,185.82,144.45,247.91,230.72,Upgrade
7,Total Current Assets,1292,1256,1457,1409,1459,1367,1405,1448,-,1477,1934,2036,1938,1673,2278,1915.0,1687,1844,2471,2984,Upgrade
8,"Property, Plant & Equipment",4242,4238,4261,4266,4297,4262,4213,4180,-,3994,4013,3991,3945,3953,3935,3927.0,3938,3928,3952,3959,Upgrade
9,Goodwill,1347,1345,1345,1345,1345,1345,1345,1345,-,1267,1267,1267,1266,1271,1271,1271.0,1271,1271,1271,1271,Upgrade
10,Other Intangible Assets,628.74,632.18,640.57,650.32,655.09,663.66,673.51,683.31,-,696.32,705.7,715.5,697.25,726.22,735.59,747.07,707.32,716.31,725.29,734.28,Upgrade
11,Long-Term Investments,43.27,54.57,57.64,42.15,35.53,34.51,36.55,34.4,-,34.49,36.62,35.88,34.87,35.11,35.41,34.56,34.11,26.87,28.82,28.61,Upgrade
12,Long-Term Deferred Tax Assets,81.31,73.74,68.88,67.95,73.32,70.4,66.11,74.8,-,44.69,41.87,40.14,46.97,44.91,39.28,38.12,39.77,39.65,41.87,43.69,Upgrade
13,Long-Term Deferred Charges,2.85,1.46,1.51,1.63,0.9,0.64,0.71,0.81,-,0.46,0.52,0.76,0.85,0.57,0.62,5.27,7.2,10.54,14.23,17.14,Upgrade
14,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,0.14,-,0.78,-,0.87,-,7.08,-,11.67,-,16.25,Upgrade
15,Other Long-Term Assets,88.56,89.98,89.52,88.56,55.44,56.53,57.62,58.71,-,61.79,63.66,63.99,66.5,66.73,74.88,68.94,97.96,87.42,104.44,92.71,Upgrade
16,Total Assets,7726,7690,7921,7871,7921,7800,7797,7826,-,7576,8063,8152,7996,7772,8369,8014.0,7783,7935,8608,9147,Upgrade
17,Accounts Payable,324.38,358.05,400.05,590.4,367.24,416.63,396.35,511.91,-,261.89,328.32,351.57,266.93,344.9,327.1,366.1,316.78,393.21,416.2,512.75,Upgrade
18,Accrued Expenses,13.34,15.87,12.12,59.52,11.28,14.12,11.41,57.86,-,19.92,11.39,67.87,10.78,15.7,10.26,58.32,9.44,16.67,11.14,89.07,Upgrade
19,Short-Term Debt,520,600,460,426.52,446.1,359.99,209.99,159.99,-,305,293,282,396,535.6,737.6,280.6,549.85,709.3,677.69,295.44,Upgrade
20,Current Portion of Long-Term Debt,755.26,737.48,665.16,221.04,665.78,713,684.85,478.67,-,173.44,68.36,47.5,95.88,4.04,42.16,3.02,23.97,62,171.82,132.25,Upgrade
21,Current Unearned Revenue,764.82,672.93,603.56,862.41,767.34,716.88,723.79,985.87,-,828.44,858.77,1325,1027,1007,1087,1299.0,1083,958.66,942.41,1401,Upgrade
22,Current Portion of Leases,-,51.77,-,15.16,-,2.11,-,4.77,-,4.85,-,86.73,-,56.52,-,23.59,-,22.49,-,50.46,Upgrade
23,Current Income Taxes Payable,111.61,71.09,101.11,75.43,123.19,100.03,165.44,133.26,-,103.88,185.48,149.06,159.41,121.87,200.62,132.69,165.94,138.24,227.92,137.63,Upgrade
24,Other Current Liabilities,135.99,74.96,62.42,70.77,268.85,82.08,266.38,84.62,-,71.9,374.85,67.86,65.09,76.2,516.82,83.9,63.29,82.26,75.68,93.92,Upgrade
25,Total Current Liabilities,2625,2582,2304,2321,2650,2405,2458,2417,-,1769,2120,2378,2021,2162,2921,2248.0,2212,2383,2523,2713,Upgrade
