,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Interest and Dividend Income,176.16,370.28,228.96,175.45,187.86,175.58,184.24,179.93,210.67,230.11,252.75,305.94,97.49,137.77,377.59,251.87,178.96,128.98,281.23,8.89,Upgrade
1,Total Interest Expense,35.94,44.56,55.97,39.4,42.09,57.72,49.56,67.65,73.26,71.85,80.04,74.55,70.56,86.23,212.41,115.79,119.08,43.23,39.13,-102.14,Upgrade
2,Net Interest Income,140.21,325.72,172.99,136.05,145.77,117.87,134.67,112.28,137.42,158.26,172.71,231.4,26.94,51.54,165.18,136.08,59.87,85.75,242.11,111.03,Upgrade
3,Gain on Sale of Investments (Rev),132.48,-129.59,-31.11,-42.64,-55.15,-59.15,-23.42,51.32,46.44,-35.94,-45.57,-82.54,5.68,64.38,24.71,35.55,272.42,35.55,-79.92,69.19,Upgrade
4,Other Revenue,114.86,121.22,125.92,166.75,191.9,144.76,130.87,212.11,154.97,224.79,200.62,170.51,252.97,262.71,171.53,157.82,209.29,139.68,150.88,110.39,Upgrade
5,Revenue Before Loan Losses,387.55,317.35,267.8,260.17,282.52,203.47,242.12,375.71,338.83,347.08,327.76,319.37,285.59,378.62,361.42,329.44,541.59,260.98,313.07,290.61,Upgrade
6,Provision for Loan Losses,-0.03,0.51,-,1.07,-0.33,-1.01,-,2.64,-0.64,-,-,1.34,-0.48,0.48,-,0.51,-0.27,0.27,-,8.32,Upgrade
7,Revenue,387.57,316.84,267.8,259.1,282.84,204.49,242.12,373.08,339.47,347.08,327.76,318.03,286.07,378.14,361.42,328.93,541.86,260.7,313.07,282.29,Upgrade
8,Revenue Growth (YoY),37.03%,54.95%,10.61%,-30.55%,-16.68%,-41.08%,-26.13%,17.31%,18.67%,-8.21%,-9.31%,-3.31%,-47.21%,45.05%,15.44%,16.52%,144.01%,8.70%,40.29%,3.77%,Upgrade
9,Cost of Services Provided,192.62,205.87,155.01,221.55,173.31,169.18,178.76,357.95,198.96,195.08,159.67,344.15,213.08,165.95,150.85,160.69,152.53,127.05,119.97,163.42,Upgrade
10,Other Operating Expenses,1.02,3.62,2.47,0.04,2.03,1.28,1.01,1.45,0.53,1.01,1.39,2.59,1.36,1.3,2.53,2.4,2.09,0.48,2.21,1.8,Upgrade
11,Total Operating Expenses,193.64,209.62,157.36,216.06,175.34,170.69,179.54,358.88,200.07,199.44,161,347.7,213.49,168.78,151.84,172.03,154.47,127.53,122.17,166.58,Upgrade
