,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,10623,10138,10563,10806,10927,10077,10866,11655,11655,12445,12991,12384,13052,20761,21975,20822,18394,19729,17726,19729,19972,Upgrade
1,Market Cap Growth,0.60%,0.60%,-2.79%,-7.29%,-6.25%,-19.02%,-16.36%,-5.88%,-10.70%,-40.06%,-40.88%,-40.52%,-29.04%,5.23%,23.97%,5.54%,-7.90%,-10.22%,-41.60%,-29.19%,-37.09%,Upgrade
2,Last Close Price,1.75,1.67,1.74,1.65,1.67,1.54,1.66,1.78,1.78,1.90,1.98,1.89,1.99,3.17,3.35,3.18,2.81,3.01,2.71,2.84,2.87,Upgrade
3,PE Ratio,2.55,2.43,2.01,2.64,2.64,2.51,-,3.30,2.89,3.32,3.15,2.98,3.33,4.55,4.20,4.05,3.60,4.12,3.95,4.17,3.93,Upgrade
4,PS Ratio,1.09,1.04,1.01,1.15,1.14,1.12,1.79,1.34,1.25,1.40,1.34,1.25,1.36,2.02,1.99,1.93,1.73,1.96,1.86,1.99,1.90,Upgrade
5,PB Ratio,0.14,0.13,0.15,0.15,0.15,0.15,0.16,0.17,0.17,-,0.18,0.17,0.18,0.30,0.32,0.31,0.29,0.32,0.31,0.34,0.35,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-0.38,-0.42,-,-,-,-,0.46,0.66,0.94,Upgrade
7,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-0.39,-0.43,-,-,-,-,0.45,0.64,0.90,Upgrade
8,Debt / Equity Ratio,4.02,4.02,4.20,3.70,4.01,3.93,4.06,4.22,4.22,-,4.08,4.08,4.05,4.05,3.54,3.54,4.12,4.12,4.22,4.22,4.15,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-8.24,-5.75,-,-,-,-,6.27,8.17,11.20,Upgrade
10,Return on Equity (ROE),8.12%,5.49%,6.45%,2.69%,15.81%,-1.35%,6.88%,-,-,10.02%,10.26%,1.76%,1.77%,9.54%,9.78%,6.19%,6.27%,10.15%,10.29%,5.73%,Upgrade,
11,Return on Assets (ROA),0.61%,0.41%,0.50%,0.21%,1.25%,-,-,-,-,0.81%,0.82%,0.14%,0.14%,0.77%,0.78%,0.49%,0.49%,0.78%,0.79%,0.44%,Upgrade,
12,Earnings Yield,39.28%,41.17%,49.76%,37.94%,37.91%,39.89%,13.68%,30.28%,34.58%,30.12%,31.77%,33.51%,30.06%,21.96%,23.81%,24.67%,27.81%,24.28%,25.30%,23.96%,25.47%,Upgrade
13,FCF Yield,-,-,-,-,-,-,-,-,-,61.36%,-107.29%,-266.31%,-236.03%,-289.03%,-154.08%,-8.17%,98.99%,219.68%,151.12%,106.36%,Upgrade,
14,Dividend Yield,7.56%,-,-,-,7.93%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,0.01%,0.01%,0.16%,0.16%,1.07%,1.07%,9.86%,9.86%,34.63%,34.63%,52.39%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,0.00%,-,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Total Shareholder Return,7.56%,-,-,-,7.93%,-,0.00%,-,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
