,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,7538482,6821709,9476836,6159196,7018742,6366499,6796828,5710188,6927141,5308956,5500878,3515931,4989564,4311939,4175764,3181348,3911426,3656330,3766695,2974751,Upgrade
1,Revenue Growth (YoY),7.41%,7.15%,39.43%,7.86%,1.32%,19.92%,23.56%,62.41%,38.83%,23.12%,31.73%,10.52%,27.56%,17.93%,10.86%,6.95%,31.85%,14.95%,39.92%,18.69%,Upgrade
2,Cost of Revenue,6708249,5980831,8524646,5373779,6288590,5669628,5931148,5050860,6397124,4643121,4969433,2904429,4322383,3814494,3462942,2679657,3374617,3191728,3202853,2450582,Upgrade
3,Gross Profit,830234,840878,952190,785417,730152,696870,865680,659328,530017,665836,531444,611502,667180,497445,712823,501691,536809,464602,563842,524168,Upgrade
4,"Selling, General & Admin",387898,350480,496061,388076,362210,291886,364569,319567,301077,295648,341909,309744,357349,292379,417372,218706,274719,182298,186368,251166,Upgrade
5,Operating Expenses,387898,350480,496061,388076,362210,291886,364569,319567,301077,295648,341909,309744,357349,292379,417372,218706,274719,182298,186368,251166,Upgrade
6,Operating Income,442336,490398,456129,397341,367942,404984,501111,339761,228939,370187,189535,301758,309831,205066,295450,282985,262090,282304,377473,273002,Upgrade
7,Interest Expense,-366085,-388756,-569659,-416531,-443289,-444204,-633566,-405712,-160399,-401317,-569009,-210302,-167573,-213244,-237143,-175624,-154327,-137212,-656421,-140922,Upgrade
8,Interest & Investment Income,266501,397151,-,258694,230154,597124,-,247787,609519,-,-,123751,177723,72113,-,72288,160953,65054,-,29556,Upgrade
9,Earnings From Equity Investments,-49919,1180,-7940,-10669,41404,-24804,-13542,-11190,-697.63,-3999,18727,5971,-138.45,8237,5616,4432,18862,-5943,20341,4608,Upgrade
10,Currency Exchange Gain (Loss),9516,-9516,-5177,1207,16056,-16056,12522,-29623,104437,-74814,41.58,1428,25223,-32821,-87987,8627,-8760,133.38,-68837,34353,Upgrade
11,Other Non Operating Income (Expenses),-62015,-202011,361628,-41387,72806,-321205,341613,13567,-571580,329895,614845,-8162,-66499,222924,271487,27446,-84153,-71131,185146,-17908,Upgrade
12,EBT Excluding Unusual Items,240334,288446,234980,188655,285074,195839,208139,154590,210219,219953,254139,214445,278566,262274,247423,220154,194665,133205,-142297,182690,Upgrade
13,Gain (Loss) on Sale of Investments,20878,-20878,-21400,10370,-59575,59575,-54469,-2878,-39718,42596,9821,6505,30007,-5486,-18310,-5561,6589,-1028,409218,-74273,Upgrade
14,Gain (Loss) on Sale of Assets,2674,-2674,12370,1977,2594,-2594,-19822,718.89,-20448,19729,17668,532.73,8900,5694,6463,576.55,-2452,1875,16266,3113,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-37494,-,-,-,-,-,-,-,-,-,Upgrade
16,Pretax Income,263886,264894,225950,201002,228092,252820,133847,152431,150053,282278,244134,221483,317473,262482,235576,215169,198803,134052,283187,111530,Upgrade
17,Income Tax Expense,32982,37059,1963,13426,50710,35956,62379,-456.66,31479,20562,18182,14726,71582,67624,64493,22828,15702,30208,67655,15657,Upgrade
18,Earnings From Continuing Operations,230904,227835,223986,187576,177382,216865,71468,152888,118574,261716,225952,206757,245891,194859,171083,192341,183101,103844,215532,95874,Upgrade
19,Minority Interest in Earnings,-19309,-10630,-29255,16776,-23314,-22077,-4795,-3498,-23293,-35847,-12957,-1569,15452,259.17,1877,-332.15,-1692,-5181,17562,-22384,Upgrade
20,Net Income,211595,217205,194731,204352,154068,194788,66673,149389,95281,225869,212996,205188,261343,195118,172960,192009,181409,98663,233095,73489,Upgrade
21,Preferred Dividends & Other Adjustments,-,69236,52425,-,-,63640,50333,19184,30067,42091,82265,-,66203,29366,84018,-,6198,17766,49434,-,Upgrade
22,Net Income to Common,211595,147969,142306,204352,154068,131148,16340,130205,65213,183778,130731,205188,195140,165752,88942,192009,175211,80896,183661,73489,Upgrade
23,Net Income Growth,37.34%,11.51%,192.07%,36.79%,61.70%,-13.76%,-68.70%,-27.19%,-63.54%,15.76%,23.15%,6.86%,44.06%,97.76%,-25.80%,161.27%,813.32%,160.93%,-,-74.57%,Upgrade
24,Shares Outstanding (Basic),973,656,990,977,876,753,1077,862,743,773,474,845,814,809,799,812,769,740,760,850,Upgrade
25,Shares Outstanding (Diluted),973,656,990,977,876,753,1077,862,743,773,487,962,836,831,799,887,790,758,783,868,Upgrade
26,Shares Change (YoY),11.07%,-12.87%,-8.07%,13.36%,17.93%,-2.53%,121.39%,-10.44%,-11.21%,-6.97%,-39.09%,8.48%,5.95%,9.61%,2.04%,2.11%,14.15%,10.08%,-4.27%,6.54%,Upgrade
27,EPS (Basic),217.51,225.46,143.68,209.24,175.91,174.11,15.17,151.12,87.81,237.79,275.94,242.74,239.61,204.97,111.32,236.35,227.74,109.27,241.81,86.41,Upgrade
28,EPS (Diluted),217.51,225.46,143.68,209.24,175.91,174.11,15.17,151.12,87.81,237.79,275.94,213.29,233.28,199.52,111.32,216.52,193.94,106.74,241.81,84.62,Upgrade
29,EPS Growth,23.65%,29.50%,847.39%,38.45%,100.33%,-26.78%,-94.50%,-29.15%,-62.36%,19.18%,147.88%,-1.49%,20.29%,86.93%,-53.96%,155.87%,732.53%,262.90%,1807.31%,-76.13%,Upgrade
30,Free Cash Flow,578793,-209567,299022,-589266,32568,-301075,2487687,-2062277,-96334,96209,1597872,-,1112927,26077,1265034,-1775541,406030,-148830,28979,-701940,Upgrade
31,Free Cash Flow Per Share,594.97,-319.32,301.91,-603.35,37.19,-399.69,2308.92,-2393.60,-129.71,124.49,3283.37,-,1330.49,31.39,1583.34,-2002.21,514.27,-196.37,37.01,-808.27,Upgrade
32,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,853.788,-,-,-,-,-,Upgrade
33,Gross Margin,11.01%,12.33%,10.05%,12.75%,10.40%,10.95%,12.74%,11.55%,7.65%,12.54%,9.66%,17.39%,13.37%,11.54%,17.07%,15.77%,13.72%,12.71%,14.97%,17.62%,Upgrade
34,Operating Margin,5.87%,7.19%,4.81%,6.45%,5.24%,6.36%,7.37%,5.95%,3.30%,6.97%,3.45%,8.58%,6.21%,4.76%,7.08%,8.90%,6.70%,7.72%,10.02%,9.18%,Upgrade
35,Profit Margin,2.81%,2.17%,1.50%,3.32%,2.20%,2.06%,0.24%,2.28%,0.94%,3.46%,2.38%,5.84%,3.91%,3.84%,2.13%,6.04%,4.48%,2.21%,4.88%,2.47%,Upgrade
36,Free Cash Flow Margin,7.68%,-3.07%,3.16%,-9.57%,0.46%,-4.73%,36.60%,-36.12%,-1.39%,1.81%,29.05%,-,22.31%,0.60%,30.29%,-55.81%,10.38%,-4.07%,0.77%,-23.60%,Upgrade
37,EBITDA,565820,620462,581755,491430,501772,557973,658669,456419,412927,501157,357576,412613,436539,300191,417940,389118,373861,396185,500663,386581,Upgrade
38,EBITDA Margin,7.51%,9.10%,6.14%,7.98%,7.15%,8.76%,9.69%,7.99%,5.96%,9.44%,6.50%,11.74%,8.75%,6.96%,10.01%,12.23%,9.56%,10.84%,13.29%,13.00%,Upgrade
39,D&A For EBITDA,123484,130065,125626,94090,133830,152989,157558,116658,183987,130969,168041,110855,126708,95125,122489,106133,111770,113882,123189,113579,Upgrade
40,EBIT,442336,490398,456129,397341,367942,404984,501111,339761,228939,370187,189535,301758,309831,205066,295450,282985,262090,282304,377473,273002,Upgrade
41,EBIT Margin,5.87%,7.19%,4.81%,6.45%,5.24%,6.36%,7.37%,5.95%,3.30%,6.97%,3.45%,8.58%,6.21%,4.76%,7.08%,8.90%,6.70%,7.72%,10.02%,9.18%,Upgrade
42,Effective Tax Rate,12.50%,13.99%,0.87%,6.68%,22.23%,14.22%,46.60%,-,20.98%,7.28%,7.45%,6.65%,22.55%,25.76%,27.38%,10.61%,7.90%,22.53%,23.89%,14.04%,Upgrade
43,Revenue as Reported,7538482,6821709,9476836,6159196,7018742,6366499,6796828,5710188,6927141,5308956,5500878,3515931,4989564,4311939,4175764,3181348,3911426,3656330,3766695,2974751,Upgrade
44,Advertising Expenses,-,-,-,2067,-,-,-,6146,-,-,-,4700,-,7361,-,2448,-,2364,-,16212,Upgrade
