,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,4701288,4806052,4630062,4445072,4436647,2841903,3146177,-,2509137,2479055,2563429,1372552,-,1743178,1823297,600805,980270,916524,999621,-,Upgrade
1,Short-Term Investments,3375345,2985374,3230290,2514205,2118973,1909699,1794253,-,1508832,1450058,1255198,1042196,-,835673,635117,-,873713,686417,539195,-,Upgrade
2,Trading Asset Securities,699325,711771,15392,-56242,717390,746135,9433,-,7391,765943,16558,21346,-,22646,10.4,675274,651380,371752,360090,-,Upgrade
3,Cash & Short-Term Investments,8775958,8503197,7875744,6903036,7273010,5497737,4949863,-,4025361,4695055,3835185,2436094,-,2601497,2458425,1276079,2505363,1974693,1898906,-,Upgrade
4,Cash Growth,20.66%,54.67%,59.11%,-,80.68%,17.10%,29.06%,-,-,80.48%,56.00%,90.90%,-,31.74%,29.47%,-,163.80%,1.73%,7.13%,-,Upgrade
5,Accounts Receivable,2257372,3168591,2137364,2556747,2736309,1702846,1919558,-,1491927,2258419,2256642,1973143,-,2157872,1434252,995002,995036,613672,1024171,-,Upgrade
6,Other Receivables,665588,1058963,1106744,1100163,995237,851494,2696250,-,710202,497548,368502,152191,-,186724,226627,399363,250529,233704,451458,-,Upgrade
7,Receivables,3109565,4676658,3703817,4383046,4430339,2852637,4703013,-,2223044,2776881,2667645,2170606,-,2344596,1661152,1394638,1245843,851936,1476302,-,Upgrade
8,Inventory,5156686,5381717,5726142,6023190,5391570,6141036,6241049,-,6179581,5090459,4625728,4698928,-,3737381,3677342,4104667,2121467,2279351,2911942,-,Upgrade
9,Prepaid Expenses,25406,29681,18040,27240,29055,31752,11575,-,17908,20086,19147,49080,-,17763,25489,76080,226589,179536,48620,-,Upgrade
10,Other Current Assets,4288155,5424883,6428034,6969610,7080414,6355418,4141595,-,6251429,4975954,6878930,6257499,-,5152384,4754923,5567012,4148974,4953802,3695027,-,Upgrade
11,Total Current Assets,21355769,24016137,23751778,24306122,24204388,20878581,20047095,-,18697322,17558436,18026635,15612208,-,13853621,12577331,12418476,10248237,10239317,10030796,-,Upgrade
12,"Property, Plant & Equipment",3366929,3326065,3421335,3580737,3597553,3597928,3596759,-,3797952,3841685,3894251,3609304,-,3784239,3996387,4196685,4226135,4242968,4294591,-,Upgrade
13,Long-Term Investments,4763508,3098729,2997299,2997882,3014620,3017519,2995626,-,3035562,2996260,2552735,2597595,-,1414516,1411279,1390820,1384680,1419371,1245605,-,Upgrade
14,Goodwill,194697,207736,217217,75846,81587,87328,93070,-,104552,110293,116034,125152,-,108312,113445,118577,123710,128843,133975,-,Upgrade
15,Other Intangible Assets,835997,970571,984570,878820,896165,853234,876626,-,925899,917837,943582,1000880,-,325367,330334,320142,324948,331186,226741,-,Upgrade
16,Long-Term Deferred Tax Assets,13217,27537,40820,26055,10719,17252,25736,-,22035,33692,33692,36795,-,25151,26068,15142,13602,14839,10072,-,Upgrade
17,Other Long-Term Assets,3431577,2722481,2665276,2332950,2332183,2311539,2299374,-,2363963,2338699,2075388,1951693,-,1963947,2012970,2003669,1975335,2026078,2013939,-,Upgrade
18,Total Assets,33961694,34369257,34078294,34198412,34137216,30763381,29934286,-,29041226,27879852,27730368,25215832,-,21491453,20470899,20463511,18296648,18402602,17955719,-,Upgrade
19,Accounts Payable,1346136,1723666,1435281,1599508,899828,733246,849643,-,1480409,1286633,1844554,1146945,-,960564,489992,1157068,1008147,497231,585382,-,Upgrade
20,Accrued Expenses,708065,849683,772174,597664,651364,938672,683107,-,642108,493562,723825,640912,-,720679,565766,546895,429554,473425,596775,-,Upgrade
21,Short-Term Debt,14753840,12748906,12097820,13194974,12126078,10631789,10471329,-,8429558,7964336,7843597,7501347,-,5553946,5391832,6534276,5794135,6390034,6406548,-,Upgrade
22,Current Portion of Long-Term Debt,677598,764876,629494,75316,511899,589861,604362,-,783478,755491,851398,699774,-,625888,634947,487187,452563,556557,564361,-,Upgrade
