,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,12218176,9700563,9552463,8737912,9182212,9774613,10848340,11218590,9693915,9761234,10192244,11733664,15099621,16295008,13243626,12960321,13824342,12929463,8683760,7832986,7451605,Upgrade
1,Market Cap Growth,-0.76%,-0.76%,-11.95%,-22.11%,-5.28%,0.14%,6.44%,-4.39%,-35.80%,-40.10%,-23.04%,-9.46%,9.22%,26.03%,52.51%,65.46%,85.52%,19.11%,-7.36%,-13.28%,-22.12%,Upgrade
2,Enterprise Value,24091532,18780256,18840448,18493721,17486988,17465346,18880559,19858672,18333997,17307381,18603336,21618788,22171230,23366616,20607858,21840610,20120266,20098138,15526194,14997119,14615738,Upgrade
3,Last Close Price,15000.00,11909.09,11727.27,10727.27,11272.73,12000.00,13318.18,13772.73,11900.83,11983.47,12512.55,14404.88,18537.11,20004.63,16258.59,16219.97,17301.31,16181.35,11071.75,9987.02,9500.76,Upgrade
4,PE Ratio,17.66,13.74,14.73,13.83,18.15,22.64,31.64,28.36,19.01,16.69,14.26,16.84,23.05,25.39,21.29,24.13,21.88,25.19,24.52,25.80,57.18,Upgrade
5,Forward PE,-,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,Upgrade
6,PS Ratio,0.41,0.32,0.32,0.30,0.35,0.38,0.42,0.45,0.41,0.46,0.53,0.64,0.89,0.98,0.85,0.87,0.95,0.90,0.65,0.61,0.63,Upgrade
7,PB Ratio,1.19,0.92,0.87,0.78,0.81,0.88,1.01,1.07,-,0.96,1.03,1.21,1.58,-,1.56,1.57,1.69,1.63,1.13,1.02,-,Upgrade
8,P/TBV Ratio,1.05,1.05,1.08,1.00,1.04,1.14,1.27,1.36,-,1.22,1.31,1.56,2.06,-,1.70,1.72,1.85,1.79,1.27,1.13,-,Upgrade
9,P/FCF Ratio,202.32,122.82,-,-15.64,-,62.30,-,26.38,-,-,3.63,4.29,-,25.93,-168.92,-51.16,-,-31.10,-,-38.28,-,Upgrade
10,P/OCF Ratio,15.33,13.87,29.90,67.34,-,16.85,-,16.32,-,5.50,3.44,4.08,-,18.23,104.44,136.97,-,143.63,-11.00,-,-,Upgrade
11,EV/Sales Ratio,0.80,0.63,0.64,0.64,0.66,0.67,0.73,0.80,0.78,0.81,0.96,1.18,1.30,1.40,1.32,1.46,1.39,1.40,1.16,1.16,1.24,Upgrade
12,EV/EBITDA Ratio,10.84,8.31,8.58,8.67,7.91,8.03,9.05,9.79,10.61,10.28,10.89,14.35,14.15,15.14,13.91,13.85,12.12,12.13,11.55,13.73,22.59,Upgrade
13,EV/EBIT Ratio,14.02,10.51,11.01,11.37,10.46,10.82,12.80,13.79,16.25,15.87,15.88,21.49,19.94,21.37,19.71,19.45,16.70,16.82,17.72,23.92,57.04,Upgrade
