,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,351.39,203.59,163.16,176.28,145.06,197.16,170.26,264.52,192.12,198.34,220.19,297.02,305.09,111.97,-,142.61,-,68.64,68.64
1,Cash & Short-Term Investments,351.39,203.59,163.16,176.28,145.06,197.16,170.26,264.52,192.12,198.34,220.19,297.02,305.09,111.97,142.61,142.61,-,68.64,68.64
2,Cash Growth,142.24%,3.26%,-4.17%,-33.36%,-24.50%,-0.60%,-22.67%,-10.94%,-37.03%,77.14%,54.39%,108.27%,-,63.13%,107.77%,-,-,-,-
3,Accounts Receivable,211.96,221.51,213.78,182.13,172.88,161.39,166.36,173.37,167.6,134.25,152.6,119.14,138.71,108.94,-,99.77,-,101.37,101.37
4,Other Receivables,2.04,4.62,4.63,5.52,4.55,4.8,5.67,3.19,3.45,3.69,5.04,3.02,3.55,3.42,-,3.29,-,0.27,0.27
5,Receivables,214,226.13,218.41,187.65,177.43,166.2,172.03,176.56,171.05,137.94,157.64,122.15,142.26,112.36,-,103.06,-,101.64,101.64
6,Inventory,296.2,286.08,222.92,206.73,182.95,178.4,172.99,159.21,153.28,198.49,271.67,263.49,221.4,193.66,-,124.72,-,103.96,103.96
7,Other Current Assets,27.01,22.54,18.51,13.38,21.23,14.41,17.9,5.8,9.31,4.2,5.63,7.47,18.53,11.17,-,12.77,-,6.03,6.03
8,Total Current Assets,888.6,738.35,623.01,584.04,526.67,556.17,533.18,606.08,525.77,538.97,655.12,690.12,687.28,429.17,-,383.16,-,280.27,280.27
9,"Property, Plant & Equipment",434.55,420.12,398.04,374.97,325.17,282.99,259.45,256.71,259.27,257.64,247.83,250.1,239.87,230.35,-,204.52,-,128.71,128.71
10,Long-Term Investments,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,-,-,-,-,-,-,-,-,-,-,-
11,Other Intangible Assets,66.29,66.68,67.09,67.5,67.9,68.31,68.78,34.41,34.67,34.93,35.19,35.17,35.41,35.49,-,35.94,-,36.31,36.31
12,Long-Term Deferred Tax Assets,7.83,8.24,7.79,6.81,7.43,5.98,5.53,5.11,3.09,3.35,3.93,3.95,3.25,2.89,-,3.35,-,2.35,2.35
13,Long-Term Deferred Charges,1.05,1.12,1.27,1.32,0.36,0.41,0.5,0.5,0.55,0.6,0.74,0.74,0.74,0.79,-,0.41,-,-,-
14,Other Long-Term Assets,4.63,8.66,6.21,7.88,0.79,2.74,3.06,3.28,4.24,2.28,2.48,2.99,14.25,14.97,-,0.12,-,16.86,16.86
15,Total Assets,1403,1244,1104,1043,928.81,917.09,870.97,906.57,827.59,837.76,945.3,983.07,980.8,713.66,-,627.49,-,464.51,464.51
16,Accounts Payable,210.38,271.88,241.8,246.63,202.45,222.9,167.23,208.87,164.69,167.64,182.83,223.04,235.97,214.95,-,187.53,-,120.56,120.56
17,Accrued Expenses,16.77,19.64,10.16,27.65,15.67,14.02,8.09,21.67,16,15.54,9.22,23.31,16.63,14.77,-,18.05,-,12.56,12.56
18,Short-Term Debt,25.37,20.38,21.85,21.85,21.83,5.51,5.42,5.42,5.41,-,-,-,-,-,-,-,-,-,-
19,Current Portion of Leases,0.74,0.74,0.83,0.71,1.09,1.18,1.24,1.24,0.9,1.47,0.72,0.89,0.57,0.57,-,-,-,-,-
20,Current Income Taxes Payable,5.43,3.86,8.11,1.47,9.05,0.1,5.33,1.79,2.96,5.03,5.39,4.14,8.47,4.13,-,5.39,-,2.01,2.01
21,Current Unearned Revenue,170.86,185.3,120,72.9,57.65,61.73,63.71,60.69,43.87,69.95,164.37,162.88,178.57,143.19,-,120.33,-,68.27,68.27
22,Other Current Liabilities,24.18,22.08,11.58,9.95,9.4,10.13,13.65,9.53,10.15,14.23,28.84,27.6,23.87,18.49,-,15.33,-,10.11,10.11
