,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,3.15,243.45,37.83,52.6,4.27,0.01,0.76,9.57,12.11,377.76,28.35,716.94,29.7,11,12.41,12.05,33.34,44.97,14.96,524.43,Upgrade
1,Other Revenue,-,-,-,0,-0,0,-,0.01,-0.01,0.01,-,14.6,-14.6,14.6,-,0.88,-0.24,0.24,-,1.12,Upgrade
2,Revenue,3.15,243.45,37.83,52.61,4.27,0.01,0.76,9.58,12.09,377.78,28.35,731.54,15.1,25.6,12.41,12.93,33.1,45.22,14.96,525.55,Upgrade
3,Revenue Growth (YoY),-26.36%,2484607.69%,4863.85%,448.99%,-64.68%,-100.00%,-97.31%,-98.69%,-19.90%,1375.61%,128.53%,5559.36%,-54.39%,-43.38%,-17.07%,-97.54%,1038.87%,562.55%,18.46%,5179.18%,Upgrade
4,Cost of Revenue,3.11,242.05,36.58,37.55,4.59,0,0.84,148.08,12.82,362.17,29.64,934.49,13.91,11.67,10.91,173.64,27.21,22.75,11.03,299.64,Upgrade
5,Gross Profit,0.04,1.4,1.25,15.05,-0.32,0.01,-0.08,-138.5,-0.73,15.61,-1.29,-202.95,1.19,13.93,1.49,-160.71,5.89,22.47,3.93,225.91,Upgrade
6,"Selling, General & Admin",9.7,10.25,10.08,7.74,4.93,5.08,5.64,12.52,10.62,13.37,14.91,21.71,14.58,17.52,11.98,27.37,15.4,18.51,18.23,34.8,Upgrade
7,Other Operating Expenses,0.16,1.92,1.49,3.24,0.17,-0.39,0.16,-2.63,0.49,1.71,0.61,0.16,0.31,3.8,0.02,3.34,0.69,3.54,1.3,50.49,Upgrade
8,Operating Expenses,9.86,12.37,11.75,12.01,5.17,3.53,5.88,10.21,11.26,14.58,15.56,25.48,14.34,15.63,11.29,40.68,6.12,21.99,19.22,84.91,Upgrade
9,Operating Income,-9.82,-10.97,-10.5,3.05,-5.49,-3.52,-5.95,-148.7,-11.99,1.03,-16.85,-228.43,-13.15,-1.69,-9.8,-201.39,-0.23,0.48,-15.3,140.99,Upgrade
10,Interest Expense,-23.26,-24.18,-20.54,-55.95,-14.88,-15.62,-16.01,-19.49,-19.98,-19.67,-19.14,-19.45,-19.04,-22.49,-19.39,-49.03,-14.14,-1.7,-4.32,-2.96,Upgrade
11,Interest & Investment Income,0.63,0.02,0,0,0,0,0,7.83,0.03,0.13,0.09,1.3,1.29,1.54,0.09,0.13,-,1.19,0.33,6.37,Upgrade
12,Earnings From Equity Investments,1.71,-0.33,-1.38,-,3.39,-0.53,-2.87,-,4.21,-2.06,-2.15,-,-,-,-,-,-,-,-,-,Upgrade
13,Currency Exchange Gain (Loss),-0,0,-,0,-0,0,-,0.01,-0.01,0.01,-,-0.04,0.03,-0.03,-,-0.23,-0.12,0.12,-,0.21,Upgrade
14,Other Non Operating Income (Expenses),-0.02,-0.02,-0.01,-14.23,-7.96,0.69,-0.97,-4.88,-6.83,0.73,-0.81,34.29,-34.12,9.25,-9.58,-9.31,0.26,-0.59,0.07,-1.4,Upgrade
15,EBT Excluding Unusual Items,-30.76,-35.48,-32.43,-67.13,-24.93,-18.96,-25.79,-165.23,-34.56,-19.84,-38.86,-212.33,-64.99,-13.42,-38.68,-259.82,-14.24,-0.5,-19.22,143.21,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-0.45,-4.08,-,-,4.95,-5.27,-,-,0.11,-,1.71,-1.71,-8.93,-0.6,-0.79,0.27,0.52,Upgrade
17,Gain (Loss) on Sale of Assets,-0.01,0.01,-0.02,0.16,0.02,-0.02,-,-,-,-0,-,0.09,0.21,0.01,-0.01,-,-,-,-,0.01,Upgrade
18,Asset Writedown,0.01,-0.01,-,-5.66,0.16,-0.16,-,-0,0,-0,-,-0.02,0.02,-0.02,-,-0.05,-,-,-,-0.05,Upgrade
19,Legal Settlements,-,-,-,-2.25,-,-,-,-0.1,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Other Unusual Items,-1.02,-5.59,-1.22,-34.89,6.28,-6.28,-,-23.96,6.08,-6.08,-,-52.86,31.67,-31.67,-,-0.67,-10.26,10.26,-,0.65,Upgrade
21,Pretax Income,-31.78,-41.07,-33.67,-110.21,-22.55,-25.42,-25.79,-184.35,-33.75,-25.92,-38.86,-265.01,-33.09,-43.4,-40.39,-269.48,-25.11,8.97,-18.95,144.34,Upgrade
22,Income Tax Expense,0.01,0.18,-0.19,1.98,-0.19,-1.4,-0.15,11.62,-0.21,-1.34,-0.13,-6.6,0,3.5,-3.11,5.84,-1.32,-1.87,-0.96,37.83,Upgrade
23,Earnings From Continuing Operations,-31.78,-41.26,-33.48,-112.19,-22.36,-24.02,-25.65,-195.96,-33.54,-24.59,-38.73,-258.41,-33.09,-46.89,-37.29,-275.32,-23.79,10.84,-17.99,106.5,Upgrade
24,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.46,0.47,0.7,0.46,1.49,Upgrade
25,Net Income,-31.78,-41.26,-33.48,-112.19,-22.36,-24.02,-25.65,-195.96,-33.54,-24.59,-38.73,-258.41,-33.09,-46.89,-37.29,-269.86,-23.32,11.54,-17.53,107.99,Upgrade
26,Net Income to Common,-31.78,-41.26,-33.48,-112.19,-22.36,-24.02,-25.65,-195.96,-33.54,-24.59,-38.73,-258.41,-33.09,-46.89,-37.29,-269.86,-23.32,11.54,-17.53,107.99,Upgrade
27,Shares Outstanding (Basic),290,294,304,288,316,299,285,287,305,305,298,291,301,291,311,317,280,307,292,259,Upgrade
28,Shares Outstanding (Diluted),290,294,304,288,316,299,285,287,305,305,298,291,301,291,311,317,280,307,292,259,Upgrade
29,Shares Change (YoY),-8.30%,-1.95%,6.81%,0.35%,3.61%,-1.87%,-4.35%,-1.17%,1.40%,5.00%,-4.12%,-8.45%,7.34%,-5.31%,6.33%,22.36%,-12.16%,5.02%,-3.96%,-2.87%,Upgrade
30,EPS (Basic),-0.11,-0.14,-0.11,-0.39,-0.07,-0.08,-0.09,-0.68,-0.11,-0.08,-0.13,-0.89,-0.11,-0.16,-0.12,-0.85,-0.08,0.04,-0.06,0.42,Upgrade
31,EPS (Diluted),-0.11,-0.14,-0.11,-0.39,-0.07,-0.08,-0.09,-0.68,-0.11,-0.08,-0.13,-0.89,-0.11,-0.16,-0.12,-0.85,-0.08,0.04,-0.06,0.42,Upgrade
32,Free Cash Flow,6.66,6.56,17.72,-5.58,-6.24,-15.12,-25.75,8.47,17.52,40.01,46.21,98.24,18.19,62.16,-32.12,-48.3,50.31,-13.62,-62.79,-35.5,Upgrade
33,Free Cash Flow Per Share,0.02,0.02,0.06,-0.02,-0.02,-0.05,-0.09,0.03,0.06,0.13,0.16,0.34,0.06,0.21,-0.10,-0.15,0.18,-0.04,-0.21,-0.14,Upgrade
34,Gross Margin,1.14%,0.57%,3.31%,28.62%,-7.56%,86.04%,-9.88%,-,-6.06%,4.13%,-4.56%,-27.74%,7.87%,54.43%,12.02%,-,17.78%,49.69%,26.27%,42.98%,Upgrade
35,Operating Margin,-312.30%,-4.51%,-27.75%,5.79%,-128.65%,-35916.92%,-780.82%,-1551.87%,-99.16%,0.27%,-59.44%,-31.23%,-87.12%,-6.61%,-78.98%,-1558.01%,-0.71%,1.06%,-102.25%,26.83%,Upgrade
36,Profit Margin,-1010.46%,-16.95%,-88.50%,-213.27%,-523.48%,-245175.81%,-3365.29%,-2045.09%,-277.34%,-6.51%,-136.62%,-35.32%,-219.16%,-183.17%,-300.57%,-2087.66%,-70.45%,25.53%,-117.21%,20.55%,Upgrade
37,Free Cash Flow Margin,211.81%,2.70%,46.85%,-10.61%,-146.12%,-154279.30%,-3379.30%,88.35%,144.89%,10.59%,163.01%,13.43%,120.48%,242.81%,-258.96%,-373.67%,152.02%,-30.11%,-419.75%,-6.75%,Upgrade
38,EBITDA,-9.58,-10.82,-10.25,3.29,-5.19,-3.25,-5.65,-148.4,-11.62,1.34,-16.48,-228.06,-12.68,-1.31,-9.33,-200.92,0.3,0.99,-14.76,141.53,Upgrade
39,EBITDA Margin,-,-4.44%,-27.11%,6.25%,-121.53%,-,-,-,-96.14%,0.35%,-58.15%,-31.18%,-84.00%,-5.12%,-75.19%,-,0.91%,2.19%,-98.67%,26.93%,Upgrade
40,D&A For EBITDA,0.24,0.15,0.24,0.24,0.3,0.27,0.3,0.3,0.37,0.31,0.37,0.37,0.47,0.38,0.47,0.47,0.54,0.51,0.54,0.54,Upgrade
