,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,6.13,47.4,58.45,7.54,47.05,80.82,179.62,369.29,136.97,121.24
1,Revenue Growth (YoY),-89.52%,528.35%,24.22%,-90.67%,-73.81%,-78.11%,31.14%,204.59%,-42.58%,-17.93%
2,Cost of Revenue,5.95,54.71,56.41,22.56,66.99,211.78,146.17,320.15,105.75,88.58
3,Gross Profit,0.18,-7.31,2.04,-15.01,-19.94,-130.95,33.45,49.15,31.22,32.66
4,"Selling, General & Admin",14.42,35.15,7.22,15.86,15.8,15.18,15.69,10.83,14.38,8.25
5,Operating Expenses,57.22,11.62,6.83,20.48,13.18,95.42,15.87,13.35,14.38,8.32
6,Operating Income,-57.05,-18.92,-4.8,-35.49,-33.12,-226.38,17.57,35.79,16.84,24.34
7,Interest Expense,-1.54,-1.18,-2.46,-2.93,-2.43,-2.77,-2.14,-1.35,-0.72,-0.7
8,Interest & Investment Income,0,0.08,0.2,0.23,-,0.32,-,0.12,-,0.54
9,Currency Exchange Gain (Loss),-,-0.02,-,-0.12,-,-0.54,-,-,-,-
10,Other Non Operating Income (Expenses),-,0.27,-,3.44,-0.01,-16.16,-0.28,0.08,0,6.52
11,EBT Excluding Unusual Items,-58.58,-19.78,-7.05,-34.88,-35.55,-245.53,15.15,34.64,16.13,30.7
12,Other Unusual Items,-,-,-,-0.21,0.21,-,-,0.84,1.2,-7.41
13,Pretax Income,-58.58,-19.78,-7.05,-35.09,-35.34,-245.53,15.15,35.48,17.33,23.29
14,Income Tax Expense,-,-0.01,0.97,0.13,-,-1.08,2.09,4.25,2.83,3.56
15,Earnings From Continuing Operations,-58.58,-19.76,-8.02,-35.22,-35.34,-244.46,13.07,31.23,14.5,19.73
16,Net Income,-58.58,-19.76,-8.02,-35.22,-35.34,-244.46,13.07,31.23,14.5,19.73
17,Net Income to Common,-58.58,-19.76,-8.02,-35.22,-35.34,-244.46,13.07,31.23,14.5,19.73
18,Net Income Growth,-,-,-,-,-,-,-9.90%,58.27%,-20.30%,-22.70%
19,Shares Outstanding (Basic),505,505,505,505,504,500,500,500,500,733
20,Shares Outstanding (Diluted),505,505,505,505,504,500,500,500,500,733
21,Shares Change (YoY),-,-0.01%,0.03%,0.94%,0.90%,-,-,-31.76%,162.32%,-
22,EPS (Basic),-0.12,-0.04,-0.02,-0.07,-0.07,-0.49,0.03,0.06,0.03,0.03
23,EPS (Diluted),-0.12,-0.04,-0.02,-0.07,-0.07,-0.49,0.03,0.06,0.03,0.03
24,EPS Growth,-,-,-,-,-,-,-9.90%,131.93%,-69.62%,-
25,Free Cash Flow,-3.23,6.9,0.99,0.03,-8.41,-6,-32.89,-8.69,-16.02,-113.15
26,Free Cash Flow Per Share,-0.01,0.01,0.00,0.00,-0.02,-0.01,-0.07,-0.02,-0.03,-0.15
27,Operating Margin,-931.19%,-39.92%,-8.21%,-470.44%,-70.38%,-280.09%,9.78%,9.69%,12.30%,20.08%
28,Profit Margin,-956.28%,-41.69%,-13.73%,-466.79%,-75.11%,-302.45%,7.27%,8.46%,10.59%,16.27%
29,Free Cash Flow Margin,-52.74%,14.56%,1.69%,0.45%,-17.86%,-7.42%,-18.31%,-2.35%,-11.70%,-93.32%
30,EBITDA,-56.81,-19.06,-4.29,-35.55,-32.51,-227.44,19.32,35.95,17.49,24.07
31,D&A For EBITDA,0.23,-0.14,0.51,-0.06,0.6,-1.06,1.75,0.15,0.65,-0.27
32,EBIT,-57.05,-18.92,-4.8,-35.49,-33.12,-226.38,17.57,35.79,16.84,24.34
