,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2.06,4.52,2.59,4.74,3.8,5.18,18.9,54.74,26.94,29.31
1,Cash & Short-Term Investments,2.06,4.52,2.59,4.74,3.8,5.18,18.9,54.74,26.94,29.31
2,Cash Growth,-20.42%,-4.56%,-31.90%,-8.51%,-79.88%,-90.54%,-29.84%,86.75%,-81.87%,161.48%
3,Accounts Receivable,63.96,115.51,141.48,143.77,166.01,169.52,270.59,310.26,239.46,198.63
4,Other Receivables,2.26,2.29,2.11,2.07,1.41,1.42,1.4,0.62,2.53,0.18
5,Receivables,66.22,117.8,143.6,145.84,167.41,170.94,271.99,310.88,241.98,198.81
6,Other Current Assets,44.76,44.74,63.65,63.78,77.36,74.77,184.66,129.38,97.76,96.8
7,Total Current Assets,113.04,167.06,209.83,214.36,248.57,250.89,475.55,495.01,366.69,324.92
8,"Property, Plant & Equipment",1.27,1.5,1.76,2.26,2.38,2.98,6.6,3.62,3.78,2.37
9,Other Long-Term Assets,-,0.02,0.06,0.17,0.17,0.17,0.29,0.32,0.24,0.35
10,Total Assets,114.31,168.58,211.66,216.79,251.13,254.04,482.45,498.94,370.71,327.64
11,Accounts Payable,12.21,25.3,22.89,23.81,25.77,27.08,10.28,12.17,19.67,14
12,Accrued Expenses,14.9,18.59,16.24,11.69,3.91,6.35,4.54,3.81,4.32,3.21
13,Short-Term Debt,64.52,62.68,80.41,81.19,91.16,80.49,83.72,84.08,26.72,10.46
14,Current Portion of Leases,0.05,0.1,0.21,0.39,0.37,0.5,2.34,0.67,0.46,0.37
15,Current Income Taxes Payable,23.98,24.44,24.52,23.57,23.59,23.72,24.81,22.71,18.6,15.78
16,Current Unearned Revenue,14.18,14.18,11.93,10.82,7.75,4.06,2.02,0.17,1.58,1.11
17,Other Current Liabilities,58.9,39.18,50.91,52.66,51.26,37.15,33.92,69.01,24.39,22.17
18,Total Current Liabilities,188.75,184.46,207.11,204.14,203.8,179.34,161.63,192.61,95.73,67.09
19,Long-Term Leases,-,-,-,0.1,-,0.18,1.67,0.13,0.19,0.1
20,Total Liabilities,188.75,184.46,207.11,204.23,203.8,179.53,163.31,192.74,95.93,67.19
21,Common Stock,5.2,5.2,5.2,5.2,5.2,5.15,5.15,5.15,5.15,5.15
22,Additional Paid-In Capital,264.63,264.63,264.63,264.63,264.63,256.53,256.53,256.53,256.53,256.53
23,Retained Earnings,-268.39,-209.81,-190.04,-182.02,-146.81,-111.47,132.99,119.93,88.7,74.2
24,Comprehensive Income & Other,-75.89,-75.91,-75.24,-75.26,-75.7,-75.7,-75.53,-75.4,-75.6,-75.42
25,Shareholders' Equity,-74.45,-15.88,4.55,12.55,47.33,74.51,319.14,306.2,274.78,260.45
26,Total Liabilities & Equity,114.31,168.58,211.66,216.79,251.13,254.04,482.45,498.94,370.71,327.64
27,Total Debt,64.57,62.77,80.62,81.68,91.52,81.17,87.74,84.88,27.37,10.92
28,Net Cash (Debt),-62.51,-58.25,-78.03,-76.94,-87.72,-75.99,-68.83,-30.13,-0.43,18.39
29,Net Cash Growth,-,-,-,-,-,-,-,-,-,112.98%
30,Net Cash Per Share,-0.12,-0.12,-0.15,-0.15,-0.17,-0.15,-0.14,-0.06,-0.00,0.03
31,Filing Date Shares Outstanding,504.65,504.65,504.65,504.65,504.65,500,500,500,500,500
32,Total Common Shares Outstanding,504.65,504.65,504.65,504.65,504.65,500,500,500,500,500
33,Working Capital,-75.71,-17.41,2.73,10.22,44.78,71.54,313.92,302.39,270.96,257.83
34,Book Value Per Share,-0.15,-0.03,0.01,0.02,0.09,0.15,0.64,0.61,0.55,0.52
35,Tangible Book Value,-74.45,-15.88,4.55,12.55,47.33,74.51,319.14,306.2,274.78,260.45
36,Tangible Book Value Per Share,-0.15,-0.03,0.01,0.02,0.09,0.15,0.64,0.61,0.55,0.52
37,Machinery,-,6.4,-,6.4,-,6.39,-,6.23,-,4.52
38,Leasehold Improvements,-,1.02,-,1.02,-,1.02,-,1.02,-,1.02
